=== environment-table12.xlsx ===
Cell A1 | value='June 2008 Agricultural and Horticultural Survey - England' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell O36 | value='38' | fill=43 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='-11.627906976744185' | fill=43 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='7' | fill=43 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='6' | fill=43 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='-14.285714285714285' | fill=43 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='0' | fill=43 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='0' | fill=43 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='0' | fill=43 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='93' | fill=43 | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='102' | fill=43 | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='9.67741935483871' | fill=43 | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='46' | fill=43 | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA36 | value='41' | fill=43 | rows=[35] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB36 | value='-10.869565217391305' | fill=43 | rows=[35] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC36 | value='405' | fill=43 | rows=[35] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD36 | value='404' | fill=43 | rows=[35] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE36 | value='-0.24691358024691357' | fill=43 | rows=[35] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF36 | value='492' | fill=44 | rows=[35] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG36 | value='490' | fill=44 | rows=[35] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH36 | value='-0.40650406504065045' | fill=44 | rows=[35] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI36 | value='167' | fill=44 | rows=[35] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ36 | value='165' | fill=44 | rows=[35] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK36 | value='-1.1976047904191618' | fill=44 | rows=[35] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL36 | value='114' | fill=44 | rows=[35] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM36 | value='124' | fill=44 | rows=[35] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN36 | value='8.771929824561402' | fill=44 | rows=[35] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO36 | value='97' | fill=44 | rows=[35] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP36 | value='92' | fill=44 | rows=[35] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ36 | value='-5.154639175257731' | fill=44 | rows=[35] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR36 | value='228' | fill=44 | rows=[35] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS36 | value='227' | fill=44 | rows=[35] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT36 | value='-0.43859649122807015' | fill=44 | rows=[35] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU36 | value='1098' | fill=46 | rows=[35] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV36 | value='1098' | fill=46 | rows=[35] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW36 | value='0' | fill=46 | rows=[35] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A37 | value='YORK' | fill=00000000 | rows=[36] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B37 | value='90' | fill=43 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='95' | fill=43 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='5.555555555555555' | fill=43 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='58' | fill=43 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='48' | fill=43 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='-17.24137931034483' | fill=43 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='18' | fill=43 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='20' | fill=43 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='11.11111111111111' | fill=43 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='8' | fill=43 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='9' | fill=43 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='12.5' | fill=43 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='10' | fill=43 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='11' | fill=43 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='10' | fill=43 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='14' | fill=43 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='12' | fill=43 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='-14.285714285714285' | fill=43 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='0' | fill=43 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0' | fill=43 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0' | fill=43 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='69' | fill=43 | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='68' | fill=43 | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='-1.4492753623188406' | fill=43 | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='26' | fill=43 | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA37 | value='27' | fill=43 | rows=[36] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB37 | value='3.8461538461538463' | fill=43 | rows=[36] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC37 | value='161' | fill=43 | rows=[36] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD37 | value='167' | fill=43 | rows=[36] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE37 | value='3.7267080745341614' | fill=43 | rows=[36] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF37 | value='185' | fill=44 | rows=[36] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG37 | value='186' | fill=44 | rows=[36] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH37 | value='0.5405405405405406' | fill=44 | rows=[36] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI37 | value='82' | fill=44 | rows=[36] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ37 | value='#' | fill=44 | rows=[36] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK37 | value='-' | fill=44 | rows=[36] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL37 | value='77' | fill=44 | rows=[36] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM37 | value='#' | fill=44 | rows=[36] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN37 | value='-' | fill=44 | rows=[36] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO37 | value='64' | fill=44 | rows=[36] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP37 | value='#' | fill=44 | rows=[36] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ37 | value='-' | fill=44 | rows=[36] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR37 | value='46' | fill=44 | rows=[36] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS37 | value='49' | fill=44 | rows=[36] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT37 | value='6.521739130434782' | fill=44 | rows=[36] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU37 | value='454' | fill=46 | rows=[36] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV37 | value='457' | fill=46 | rows=[36] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW37 | value='0.6607929515418502' | fill=46 | rows=[36] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell A38 | value='NORTH YORKSHIRE CC' | fill=00000000 | rows=[37] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B38 | value='1422' | fill=43 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='1521' | fill=43 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='6.962025316455696' | fill=43 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='540' | fill=43 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='479' | fill=43 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='-11.296296296296296' | fill=43 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='222' | fill=43 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='230' | fill=43 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='3.6036036036036037' | fill=43 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='156' | fill=43 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='158' | fill=43 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='1.282051282051282' | fill=43 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='315' | fill=43 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='341' | fill=43 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='8.253968253968253' | fill=43 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='673' | fill=43 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='649' | fill=43 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='-3.566121842496285' | fill=43 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='1766' | fill=43 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='1774' | fill=43 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.4530011325028313' | fill=43 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='1385' | fill=43 | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='1395' | fill=43 | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='0.7220216606498195' | fill=43 | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='680' | fill=43 | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA38 | value='664' | fill=43 | rows=[37] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB38 | value='-2.3529411764705883' | fill=43 | rows=[37] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC38 | value='3919' | fill=43 | rows=[37] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD38 | value='4014' | fill=43 | rows=[37] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE38 | value='2.424087777494259' | fill=43 | rows=[37] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF38 | value='4310' | fill=44 | rows=[37] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG38 | value='4423' | fill=44 | rows=[37] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH38 | value='2.6218097447795823' | fill=44 | rows=[37] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI38 | value='1839' | fill=44 | rows=[37] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ38 | value='1857' | fill=44 | rows=[37] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK38 | value='0.9787928221859705' | fill=44 | rows=[37] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL38 | value='1544' | fill=44 | rows=[37] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM38 | value='1557' | fill=44 | rows=[37] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN38 | value='0.8419689119170984' | fill=44 | rows=[37] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO38 | value='1500' | fill=44 | rows=[37] | cols=[40] | col_header=False | row_header=False | metadata=False
