=== economy-table21.xlsx ===
Cell A1 | value='Table 3b: Debt relief order rates per 10,000 adults by location, England and Wales, 2011 to 2021 [r][note 10][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell J47 | value='5.56604357027628' | fill=00000000 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='6.06044197491269' | fill=00000000 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='6.59608137025074' | fill=00000000 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='4.54782505143251' | fill=00000000 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='4.10638830829121' | fill=00000000 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A48 | value='E07000117' | fill=00000000 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='Burnley' | fill=00000000 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='Non-metropolitan District' | fill=00000000 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D48 | value='4.58173219036358' | fill=00000000 | rows=[47] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E48 | value='6.95317701013389' | fill=00000000 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='6.23395128612352' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='6.06365357311879' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='2.36721408492381' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='5.46835742366469' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='6.95564665315002' | fill=00000000 | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='8.67149722953012' | fill=00000000 | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='7.0298769771529' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='5.98846125757686' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='7.74118162564814' | fill=00000000 | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A49 | value='E07000118' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='Chorley' | fill=00000000 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='Non-metropolitan District' | fill=00000000 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D49 | value='10.5365442476322' | fill=00000000 | rows=[48] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E49 | value='13.2944903008023' | fill=00000000 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='5.35979016991675' | fill=00000000 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='6.54745778018604' | fill=00000000 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='6.79415925063765' | fill=00000000 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='7.37341389063136' | fill=00000000 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='4.67172951772541' | fill=00000000 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='4.73928544500813' | fill=00000000 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='6.38196032547998' | fill=00000000 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='4.76508148289336' | fill=00000000 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='2.75315819011616' | fill=00000000 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A50 | value='E07000119' | fill=00000000 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='Fylde' | fill=00000000 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='Non-metropolitan District' | fill=00000000 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D50 | value='5.77941884732702' | fill=00000000 | rows=[49] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E50 | value='4.64572353139067' | fill=00000000 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='3.02533318472048' | fill=00000000 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='2.84539993676889' | fill=00000000 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='2.35626767200754' | fill=00000000 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='3.58149457325714' | fill=00000000 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='3.08537225016198' | fill=00000000 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='2.13206627680312' | fill=00000000 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='3.00183111698136' | fill=00000000 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='3.88071285710021' | fill=00000000 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='3.43293829666557' | fill=00000000 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A51 | value='E07000120' | fill=00000000 | rows=[50] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B51 | value='Hyndburn' | fill=00000000 | rows=[50] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C51 | value='Non-metropolitan District' | fill=00000000 | rows=[50] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D51 | value='4.20684745323927' | fill=00000000 | rows=[50] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E51 | value='4.87131606722416' | fill=00000000 | rows=[50] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F51 | value='4.88360735796842' | fill=00000000 | rows=[50] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G51 | value='5.0268368223905' | fill=00000000 | rows=[50] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H51 | value='4.21824553433814' | fill=00000000 | rows=[50] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I51 | value='4.04236397445226' | fill=00000000 | rows=[50] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J51 | value='2.7490297542044' | fill=00000000 | rows=[50] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K51 | value='6.11748796625722' | fill=00000000 | rows=[50] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L51 | value='6.26143916771024' | fill=00000000 | rows=[50] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M51 | value='4.65041693393201' | fill=00000000 | rows=[50] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N51 | value='4.00898011545863' | fill=00000000 | rows=[50] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A52 | value='E07000121' | fill=00000000 | rows=[51] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B52 | value='Lancaster' | fill=00000000 | rows=[51] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C52 | value='Non-metropolitan District' | fill=00000000 | rows=[51] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D52 | value='9.57571527013361' | fill=00000000 | rows=[51] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E52 | value='8.05117361338441' | fill=00000000 | rows=[51] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F52 | value='6.97423945477338' | fill=00000000 | rows=[51] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G52 | value='5.46476986267562' | fill=00000000 | rows=[51] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H52 | value='5.35322509872751' | fill=00000000 | rows=[51] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I52 | value='7.06781613207218' | fill=00000000 | rows=[51] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J52 | value='6.67105627945661' | fill=00000000 | rows=[51] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K52 | value='5.12614590719967' | fill=00000000 | rows=[51] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L52 | value='7.92119256082043' | fill=00000000 | rows=[51] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M52 | value='4.98666068267385' | fill=00000000 | rows=[51] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N52 | value='3.57377348924959' | fill=00000000 | rows=[51] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A53 | value='E07000122' | fill=00000000 | rows=[52] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B53 | value='Pendle' | fill=00000000 | rows=[52] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C53 | value='Non-metropolitan District' | fill=00000000 | rows=[52] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D53 | value='7.23997625287789' | fill=00000000 | rows=[52] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E53 | value='10.2900042029595' | fill=00000000 | rows=[52] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F53 | value='7.80809439118553' | fill=00000000 | rows=[52] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G53 | value='5.80930941834289' | fill=00000000 | rows=[52] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H53 | value='5.7884607035874' | fill=00000000 | rows=[52] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I53 | value='4.89892367765082' | fill=00000000 | rows=[52] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J53 | value='6.04560110548135' | fill=00000000 | rows=[52] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K53 | value='5.57868085654208' | fill=00000000 | rows=[52] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L53 | value='4.25073679437769' | fill=00000000 | rows=[52] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M53 | value='3.53992325446384' | fill=00000000 | rows=[52] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N53 | value='5.66387720714215' | fill=00000000 | rows=[52] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A54 | value='E07000123' | fill=00000000 | rows=[53] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B54 | value='Preston' | fill=00000000 | rows=[53] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C54 | value='Non-metropolitan District' | fill=00000000 | rows=[53] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D54 | value='8.09775537499886' | fill=00000000 | rows=[53] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E54 | value='9.8731884057971' | fill=00000000 | rows=[53] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F54 | value='11.5815679801563' | fill=00000000 | rows=[53] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G54 | value='14.3675531233413' | fill=00000000 | rows=[53] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H54 | value='13.8357910067358' | fill=00000000 | rows=[53] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I54 | value='12.3590298161594' | fill=00000000 | rows=[53] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J54 | value='11.8966534986151' | fill=00000000 | rows=[53] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K54 | value='13.6320261734903' | fill=00000000 | rows=[53] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L54 | value='13.5423061644578' | fill=00000000 | rows=[53] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M54 | value='6.91979330487531' | fill=00000000 | rows=[53] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N54 | value='5.57178162210739' | fill=00000000 | rows=[53] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A55 | value='E07000124' | fill=00000000 | rows=[54] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B55 | value='Ribble Valley' | fill=00000000 | rows=[54] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C55 | value='Non-metropolitan District' | fill=00000000 | rows=[54] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D55 | value='5.08545780175559' | fill=00000000 | rows=[54] | cols=[3] | col_header=False | row_header=False | metadata=False
