=== economy-table106.xlsx ===
Cell A1 | value='Table 8. Digital Economy Current-Dollar Value Added by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell O37 | value='0.506937790408025' | fill=None | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0.482215557157498' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='0.536704257204981' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.648704661653034' | fill=None | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='0.73836433058634' | fill=None | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='0.725212908509857' | fill=None | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0.773575195186298' | fill=None | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.8328814407' | fill=None | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='0.768659327687017' | fill=None | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='0.75127872855' | fill=None | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='0.76374471405' | fill=None | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='0.815260147469473' | fill=None | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA37 | value='0.78617312295' | fill=None | rows=[36] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D38 | value='Air transportation' | fill=None | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.747' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.615' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.546' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.833' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.692' | fill=None | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='0.090913534' | fill=None | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='0' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='0.080597192' | fill=None | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='0.077212278' | fill=None | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.080467811' | fill=None | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='0.104566411' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.1671051963' | fill=None | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='0.1788924254' | fill=None | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='0.2390165496' | fill=None | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='0.2764344006' | fill=None | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.35389623735' | fill=None | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='0.25589060175' | fill=None | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='0.227163486' | fill=None | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='0.1435388733' | fill=None | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='0.1196060883' | fill=None | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA38 | value='0.1095752559' | fill=None | rows=[37] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D39 | value='Rail transportation' | fill=None | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.095' | fill=None | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0.103' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0.133' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='0.063' | fill=None | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0.025' | fill=None | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='0.022393215' | fill=None | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='0.065320336' | fill=None | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='0.046879756' | fill=None | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='0.075099055' | fill=None | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0.090854146' | fill=None | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='0.090603767' | fill=None | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='0.09620471265' | fill=None | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='0.1075768239' | fill=None | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='0.0983802672' | fill=None | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='0.106872429' | fill=None | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='0.12504242715' | fill=None | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W39 | value='0.11744052885' | fill=None | rows=[38] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X39 | value='0.14637453' | fill=None | rows=[38] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y39 | value='0.1121519949' | fill=None | rows=[38] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z39 | value='0.1383870537' | fill=None | rows=[38] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA39 | value='0.13701835545' | fill=None | rows=[38] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D40 | value='Water transportation' | fill=None | rows=[39] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G40 | value='0.062' | fill=None | rows=[39] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H40 | value='0.047' | fill=None | rows=[39] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I40 | value='0.047' | fill=None | rows=[39] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J40 | value='0.026' | fill=None | rows=[39] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K40 | value='0.008' | fill=None | rows=[39] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L40 | value='0.011105556' | fill=None | rows=[39] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M40 | value='0' | fill=None | rows=[39] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N40 | value='0.020265448' | fill=None | rows=[39] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O40 | value='0' | fill=None | rows=[39] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P40 | value='0.022037998' | fill=None | rows=[39] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q40 | value='0.006762051' | fill=None | rows=[39] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R40 | value='0.00678242295' | fill=None | rows=[39] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S40 | value='0.02526013035' | fill=None | rows=[39] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T40 | value='0.0211831038' | fill=None | rows=[39] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U40 | value='0.0099402834' | fill=None | rows=[39] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V40 | value='0.0109245027' | fill=None | rows=[39] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W40 | value='0.0169874058' | fill=None | rows=[39] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X40 | value='0.02339494515' | fill=None | rows=[39] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y40 | value='0.02023507125' | fill=None | rows=[39] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z40 | value='0.0152986723194733' | fill=None | rows=[39] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA40 | value='0.0070428102' | fill=None | rows=[39] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D41 | value='Truck transportation' | fill=None | rows=[40] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G41 | value='0.102' | fill=None | rows=[40] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H41 | value='0.072' | fill=None | rows=[40] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I41 | value='0.088' | fill=None | rows=[40] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J41 | value='0.117' | fill=None | rows=[40] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K41 | value='0.088' | fill=None | rows=[40] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L41 | value='0.072875641' | fill=None | rows=[40] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M41 | value='0.053611002' | fill=None | rows=[40] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N41 | value='0.080301464' | fill=None | rows=[40] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O41 | value='0.096162605' | fill=None | rows=[40] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P41 | value='0.068853821' | fill=None | rows=[40] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q41 | value='0.073976339' | fill=None | rows=[40] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R41 | value='0.0889423644' | fill=None | rows=[40] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S41 | value='0.0911616732' | fill=None | rows=[40] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T41 | value='0.0744544602' | fill=None | rows=[40] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U41 | value='0.0728799466' | fill=None | rows=[40] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V41 | value='0.0626408775' | fill=None | rows=[40] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W41 | value='0.0604202799' | fill=None | rows=[40] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X41 | value='0.0798558987' | fill=None | rows=[40] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y41 | value='0.0917126295' | fill=None | rows=[40] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z41 | value='0.09918610545' | fill=None | rows=[40] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA41 | value='0.0828095091' | fill=None | rows=[40] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D42 | value='Transit and ground passenger transportation' | fill=None | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G42 | value='0.048' | fill=None | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0.054' | fill=None | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='0.094' | fill=None | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='0.103' | fill=None | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.072' | fill=None | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='0.002140695' | fill=None | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='0.002944352' | fill=None | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
