=== economy-table20.xlsx ===
Cell A1 | value='Table 3a: Number of debt relief orders by location, England and Wales, 2011 to 2021 [r][note 10]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell F116 | value='11' | fill=00000000 | rows=[115] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G116 | value='17' | fill=00000000 | rows=[115] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H116 | value='29' | fill=00000000 | rows=[115] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I116 | value='28' | fill=00000000 | rows=[115] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J116 | value='32' | fill=00000000 | rows=[115] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K116 | value='26' | fill=00000000 | rows=[115] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L116 | value='29' | fill=00000000 | rows=[115] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M116 | value='24' | fill=00000000 | rows=[115] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N116 | value='23' | fill=00000000 | rows=[115] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A117 | value='E07000137' | fill=00000000 | rows=[116] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B117 | value='East Lindsey' | fill=00000000 | rows=[116] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C117 | value='Non-metropolitan District' | fill=00000000 | rows=[116] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D117 | value='134' | fill=00000000 | rows=[116] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E117 | value='107' | fill=00000000 | rows=[116] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F117 | value='98' | fill=00000000 | rows=[116] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G117 | value='105' | fill=00000000 | rows=[116] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H117 | value='46' | fill=00000000 | rows=[116] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I117 | value='66' | fill=00000000 | rows=[116] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J117 | value='53' | fill=00000000 | rows=[116] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K117 | value='76' | fill=00000000 | rows=[116] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L117 | value='89' | fill=00000000 | rows=[116] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M117 | value='63' | fill=00000000 | rows=[116] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N117 | value='74' | fill=00000000 | rows=[116] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A118 | value='E07000138' | fill=00000000 | rows=[117] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B118 | value='Lincoln' | fill=00000000 | rows=[117] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C118 | value='Non-metropolitan District' | fill=00000000 | rows=[117] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D118 | value='53' | fill=00000000 | rows=[117] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E118 | value='46' | fill=00000000 | rows=[117] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F118 | value='60' | fill=00000000 | rows=[117] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G118 | value='51' | fill=00000000 | rows=[117] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H118 | value='46' | fill=00000000 | rows=[117] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I118 | value='44' | fill=00000000 | rows=[117] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J118 | value='41' | fill=00000000 | rows=[117] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K118 | value='44' | fill=00000000 | rows=[117] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L118 | value='43' | fill=00000000 | rows=[117] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M118 | value='32' | fill=00000000 | rows=[117] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N118 | value='36' | fill=00000000 | rows=[117] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A119 | value='E07000139' | fill=00000000 | rows=[118] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B119 | value='North Kesteven' | fill=00000000 | rows=[118] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C119 | value='Non-metropolitan District' | fill=00000000 | rows=[118] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D119 | value='35' | fill=00000000 | rows=[118] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E119 | value='41' | fill=00000000 | rows=[118] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F119 | value='18' | fill=00000000 | rows=[118] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G119 | value='25' | fill=00000000 | rows=[118] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H119 | value='35' | fill=00000000 | rows=[118] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I119 | value='33' | fill=00000000 | rows=[118] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J119 | value='48' | fill=00000000 | rows=[118] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K119 | value='36' | fill=00000000 | rows=[118] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L119 | value='28' | fill=00000000 | rows=[118] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M119 | value='30' | fill=00000000 | rows=[118] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N119 | value='20' | fill=00000000 | rows=[118] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A120 | value='E07000140' | fill=00000000 | rows=[119] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B120 | value='South Holland' | fill=00000000 | rows=[119] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C120 | value='Non-metropolitan District' | fill=00000000 | rows=[119] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D120 | value='22' | fill=00000000 | rows=[119] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E120 | value='29' | fill=00000000 | rows=[119] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F120 | value='14' | fill=00000000 | rows=[119] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G120 | value='27' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H120 | value='32' | fill=00000000 | rows=[119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I120 | value='21' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J120 | value='13' | fill=00000000 | rows=[119] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K120 | value='48' | fill=00000000 | rows=[119] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L120 | value='46' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M120 | value='33' | fill=00000000 | rows=[119] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N120 | value='32' | fill=00000000 | rows=[119] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A121 | value='E07000141' | fill=00000000 | rows=[120] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B121 | value='South Kesteven' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='Non-metropolitan District' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='129' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='165' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='172' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='191' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H121 | value='173' | fill=00000000 | rows=[120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I121 | value='130' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J121 | value='97' | fill=00000000 | rows=[120] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K121 | value='94' | fill=00000000 | rows=[120] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L121 | value='73' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M121 | value='75' | fill=00000000 | rows=[120] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N121 | value='70' | fill=00000000 | rows=[120] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A122 | value='E07000142' | fill=00000000 | rows=[121] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B122 | value='West Lindsey' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='Non-metropolitan District' | fill=00000000 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='19' | fill=00000000 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='38' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='24' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G122 | value='15' | fill=00000000 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H122 | value='25' | fill=00000000 | rows=[121] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I122 | value='33' | fill=00000000 | rows=[121] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J122 | value='28' | fill=00000000 | rows=[121] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K122 | value='21' | fill=00000000 | rows=[121] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L122 | value='25' | fill=00000000 | rows=[121] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M122 | value='32' | fill=00000000 | rows=[121] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N122 | value='29' | fill=00000000 | rows=[121] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A123 | value='E10000024' | fill=00000000 | rows=[122] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B123 | value='Nottinghamshire' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='County' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='459' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='476' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='394' | fill=00000000 | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G123 | value='371' | fill=00000000 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H123 | value='353' | fill=00000000 | rows=[122] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I123 | value='326' | fill=00000000 | rows=[122] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J123 | value='299' | fill=00000000 | rows=[122] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K123 | value='318' | fill=00000000 | rows=[122] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L123 | value='325' | fill=00000000 | rows=[122] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M123 | value='243' | fill=00000000 | rows=[122] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N123 | value='255' | fill=00000000 | rows=[122] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A124 | value='E07000170' | fill=00000000 | rows=[123] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B124 | value='Ashfield' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='Non-metropolitan District' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='91' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='75' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
