=== society-table51.xlsx ===
Cell A1 | value='Supplementary Table 1. Lithospheric thickness for global kimberlites and lamproites' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell N104 | value='Shaikh et al., 2020' | fill=00000000 | rows=[103] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O104 | value='165' | fill=00000000 | rows=[103] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P104 | value='Hoggard et al., 2020' | fill=00000000 | rows=[103] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A105 | value='Chigicherla-02 (CC2)' | fill=00000000 | rows=[104] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B105 | value='olivine lamproite' | fill=00000000 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C105 | value='India' | fill=00000000 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D105 | value='on craton' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E105 | value='Eastern Dharwar' | fill=00000000 | rows=[104] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F105 | value='1102.5' | fill=00000000 | rows=[104] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G105 | value='88.5352044474579' | fill=00000000 | rows=[104] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H105 | value='3.52778095000332' | fill=00000000 | rows=[104] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I105 | value='87.5353042125592' | fill=00000000 | rows=[104] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J105 | value='1.3266306069368' | fill=00000000 | rows=[104] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K105 | value='Shaikh et al., 2019' | fill=00000000 | rows=[104] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L105 | value='190' | fill=00000000 | rows=[104] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M105 | value='Paleogeotherm' | fill=00000000 | rows=[104] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N105 | value='Shaikh et al., 2020' | fill=00000000 | rows=[104] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O105 | value='165' | fill=00000000 | rows=[104] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P105 | value='Hoggard et al., 2020' | fill=00000000 | rows=[104] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A107 | value='BASTAR' | fill=00000000 | rows=[106] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A108 | value='Kodomali' | fill=00000000 | rows=[107] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B108 | value='olivine lamproite' | fill=00000000 | rows=[107] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C108 | value='India' | fill=00000000 | rows=[107] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D108 | value='on craton' | fill=00000000 | rows=[107] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E108 | value='Bastar' | fill=00000000 | rows=[107] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F108 | value='62.3' | fill=00000000 | rows=[107] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G108 | value='89.7599413360987' | fill=00000000 | rows=[107] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H108 | value='2.25857768781161' | fill=00000000 | rows=[107] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I108 | value='90.3559380588374' | fill=00000000 | rows=[107] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J108 | value='0.911982554188786' | fill=00000000 | rows=[107] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K108 | value='Shaikh et al., 2019' | fill=00000000 | rows=[107] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L108 | value='140' | fill=00000000 | rows=[107] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M108 | value='Based on P-T estimation' | fill=00000000 | rows=[107] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N108 | value='Babu et al., 2009, Dessai et al., 2021' | fill=00000000 | rows=[107] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O108 | value='140' | fill=00000000 | rows=[107] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P108 | value='Hoggard et al., 2020' | fill=00000000 | rows=[107] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A109 | value='Beradih' | fill=00000000 | rows=[108] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B109 | value='olivine lamproite' | fill=00000000 | rows=[108] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C109 | value='India' | fill=00000000 | rows=[108] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D109 | value='on craton' | fill=00000000 | rows=[108] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E109 | value='Bastar' | fill=00000000 | rows=[108] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F109 | value='65' | fill=00000000 | rows=[108] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G109 | value='91.858808325988' | fill=00000000 | rows=[108] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H109 | value='0.980361344844557' | fill=00000000 | rows=[108] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I109 | value='88.9259747667214' | fill=00000000 | rows=[108] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J109 | value='0.588046084419117' | fill=00000000 | rows=[108] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K109 | value='Shaikh et al., 2019' | fill=00000000 | rows=[108] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A111 | value='WEST KIMBERLEY' | fill=00000000 | rows=[110] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell A112 | value='Ellendale 4' | fill=00000000 | rows=[111] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B112 | value='olivine lamproite' | fill=00000000 | rows=[111] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C112 | value='Australia' | fill=00000000 | rows=[111] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D112 | value='on craton' | fill=00000000 | rows=[111] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E112 | value='West Kimberley' | fill=00000000 | rows=[111] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F112 | value='22' | fill=00000000 | rows=[111] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G112 | value='90.9293678872112' | fill=00000000 | rows=[111] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H112 | value='0.407655359201084' | fill=00000000 | rows=[111] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I112 | value='91.1864999674464' | fill=00000000 | rows=[111] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J112 | value='0.656256713073522' | fill=00000000 | rows=[111] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K112 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[111] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L112 | value='206' | fill=00000000 | rows=[111] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N112 | value='Based on Ellendale 7' | fill=00000000 | rows=[111] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O112 | value='180' | fill=00000000 | rows=[111] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P112 | value='Hoggard et al., 2020' | fill=00000000 | rows=[111] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A113 | value='Ellendale 7' | fill=00000000 | rows=[112] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B113 | value='olivine lamproite' | fill=00000000 | rows=[112] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C113 | value='Australia' | fill=00000000 | rows=[112] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D113 | value='on craton' | fill=00000000 | rows=[112] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E113 | value='West Kimberley' | fill=00000000 | rows=[112] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F113 | value='22' | fill=00000000 | rows=[112] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G113 | value='91.2397867417005' | fill=00000000 | rows=[112] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H113 | value='0.547955275952796' | fill=00000000 | rows=[112] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I113 | value='91.1776973227666' | fill=00000000 | rows=[112] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J113 | value='0.731425479563943' | fill=00000000 | rows=[112] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K113 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[112] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L113 | value='206' | fill=00000000 | rows=[112] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M113 | value='FITPLOT' | fill=00000000 | rows=[112] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N113 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[112] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O113 | value='180' | fill=00000000 | rows=[112] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P113 | value='Hoggard et al., 2020' | fill=00000000 | rows=[112] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A114 | value='Ellendale 9' | fill=00000000 | rows=[113] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B114 | value='olivine lamproite' | fill=00000000 | rows=[113] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C114 | value='Australia' | fill=00000000 | rows=[113] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D114 | value='on craton' | fill=00000000 | rows=[113] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E114 | value='West Kimberley' | fill=00000000 | rows=[113] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F114 | value='22' | fill=00000000 | rows=[113] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G114 | value='91.0950255391218' | fill=00000000 | rows=[113] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H114 | value='0.785062218222981' | fill=00000000 | rows=[113] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I114 | value='91.8879251511441' | fill=00000000 | rows=[113] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J114 | value='0.66755050687723' | fill=00000000 | rows=[113] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K114 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[113] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L114 | value='206' | fill=00000000 | rows=[113] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N114 | value='Based on Ellendale 7' | fill=00000000 | rows=[113] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O114 | value='180' | fill=00000000 | rows=[113] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P114 | value='Hoggard et al., 2020' | fill=00000000 | rows=[113] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A115 | value='Ellendale 11' | fill=00000000 | rows=[114] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B115 | value='olivine lamproite' | fill=00000000 | rows=[114] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C115 | value='Australia' | fill=00000000 | rows=[114] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D115 | value='on craton' | fill=00000000 | rows=[114] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E115 | value='West Kimberley' | fill=00000000 | rows=[114] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F115 | value='22' | fill=00000000 | rows=[114] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G115 | value='91.2306832927843' | fill=00000000 | rows=[114] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H115 | value='0.287157513264553' | fill=00000000 | rows=[114] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I115 | value='91.0575733507989' | fill=00000000 | rows=[114] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J115 | value='0.628443733394199' | fill=00000000 | rows=[114] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K115 | value='Jaques and Foley, 2018' | fill=00000000 | rows=[114] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L115 | value='206' | fill=00000000 | rows=[114] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N115 | value='Based on Ellendale 7' | fill=00000000 | rows=[114] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O115 | value='180' | fill=00000000 | rows=[114] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P115 | value='Hoggard et al., 2020' | fill=00000000 | rows=[114] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell A116 | value='Argyle' | fill=00000000 | rows=[115] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B116 | value='olivine lamproite' | fill=00000000 | rows=[115] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C116 | value='Australia' | fill=00000000 | rows=[115] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D116 | value='on craton' | fill=00000000 | rows=[115] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E116 | value='West Kimberley' | fill=00000000 | rows=[115] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F116 | value='1180' | fill=00000000 | rows=[115] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell L116 | value='215' | fill=00000000 | rows=[115] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M116 | value='FITPLOT' | fill=00000000 | rows=[115] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N116 | value='Sudholz et al., 2021' | fill=00000000 | rows=[115] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O116 | value='200' | fill=00000000 | rows=[115] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P116 | value='Hoggard et al., 2020' | fill=00000000 | rows=[115] | cols=[15] | col_header=False | row_header=False | metadata=False

