=== health-table02.xlsx ===
Cell B1 | value='Healthcare provider resources' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell I77 | value='28.64' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='29.78' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K77 | value='29.73' | fill=00000000 | rows=[76] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B78 | value='United States' | fill=FFE2F2FB | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D78 | value='4.37' | fill=00000000 | rows=[77] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E78 | value='4.25' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='4.39' | fill=00000000 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='4.35' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='4.32' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='4.25' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='4.21' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K78 | value='4.12' | fill=00000000 | rows=[77] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B79 | value='Non-OECD economies' | fill=FFE2F2FB | rows=[78] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell B80 | value='·  Bulgaria' | fill=FFE2F2FB | rows=[79] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D80 | value='33.02' | fill=00000000 | rows=[79] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E80 | value='32.55' | fill=00000000 | rows=[79] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F80 | value='32.65' | fill=00000000 | rows=[79] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G80 | value='32.88' | fill=00000000 | rows=[79] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H80 | value='32.68' | fill=00000000 | rows=[79] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I80 | value='32.74' | fill=00000000 | rows=[79] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J80 | value='32.86' | fill=00000000 | rows=[79] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K80 | value='33.87' | fill=00000000 | rows=[79] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B81 | value='·  Croatia' | fill=FFE2F2FB | rows=[80] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D81 | value='13.56' | fill=00000000 | rows=[80] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E81 | value='13.66' | fill=00000000 | rows=[80] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F81 | value='14.3' | fill=00000000 | rows=[80] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G81 | value='14.43' | fill=00000000 | rows=[80] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H81 | value='14.51' | fill=00000000 | rows=[80] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I81 | value='14.58' | fill=00000000 | rows=[80] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J81 | value='15.21' | fill=00000000 | rows=[80] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K81 | value='15.31' | fill=00000000 | rows=[80] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B82 | value='·  Romania' | fill=FFE2F2FB | rows=[81] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D82 | value='19.52' | fill=00000000 | rows=[81] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E82 | value='19.59' | fill=00000000 | rows=[81] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F82 | value='19.65' | fill=00000000 | rows=[81] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G82 | value='19.86' | fill=00000000 | rows=[81] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H82 | value='19.97' | fill=00000000 | rows=[81] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I82 | value='20.03' | fill=00000000 | rows=[81] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J82 | value='20.13' | fill=00000000 | rows=[81] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K82 | value='20.23' | fill=00000000 | rows=[81] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B83 | value='Hospital type: Not-for-profit, private' | fill=FFB7DEF6 | rows=[82] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | col_header=False | row_header=False | metadata=False
Cell B84 | value='Australia' | fill=FFE2F2FB | rows=[83] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D84 | value='4.49' | fill=00000000 | rows=[83] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E84 | value='4.71' | fill=00000000 | rows=[83] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell B85 | value='Austria' | fill=FFE2F2FB | rows=[84] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D85 | value='4.29' | fill=00000000 | rows=[84] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E85 | value='4.12' | fill=00000000 | rows=[84] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F85 | value='3.98' | fill=00000000 | rows=[84] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G85 | value='4.07' | fill=00000000 | rows=[84] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H85 | value='3.94' | fill=00000000 | rows=[84] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I85 | value='3.93' | fill=00000000 | rows=[84] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J85 | value='3.91' | fill=00000000 | rows=[84] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K85 | value='3.87' | fill=00000000 | rows=[84] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B86 | value='Belgium' | fill=FFE2F2FB | rows=[85] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D86 | value='12.37' | fill=00000000 | rows=[85] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E86 | value='12.13' | fill=00000000 | rows=[85] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F86 | value='11.9' | fill=00000000 | rows=[85] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G86 | value='11.75' | fill=00000000 | rows=[85] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H86 | value='10.99' | fill=00000000 | rows=[85] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I86 | value='10.86' | fill=00000000 | rows=[85] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J86 | value='10.73' | fill=00000000 | rows=[85] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K86 | value='10.57' | fill=00000000 | rows=[85] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L86 | value='10.59' | fill=00000000 | rows=[85] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B87 | value='Colombia' | fill=FFE2F2FB | rows=[86] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D87 | value='24.77' | fill=00000000 | rows=[86] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E87 | value='24.69' | fill=00000000 | rows=[86] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F87 | value='22.94' | fill=00000000 | rows=[86] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G87 | value='21.76' | fill=00000000 | rows=[86] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H87 | value='20.73' | fill=00000000 | rows=[86] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I87 | value='20.33' | fill=00000000 | rows=[86] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell B88 | value='Costa Rica' | fill=FFE2F2FB | rows=[87] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D88 | value='0' | fill=00000000 | rows=[87] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E88 | value='0' | fill=00000000 | rows=[87] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F88 | value='0' | fill=00000000 | rows=[87] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G88 | value='0' | fill=00000000 | rows=[87] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H88 | value='0' | fill=00000000 | rows=[87] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I88 | value='0' | fill=00000000 | rows=[87] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J88 | value='0' | fill=00000000 | rows=[87] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K88 | value='0' | fill=00000000 | rows=[87] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L88 | value='0' | fill=00000000 | rows=[87] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B89 | value='Czechia' | fill=FFE2F2FB | rows=[88] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D89 | value='0.28' | fill=00000000 | rows=[88] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E89 | value='0.28' | fill=00000000 | rows=[88] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F89 | value='0.28' | fill=00000000 | rows=[88] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G89 | value='0.28' | fill=00000000 | rows=[88] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H89 | value='0.28' | fill=00000000 | rows=[88] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I89 | value='0.28' | fill=00000000 | rows=[88] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J89 | value='0.29' | fill=00000000 | rows=[88] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K89 | value='0.28' | fill=00000000 | rows=[88] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B90 | value='Estonia' | fill=FFE2F2FB | rows=[89] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D90 | value='2.28' | fill=00000000 | rows=[89] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E90 | value='2.28' | fill=00000000 | rows=[89] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F90 | value='2.28' | fill=00000000 | rows=[89] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G90 | value='2.27' | fill=00000000 | rows=[89] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H90 | value='2.26' | fill=00000000 | rows=[89] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I90 | value='2.26' | fill=00000000 | rows=[89] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J90 | value='1.5' | fill=00000000 | rows=[89] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K90 | value='1.48' | fill=00000000 | rows=[89] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B91 | value='France' | fill=FFE2F2FB | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D91 | value='10.39' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='10.27' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='10.15' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='10.13' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='9.92' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='9.92' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='9.76' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='9.68' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B92 | value='Germany' | fill=FFE2F2FB | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D92 | value='11.98' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='12.01' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='11.74' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='11.52' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='11.45' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='10.99' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='10.78' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='10.67' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell B93 | value='Greece' | fill=FFE2F2FB | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D93 | value='0.37' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='0.46' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='0.46' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='0.37' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='0.37' | fill=00000000 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I93 | value='0.37' | fill=00000000 | rows=[92] | cols=[8] | col_header=False | row_header=False | metadata=False
