=== society-table41.xlsx ===
Cell C1 | value='Demographic and Epidemiological Data' | fill=FF00B0F0 | rows=[0] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell E67 | value='Children Under 5' | fill=00000000 | rows=[66] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F67 | value='0.022' | fill=9 | rows=[66] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G67 | value='Percent of children exposed to falciparum' | fill=00000000 | rows=[66] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H67 | value='14996.3' | fill=00000000 | rows=[66] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I67 | value='14898.664' | fill=00000000 | rows=[66] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J67 | value='14828.528' | fill=00000000 | rows=[66] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K67 | value='LiST/Health status, mortality and economic status/Baseline maternal health status: Percent of women exposed to falciparum' | fill=00000000 | rows=[66] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell A68 | value='55' | fill=7 | rows=[67] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B68 | value='51' | fill=7 | rows=[67] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C68 | value='BCG - Single dose' | fill=FF00B050 | rows=[67] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D68 | value='BCG - Single dose' | fill=FF00B050 | rows=[67] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E68 | value='Children < 1' | fill=00000000 | rows=[67] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F68 | value='1' | fill=9 | rows=[67] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G68 | value='All children' | fill=00000000 | rows=[67] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H68 | value='681650' | fill=00000000 | rows=[67] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I68 | value='677212' | fill=00000000 | rows=[67] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J68 | value='674024' | fill=00000000 | rows=[67] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A69 | value='56' | fill=7 | rows=[68] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B69 | value='52' | fill=7 | rows=[68] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C69 | value='Polio - Three doses' | fill=FF00B050 | rows=[68] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D69 | value='Polio - Three doses' | fill=FF00B050 | rows=[68] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E69 | value='Children < 1' | fill=00000000 | rows=[68] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F69 | value='1' | fill=9 | rows=[68] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G69 | value='All children' | fill=00000000 | rows=[68] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H69 | value='681650' | fill=00000000 | rows=[68] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I69 | value='677212' | fill=00000000 | rows=[68] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J69 | value='674024' | fill=00000000 | rows=[68] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell C70 | value='Pentavalent' | fill=FF00B050 | rows=[69] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D70 | value='Pentavalent' | fill=FF00B050 | rows=[69] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E70 | value='Children < 1' | fill=00000000 | rows=[69] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F70 | value='1' | fill=9 | rows=[69] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G70 | value='All children' | fill=00000000 | rows=[69] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H70 | value='681650' | fill=00000000 | rows=[69] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I70 | value='677212' | fill=00000000 | rows=[69] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J70 | value='674024' | fill=00000000 | rows=[69] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A71 | value='57' | fill=7 | rows=[70] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B71 | value='53' | fill=7 | rows=[70] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C71 | value='DPT - Three doses' | fill=FF00B050 | rows=[70] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D71 | value='DPT - Three doses' | fill=FF00B050 | rows=[70] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E71 | value='Children < 1' | fill=00000000 | rows=[70] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F71 | value='1' | fill=9 | rows=[70] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G71 | value='All children' | fill=00000000 | rows=[70] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H71 | value='681650' | fill=00000000 | rows=[70] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I71 | value='677212' | fill=00000000 | rows=[70] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J71 | value='674024' | fill=00000000 | rows=[70] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A72 | value='58' | fill=7 | rows=[71] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B72 | value='54' | fill=7 | rows=[71] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C72 | value='Hib - Three doses' | fill=FF00B050 | rows=[71] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D72 | value='Hib - Three doses' | fill=FF00B050 | rows=[71] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E72 | value='Children < 1' | fill=00000000 | rows=[71] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F72 | value='1' | fill=9 | rows=[71] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G72 | value='All children' | fill=00000000 | rows=[71] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H72 | value='681650' | fill=00000000 | rows=[71] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I72 | value='677212' | fill=00000000 | rows=[71] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J72 | value='674024' | fill=00000000 | rows=[71] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A73 | value='59' | fill=7 | rows=[72] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B73 | value='55' | fill=7 | rows=[72] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C73 | value='HepB - Three doses' | fill=FF00B050 | rows=[72] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D73 | value='HepB - Three doses' | fill=FF00B050 | rows=[72] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E73 | value='Children < 1' | fill=00000000 | rows=[72] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F73 | value='1' | fill=9 | rows=[72] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G73 | value='All children' | fill=00000000 | rows=[72] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H73 | value='681650' | fill=00000000 | rows=[72] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I73 | value='677212' | fill=00000000 | rows=[72] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J73 | value='674024' | fill=00000000 | rows=[72] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A74 | value='60' | fill=7 | rows=[73] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B74 | value='56' | fill=7 | rows=[73] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C74 | value='Pneumococcal - Three doses' | fill=FF00B050 | rows=[73] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D74 | value='Pneumococcal - Three doses' | fill=FF00B050 | rows=[73] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E74 | value='Children < 1' | fill=00000000 | rows=[73] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F74 | value='1' | fill=9 | rows=[73] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G74 | value='All children' | fill=00000000 | rows=[73] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H74 | value='681650' | fill=00000000 | rows=[73] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I74 | value='677212' | fill=00000000 | rows=[73] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J74 | value='674024' | fill=00000000 | rows=[73] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A75 | value='61' | fill=7 | rows=[74] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B75 | value='57' | fill=7 | rows=[74] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C75 | value='Rotavirus - Two doses' | fill=FF00B050 | rows=[74] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D75 | value='Rotavirus - Two doses' | fill=FF00B050 | rows=[74] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E75 | value='Children < 1' | fill=00000000 | rows=[74] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F75 | value='1' | fill=9 | rows=[74] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G75 | value='All children' | fill=00000000 | rows=[74] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H75 | value='681650' | fill=00000000 | rows=[74] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I75 | value='677212' | fill=00000000 | rows=[74] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J75 | value='674024' | fill=00000000 | rows=[74] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A76 | value='62' | fill=7 | rows=[75] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B76 | value='58' | fill=7 | rows=[75] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C76 | value='Meningococcal A - Single dose' | fill=FF00B050 | rows=[75] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D76 | value='Meningococcal A - Single dose' | fill=FF00B050 | rows=[75] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E76 | value='Children < 1' | fill=00000000 | rows=[75] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F76 | value='1' | fill=9 | rows=[75] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G76 | value='All children' | fill=00000000 | rows=[75] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H76 | value='681650' | fill=00000000 | rows=[75] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I76 | value='677212' | fill=00000000 | rows=[75] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J76 | value='674024' | fill=00000000 | rows=[75] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A77 | value='63' | fill=7 | rows=[76] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B77 | value='59' | fill=7 | rows=[76] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C77 | value='Malaria vaccine - Three doses' | fill=FF00B050 | rows=[76] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D77 | value='Malaria vaccine - Three doses' | fill=FF00B050 | rows=[76] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E77 | value='Children < 1' | fill=00000000 | rows=[76] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F77 | value='1' | fill=9 | rows=[76] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G77 | value='All children' | fill=00000000 | rows=[76] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H77 | value='681650' | fill=00000000 | rows=[76] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I77 | value='677212' | fill=00000000 | rows=[76] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J77 | value='674024' | fill=00000000 | rows=[76] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell A78 | value='64' | fill=7 | rows=[77] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B78 | value='60' | fill=7 | rows=[77] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C78 | value='Measles - Single dose' | fill=FF00B050 | rows=[77] | cols=[2] | col_header=False | row_header=True | metadata=False
Cell D78 | value='Measles - Single dose' | fill=FF00B050 | rows=[77] | cols=[3] | col_header=False | row_header=True | metadata=False
Cell E78 | value='Children < 1' | fill=00000000 | rows=[77] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F78 | value='1' | fill=9 | rows=[77] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G78 | value='All children' | fill=00000000 | rows=[77] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H78 | value='681650' | fill=00000000 | rows=[77] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I78 | value='677212' | fill=00000000 | rows=[77] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J78 | value='674024' | fill=00000000 | rows=[77] | cols=[9] | col_header=False | row_header=False | metadata=False
