=== education-table18.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell J31 | value='2.53658536585366' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='2028' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='39.5707317073171' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='1151' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='22.4585365853659' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='0' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='0' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='22' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='0.429268292682927' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='466' | fill=00000000 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='9.09268292682927' | fill=00000000 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='29' | fill=00000000 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='0.565853658536585' | fill=00000000 | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W31 | value='62' | fill=00000000 | rows=[30] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X31 | value='1.20975609756098' | fill=00000000 | rows=[30] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y31 | value='434' | fill=00000000 | rows=[30] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z31 | value='100' | fill=00000000 | rows=[30] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A32 | value='9' | fill=FF00B050 | rows=[31] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B32 | value='Female' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='1763' | fill=FF00B0F0 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D32 | value='34.4' | fill=FF00B0F0 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E32 | value='6' | fill=None | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='0.117073170731707' | fill=None | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='9' | fill=None | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='0.175609756097561' | fill=None | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='50' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='0.975609756097561' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='1159' | fill=None | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='22.6146341463415' | fill=None | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='523' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='10.2048780487805' | fill=None | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='0' | fill=None | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='0' | fill=None | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='16' | fill=None | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='0.31219512195122' | fill=None | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='159' | fill=None | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='3.10243902439024' | fill=None | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='9' | fill=None | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='0.175609756097561' | fill=None | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='26' | fill=None | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='0.507317073170732' | fill=None | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='434' | fill=None | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='100' | fill=None | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Total' | fill=FF00B0F0 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C33 | value='5125' | fill=FF00B0F0 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D33 | value='100' | fill=FF00B0F0 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E33 | value='18' | fill=FF00B0F0 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F33 | value='0.351219512195122' | fill=FF00B0F0 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G33 | value='28' | fill=FF00B0F0 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H33 | value='0.546341463414634' | fill=FF00B0F0 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I33 | value='180' | fill=FF00B0F0 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J33 | value='3.51219512195122' | fill=FF00B0F0 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K33 | value='3187' | fill=FF00B0F0 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L33 | value='62.1853658536585' | fill=FF00B0F0 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M33 | value='1674' | fill=FF00B0F0 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N33 | value='32.6634146341463' | fill=FF00B0F0 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O33 | value='0' | fill=FF00B0F0 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P33 | value='0' | fill=FF00B0F0 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q33 | value='38' | fill=FF00B0F0 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R33 | value='0.741463414634146' | fill=FF00B0F0 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S33 | value='625' | fill=FF00B0F0 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T33 | value='12.1951219512195' | fill=FF00B0F0 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U33 | value='38' | fill=FF00B0F0 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V33 | value='0.741463414634146' | fill=FF00B0F0 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W33 | value='88' | fill=FF00B0F0 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X33 | value='1.71707317073171' | fill=FF00B0F0 | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y33 | value='434' | fill=FF00B0F0 | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z33 | value='100' | fill=FF00B0F0 | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell B34 | value='Male' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='2562' | fill=FF00B0F0 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D34 | value='62.2600243013366' | fill=FF00B0F0 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E34 | value='12' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.291616038882139' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='13' | fill=None | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='0.31591737545565' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='78' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='1.8955042527339' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='1483' | fill=None | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='36.0388821385176' | fill=None | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='964' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='23.4264884568651' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='1-3' | fill=None | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.0486026731470231' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='10' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.243013365735115' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='345' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='8.38396111786148' | fill=None | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='12' | fill=None | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.291616038882139' | fill=None | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='45' | fill=None | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='1.09356014580802' | fill=None | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='433' | fill=None | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='100' | fill=None | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell A35 | value='10' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='Female' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='1553' | fill=FF00B0F0 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D35 | value='37.7399756986634' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E35 | value='5' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.121506682867558' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='7' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0.170109356014581' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='41' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0.996354799513973' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='986' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='23.9611178614824' | fill=00000000 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='507' | fill=00000000 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='12.3207776427704' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='1-3' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='0.0486026731470231' | fill=00000000 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='5' | fill=00000000 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='0.121506682867558' | fill=00000000 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='146' | fill=00000000 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='3.54799513973269' | fill=00000000 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='11' | fill=00000000 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='0.267314702308627' | fill=00000000 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='26' | fill=00000000 | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X35 | value='0.6318347509113' | fill=00000000 | rows=[34] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y35 | value='433' | fill=00000000 | rows=[34] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z35 | value='100' | fill=00000000 | rows=[34] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B36 | value='Total' | fill=FF00B0F0 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C36 | value='4115' | fill=FF00B0F0 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D36 | value='100' | fill=FF00B0F0 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=True
