=== economy-table48.xlsx ===
Cell A1 | value='Zone Name' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell D229 | value='1820020012' | fill=00000000 | rows=[228] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E229 | value='Best Damn Cherry Cola 6/12B' | fill=00000000 | rows=[228] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F229 | value='Specialty' | fill=00000000 | rows=[228] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G229 | value='Multi' | fill=00000000 | rows=[228] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I229 | value='3' | fill=00000000 | rows=[228] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J229 | value='0.14' | fill=00000000 | rows=[228] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K229 | value='2' | fill=00000000 | rows=[228] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L229 | value='1.29' | fill=00000000 | rows=[228] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B230 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[229] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C230 | value='34347' | fill=00000000 | rows=[229] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D230 | value='63598510062' | fill=00000000 | rows=[229] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E230 | value='Mikes Hard Lemonade 6/11B' | fill=00000000 | rows=[229] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F230 | value='FMB' | fill=00000000 | rows=[229] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G230 | value='Multi' | fill=00000000 | rows=[229] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I230 | value='3' | fill=00000000 | rows=[229] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J230 | value='0.14' | fill=00000000 | rows=[229] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K230 | value='2' | fill=00000000 | rows=[229] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L230 | value='1.29' | fill=00000000 | rows=[229] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B231 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[230] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C231 | value='34347' | fill=00000000 | rows=[230] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D231 | value='75452700022' | fill=00000000 | rows=[230] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E231 | value='New Belgium Fat Tire Amber Ale 6/12B' | fill=00000000 | rows=[230] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F231 | value='Micro' | fill=00000000 | rows=[230] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G231 | value='Multi' | fill=00000000 | rows=[230] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I231 | value='5' | fill=00000000 | rows=[230] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J231 | value='0.14' | fill=00000000 | rows=[230] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K231 | value='3' | fill=00000000 | rows=[230] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L231 | value='1.29' | fill=00000000 | rows=[230] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B232 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[231] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C232 | value='34347' | fill=00000000 | rows=[231] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D232 | value='8769210012' | fill=00000000 | rows=[231] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E232 | value='Samuel Adams Boston Lgr 6/12B' | fill=00000000 | rows=[231] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F232 | value='Micro' | fill=00000000 | rows=[231] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G232 | value='Multi' | fill=00000000 | rows=[231] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I232 | value='3' | fill=00000000 | rows=[231] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J232 | value='0.14' | fill=00000000 | rows=[231] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K232 | value='2' | fill=00000000 | rows=[231] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L232 | value='1.29' | fill=00000000 | rows=[231] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B233 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[232] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C233 | value='34347' | fill=00000000 | rows=[232] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D233 | value='6821300101' | fill=00000000 | rows=[232] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E233 | value='Molson Canadian 6/16C' | fill=00000000 | rows=[232] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F233 | value='Imports' | fill=00000000 | rows=[232] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G233 | value='Multi' | fill=00000000 | rows=[232] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I233 | value='6' | fill=00000000 | rows=[232] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J233 | value='0.25' | fill=00000000 | rows=[232] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K233 | value='4' | fill=00000000 | rows=[232] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L233 | value='1.25' | fill=00000000 | rows=[232] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B234 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[233] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C234 | value='34347' | fill=00000000 | rows=[233] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D234 | value='3410057306' | fill=00000000 | rows=[233] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E234 | value='Miller Lite 24/12C' | fill=00000000 | rows=[233] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F234 | value='Premium' | fill=00000000 | rows=[233] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G234 | value='Multi' | fill=00000000 | rows=[233] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I234 | value='2' | fill=00000000 | rows=[233] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J234 | value='0.07' | fill=00000000 | rows=[233] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K234 | value='6' | fill=00000000 | rows=[233] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L234 | value='1.21' | fill=00000000 | rows=[233] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B235 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[234] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C235 | value='34347' | fill=00000000 | rows=[234] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D235 | value='85972800401' | fill=00000000 | rows=[234] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E235 | value='Griffin Claw El Rojo Red Ale 4/16C' | fill=00000000 | rows=[234] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F235 | value='Micro' | fill=00000000 | rows=[234] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G235 | value='Multi' | fill=00000000 | rows=[234] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I235 | value='5' | fill=00000000 | rows=[234] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J235 | value='0.14' | fill=00000000 | rows=[234] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K235 | value='2' | fill=00000000 | rows=[234] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L235 | value='1.14' | fill=00000000 | rows=[234] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B236 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[235] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C236 | value='34347' | fill=00000000 | rows=[235] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D236 | value='64286020024' | fill=00000000 | rows=[235] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E236 | value='Founders All Day IPA 6/12B' | fill=00000000 | rows=[235] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F236 | value='Micro' | fill=00000000 | rows=[235] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G236 | value='Multi' | fill=00000000 | rows=[235] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I236 | value='3' | fill=00000000 | rows=[235] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J236 | value='0.11' | fill=00000000 | rows=[235] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K236 | value='2' | fill=00000000 | rows=[235] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L236 | value='1.07' | fill=00000000 | rows=[235] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B237 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[236] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C237 | value='34347' | fill=00000000 | rows=[236] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D237 | value='1820018992' | fill=00000000 | rows=[236] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E237 | value='Bud Light Platinum 12/12B' | fill=00000000 | rows=[236] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F237 | value='Specialty' | fill=00000000 | rows=[236] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G237 | value='Multi' | fill=00000000 | rows=[236] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I237 | value='4' | fill=00000000 | rows=[236] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J237 | value='0.07' | fill=00000000 | rows=[236] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K237 | value='6' | fill=00000000 | rows=[236] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L237 | value='1.06' | fill=00000000 | rows=[236] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B238 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[237] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C238 | value='34347' | fill=00000000 | rows=[237] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D238 | value='7199030005' | fill=00000000 | rows=[237] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E238 | value='Coors Light 6/12B' | fill=00000000 | rows=[237] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F238 | value='Premium' | fill=00000000 | rows=[237] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G238 | value='Multi' | fill=00000000 | rows=[237] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I238 | value='3' | fill=00000000 | rows=[237] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J238 | value='0.14' | fill=00000000 | rows=[237] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K238 | value='2' | fill=00000000 | rows=[237] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L238 | value='1' | fill=00000000 | rows=[237] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B239 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[238] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C239 | value='34347' | fill=00000000 | rows=[238] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D239 | value='8769282102' | fill=00000000 | rows=[238] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E239 | value='Angry Orchard Crisp Apple 6/12B' | fill=00000000 | rows=[238] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F239 | value='Cider' | fill=00000000 | rows=[238] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G239 | value='Multi' | fill=00000000 | rows=[238] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell I239 | value='3' | fill=00000000 | rows=[238] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J239 | value='0.11' | fill=00000000 | rows=[238] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K239 | value='2' | fill=00000000 | rows=[238] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L239 | value='0.96' | fill=00000000 | rows=[238] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell B240 | value='SOUTHWEST DETROIT' | fill=00000000 | rows=[239] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C240 | value='34347' | fill=00000000 | rows=[239] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D240 | value='8769230050' | fill=00000000 | rows=[239] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E240 | value='Samuel Adams Seasonal 6/12B' | fill=00000000 | rows=[239] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F240 | value='Micro' | fill=00000000 | rows=[239] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G240 | value='Multi' | fill=00000000 | rows=[239] | cols=[6] | col_header=False | row_header=False | metadata=False
