=== society-table26.xlsx ===
Cell D1 | value='Excess COVID Death Associated with Maintaining Essential Services' | fill=00000000 | rows=[0] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell X46 | value='0' | fill=6 | rows=[45] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y46 | value='0' | fill=6 | rows=[45] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z46 | value='0.00551575676200677' | fill=None | rows=[45] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA46 | value='0.00422874685087186' | fill=6 | rows=[45] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB46 | value='0' | fill=6 | rows=[45] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC46 | value='0' | fill=6 | rows=[45] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD46 | value='Hospitalization' | fill=FF00B0F0 | rows=[45] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A47 | value='x' | fill=00000000 | rows=[46] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B47 | value='33' | fill=2 | rows=[46] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C47 | value='65' | fill=2 | rows=[46] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E47 | value='Maternal sepsis case management' | fill=2 | rows=[46] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F47 | value='0' | fill=6 | rows=[46] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G47 | value='10' | fill=6 | rows=[46] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H47 | value='10' | fill=6 | rows=[46] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I47 | value='0.77' | fill=6 | rows=[46] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J47 | value='0.0240461613090481' | fill=6 | rows=[46] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K47 | value='0.0184353903369369' | fill=6 | rows=[46] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L47 | value='0' | fill=6 | rows=[46] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M47 | value='0' | fill=6 | rows=[46] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N47 | value='0.0229564789643059' | fill=6 | rows=[46] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O47 | value='0.0175999672059678' | fill=6 | rows=[46] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P47 | value='0' | fill=6 | rows=[46] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q47 | value='0' | fill=6 | rows=[46] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R47 | value='0.021975272306848' | fill=6 | rows=[46] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S47 | value='0.0168477087685835' | fill=6 | rows=[46] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T47 | value='0' | fill=6 | rows=[46] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U47 | value='0' | fill=6 | rows=[46] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V47 | value='0.021975272306848' | fill=6 | rows=[46] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W47 | value='0.0168477087685835' | fill=6 | rows=[46] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X47 | value='0' | fill=6 | rows=[46] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y47 | value='0' | fill=6 | rows=[46] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z47 | value='0.013352979320799' | fill=None | rows=[46] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA47 | value='0.0102372841459459' | fill=6 | rows=[46] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB47 | value='0' | fill=6 | rows=[46] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC47 | value='0' | fill=6 | rows=[46] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD47 | value='Hospitalization' | fill=FF00B0F0 | rows=[46] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A48 | value='x' | fill=00000000 | rows=[47] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B48 | value='34' | fill=2 | rows=[47] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C48 | value='10' | fill=2 | rows=[47] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E48 | value='Safe abortion services' | fill=2 | rows=[47] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F48 | value='0' | fill=00000000 | rows=[47] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G48 | value='2' | fill=00000000 | rows=[47] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H48 | value='2' | fill=00000000 | rows=[47] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I48 | value='0.77' | fill=00000000 | rows=[47] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J48 | value='0.00337488345159576' | fill=None | rows=[47] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K48 | value='0.00258741064622341' | fill=None | rows=[47] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L48 | value='0' | fill=00000000 | rows=[47] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M48 | value='0' | fill=00000000 | rows=[47] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N48 | value='0.00330079028006769' | fill=None | rows=[47] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O48 | value='0.00253060588138523' | fill=None | rows=[47] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P48 | value='0' | fill=00000000 | rows=[47] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q48 | value='0' | fill=00000000 | rows=[47] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R48 | value='0.00323411410781771' | fill=None | rows=[47] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S48 | value='0.00247948748266024' | fill=None | rows=[47] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T48 | value='0' | fill=00000000 | rows=[47] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U48 | value='0' | fill=00000000 | rows=[47] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V48 | value='0.00271906503789621' | fill=None | rows=[47] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W48 | value='0.00208461652905376' | fill=None | rows=[47] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X48 | value='0' | fill=00000000 | rows=[47] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y48 | value='0' | fill=00000000 | rows=[47] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z48 | value='0.00280429498903312' | fill=None | rows=[47] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA48 | value='0.00214995949159206' | fill=None | rows=[47] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB48 | value='0' | fill=00000000 | rows=[47] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC48 | value='0' | fill=00000000 | rows=[47] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell A49 | value='x' | fill=00000000 | rows=[48] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B49 | value='35' | fill=2 | rows=[48] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C49 | value='11' | fill=2 | rows=[48] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E49 | value='Post abortion case management' | fill=2 | rows=[48] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F49 | value='0' | fill=6 | rows=[48] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G49 | value='6' | fill=6 | rows=[48] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H49 | value='6' | fill=6 | rows=[48] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I49 | value='0.77' | fill=6 | rows=[48] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J49 | value='0.0144978729704809' | fill=6 | rows=[48] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K49 | value='0.0111150359440353' | fill=6 | rows=[48] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L49 | value='0' | fill=6 | rows=[48] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M49 | value='0' | fill=6 | rows=[48] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N49 | value='0.0138378143411286' | fill=6 | rows=[48] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O49 | value='0.0106089909948653' | fill=6 | rows=[48] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P49 | value='0' | fill=6 | rows=[48] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q49 | value='0' | fill=6 | rows=[48] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R49 | value='0.0132437151295479' | fill=6 | rows=[48] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S49 | value='0.0101535149326534' | fill=6 | rows=[48] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T49 | value='0' | fill=6 | rows=[48] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U49 | value='0' | fill=6 | rows=[48] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V49 | value='0.0132437151295479' | fill=6 | rows=[48] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W49 | value='0.0101535149326534' | fill=6 | rows=[48] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X49 | value='0' | fill=6 | rows=[48] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y49 | value='0' | fill=6 | rows=[48] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z49 | value='0.0081350570106834' | fill=None | rows=[48] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA49 | value='0.00623687704152394' | fill=6 | rows=[48] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB49 | value='0' | fill=6 | rows=[48] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC49 | value='0' | fill=6 | rows=[48] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD49 | value='Hospitalization' | fill=FF00B0F0 | rows=[48] | cols=[29] | col_header=False | row_header=False | metadata=True
Cell A50 | value='x' | fill=00000000 | rows=[49] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B50 | value='36' | fill=2 | rows=[49] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C50 | value='42' | fill=2 | rows=[49] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E50 | value='Cesarean delivery' | fill=2 | rows=[49] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F50 | value='2100' | fill=6 | rows=[49] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G50 | value='21' | fill=6 | rows=[49] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H50 | value='21' | fill=6 | rows=[49] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I50 | value='0.77' | fill=6 | rows=[49] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J50 | value='0.0498296353287672' | fill=6 | rows=[49] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K50 | value='0.0382027204187215' | fill=6 | rows=[49] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L50 | value='505.421991139685' | fill=6 | rows=[49] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M50 | value='1.28425425819442' | fill=6 | rows=[49] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N50 | value='0.0476003891124704' | fill=6 | rows=[49] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O50 | value='0.036493631652894' | fill=6 | rows=[49] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P50 | value='482.810746767788' | fill=6 | rows=[49] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q50 | value='0.940546755720503' | fill=6 | rows=[49] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R50 | value='0.0455907184039227' | fill=6 | rows=[49] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S50 | value='0.0349528841096741' | fill=6 | rows=[49] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T50 | value='462.426656770988' | fill=6 | rows=[49] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U50 | value='0.900837221823103' | fill=6 | rows=[49] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V50 | value='0.0455907184039227' | fill=6 | rows=[49] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W50 | value='0.0349528841096741' | fill=6 | rows=[49] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X50 | value='462.426656770988' | fill=6 | rows=[49] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y50 | value='0.900837221823103' | fill=6 | rows=[49] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z50 | value='0.027561160424421' | fill=None | rows=[49] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA50 | value='0.0211302229920561' | fill=6 | rows=[49] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB50 | value='251.597565166412' | fill=6 | rows=[49] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC50 | value='0.490128430753967' | fill=6 | rows=[49] | cols=[28] | col_header=False | row_header=False | metadata=False
