=== employment-table17.xlsx ===
Cell A1 | value='Industry and sex' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell B91 | value='5857' | fill=FF00B0F0 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C91 | value='5380' | fill=FF00B0F0 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D91 | value='5251' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='128' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='475' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='2' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A92 | value='Management, administrative, and waste services' | fill=FF00B050 | rows=[91] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B92 | value='2899' | fill=FF00B0F0 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C92 | value='2531' | fill=FF00B0F0 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D92 | value='2456' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='76' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='366' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='2' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A93 | value='Education and health services' | fill=FF00B050 | rows=[92] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B93 | value='27056' | fill=FF00B0F0 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C93 | value='26283' | fill=FF00B0F0 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D93 | value='18890' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='7393' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='767' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='6' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A94 | value='Educational services' | fill=FF00B050 | rows=[93] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B94 | value='9664' | fill=FF00B0F0 | rows=[93] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C94 | value='9535' | fill=FF00B0F0 | rows=[93] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D94 | value='3402' | fill=00000000 | rows=[93] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E94 | value='6133' | fill=00000000 | rows=[93] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F94 | value='129' | fill=00000000 | rows=[93] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G94 | value='0' | fill=00000000 | rows=[93] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A95 | value='Health care and social assistance' | fill=FF00B050 | rows=[94] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B95 | value='17391' | fill=FF00B0F0 | rows=[94] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C95 | value='16748' | fill=FF00B0F0 | rows=[94] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D95 | value='15488' | fill=00000000 | rows=[94] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E95 | value='1260' | fill=00000000 | rows=[94] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F95 | value='638' | fill=00000000 | rows=[94] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G95 | value='6' | fill=00000000 | rows=[94] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A96 | value='Hospitals' | fill=FF00B050 | rows=[95] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B96 | value='5571' | fill=FF00B0F0 | rows=[95] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C96 | value='5560' | fill=FF00B0F0 | rows=[95] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D96 | value='5003' | fill=00000000 | rows=[95] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E96 | value='557' | fill=00000000 | rows=[95] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F96 | value='11' | fill=00000000 | rows=[95] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G96 | value='0' | fill=00000000 | rows=[95] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A97 | value='Health services, except hospitals' | fill=FF00B050 | rows=[96] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B97 | value='8749' | fill=FF00B0F0 | rows=[96] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C97 | value='8440' | fill=FF00B0F0 | rows=[96] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D97 | value='8133' | fill=00000000 | rows=[96] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E97 | value='307' | fill=00000000 | rows=[96] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F97 | value='307' | fill=00000000 | rows=[96] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G97 | value='2' | fill=00000000 | rows=[96] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A98 | value='Social assistance' | fill=FF00B050 | rows=[97] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B98 | value='3072' | fill=FF00B0F0 | rows=[97] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C98 | value='2748' | fill=FF00B0F0 | rows=[97] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D98 | value='2351' | fill=00000000 | rows=[97] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E98 | value='397' | fill=00000000 | rows=[97] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F98 | value='319' | fill=00000000 | rows=[97] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G98 | value='4' | fill=00000000 | rows=[97] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A99 | value='Leisure and hospitality' | fill=FF00B050 | rows=[98] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B99 | value='7261' | fill=FF00B0F0 | rows=[98] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C99 | value='6915' | fill=FF00B0F0 | rows=[98] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D99 | value='6733' | fill=00000000 | rows=[98] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E99 | value='182' | fill=00000000 | rows=[98] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F99 | value='343' | fill=00000000 | rows=[98] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G99 | value='3' | fill=00000000 | rows=[98] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A100 | value='Arts, entertainment, and recreation' | fill=FF00B050 | rows=[99] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B100 | value='1555' | fill=FF00B0F0 | rows=[99] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C100 | value='1332' | fill=FF00B0F0 | rows=[99] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D100 | value='1201' | fill=00000000 | rows=[99] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E100 | value='131' | fill=00000000 | rows=[99] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F100 | value='222' | fill=00000000 | rows=[99] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G100 | value='0' | fill=00000000 | rows=[99] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A101 | value='Accommodation and food services' | fill=FF00B050 | rows=[100] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B101 | value='5706' | fill=FF00B0F0 | rows=[100] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C101 | value='5583' | fill=FF00B0F0 | rows=[100] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D101 | value='5532' | fill=00000000 | rows=[100] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E101 | value='51' | fill=00000000 | rows=[100] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F101 | value='121' | fill=00000000 | rows=[100] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G101 | value='3' | fill=00000000 | rows=[100] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A102 | value='Other services' | fill=FF00B050 | rows=[101] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B102 | value='4055' | fill=FF00B0F0 | rows=[101] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C102 | value='3409' | fill=FF00B0F0 | rows=[101] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D102 | value='3394' | fill=00000000 | rows=[101] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E102 | value='15' | fill=00000000 | rows=[101] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F102 | value='641' | fill=00000000 | rows=[101] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G102 | value='4' | fill=00000000 | rows=[101] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A103 | value='Other services, except private households' | fill=FF00B050 | rows=[102] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B103 | value='3436' | fill=FF00B0F0 | rows=[102] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C103 | value='2790' | fill=FF00B0F0 | rows=[102] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D103 | value='2775' | fill=00000000 | rows=[102] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E103 | value='15' | fill=00000000 | rows=[102] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F103 | value='641' | fill=00000000 | rows=[102] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G103 | value='4' | fill=00000000 | rows=[102] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A104 | value='Private households' | fill=FF00B050 | rows=[103] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B104 | value='619' | fill=FF00B0F0 | rows=[103] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C104 | value='619' | fill=FF00B0F0 | rows=[103] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D104 | value='619' | fill=00000000 | rows=[103] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E104 | value='–' | fill=00000000 | rows=[103] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F104 | value='–' | fill=00000000 | rows=[103] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G104 | value='–' | fill=00000000 | rows=[103] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A105 | value='Public administration' | fill=FF00B050 | rows=[104] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B105 | value='3670' | fill=FF00B0F0 | rows=[104] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C105 | value='3670' | fill=FF00B0F0 | rows=[104] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D105 | value='–' | fill=00000000 | rows=[104] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E105 | value='3670' | fill=00000000 | rows=[104] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F105 | value='–' | fill=00000000 | rows=[104] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G105 | value='–' | fill=00000000 | rows=[104] | cols=[6] | col_header=False | row_header=False | metadata=False

