=== geography-table03.xlsx ===
Cell A1 | value='Reference area' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C385 | value='33645508.8356955' | fill=00000000 | rows=[384] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A386 | value='·  Western Black Sea - West' | fill=FF00B050 | rows=[385] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C386 | value='9446129.23423333' | fill=00000000 | rows=[385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A387 | value='·  Western Black Sea - Middle and East' | fill=FF00B050 | rows=[386] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C387 | value='22768816.8990367' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A388 | value='·  Middle Black Sea' | fill=FF00B050 | rows=[387] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C388 | value='26209944.9911163' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A389 | value='·  Eastern Black Sea' | fill=FF00B050 | rows=[388] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C389 | value='33673306.8790651' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A390 | value='·  Northeastern Anatolia - West' | fill=FF00B050 | rows=[389] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C390 | value='33160923.0391805' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A391 | value='·  Northeastern Anatolia - East' | fill=FF00B050 | rows=[390] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C391 | value='21712960.4728501' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A392 | value='·  Eastern Anatolia - West' | fill=FF00B050 | rows=[391] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C392 | value='29089200.7871948' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A393 | value='·  Eastern Anatolia - East' | fill=FF00B050 | rows=[392] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C393 | value='30626575.3349576' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A394 | value='·  Southeastern Anatolia - West' | fill=FF00B050 | rows=[393] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C394 | value='8197496.04632342' | fill=00000000 | rows=[393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A395 | value='·  Southeastern Anatolia - Middle' | fill=FF00B050 | rows=[394] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C395 | value='13260356.0926896' | fill=00000000 | rows=[394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A396 | value='·  Southeastern Anatolia - East' | fill=FF00B050 | rows=[395] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C396 | value='18189336.527269' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A397 | value='United Kingdom' | fill=FFFFFF00 | rows=[396] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A398 | value='·  North East England' | fill=FF00B050 | rows=[397] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C398 | value='6546392.03713146' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A399 | value='·  North West England' | fill=FF00B050 | rows=[398] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C399 | value='11642487.9990572' | fill=00000000 | rows=[398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A400 | value='·  Yorkshire and The Humber' | fill=FF00B050 | rows=[399] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C400 | value='9093955.18526755' | fill=00000000 | rows=[399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A401 | value='·  East Midlands' | fill=FF00B050 | rows=[400] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C401 | value='7164174.83226865' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A402 | value='·  West Midlands' | fill=FF00B050 | rows=[401] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C402 | value='8438236.26758231' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A403 | value='·  East of England' | fill=FF00B050 | rows=[402] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C403 | value='7801162.79948894' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A404 | value='·  Greater London' | fill=FF00B050 | rows=[403] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C404 | value='828615.588746964' | fill=00000000 | rows=[403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A405 | value='·  South East England' | fill=FF00B050 | rows=[404] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C405 | value='12903610.4562915' | fill=00000000 | rows=[404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A406 | value='·  South West England' | fill=FF00B050 | rows=[405] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C406 | value='18222988.3468133' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A407 | value='·  Wales' | fill=FF00B050 | rows=[406] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C407 | value='19286728.4448399' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A408 | value='·  Scotland' | fill=FF00B050 | rows=[407] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C408 | value='70022743.3317657' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A409 | value='·  Northern Ireland' | fill=FF00B050 | rows=[408] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C409 | value='12657655.9979015' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A410 | value='United States' | fill=FFFFFF00 | rows=[409] | cols=[0] | col_header=True | row_header=False | metadata=False
Cell A411 | value='·  Alabama' | fill=FF00B050 | rows=[410] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C411 | value='123543083.993813' | fill=00000000 | rows=[410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A412 | value='·  Alaska' | fill=FF00B050 | rows=[411] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C412 | value='1088968833.57298' | fill=00000000 | rows=[411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A413 | value='·  Arizona' | fill=FF00B050 | rows=[412] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C413 | value='213303911.418022' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A414 | value='·  Arkansas' | fill=FF00B050 | rows=[413] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C414 | value='107932790.344537' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A415 | value='·  California' | fill=FF00B050 | rows=[414] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C415 | value='281559806.148091' | fill=00000000 | rows=[414] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A416 | value='·  Colorado' | fill=FF00B050 | rows=[415] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C416 | value='221961448.421129' | fill=00000000 | rows=[415] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A417 | value='·  Connecticut' | fill=FF00B050 | rows=[416] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C417 | value='11606316.6129157' | fill=00000000 | rows=[416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A418 | value='·  Delaware' | fill=FF00B050 | rows=[417] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C418 | value='2962118.63852219' | fill=00000000 | rows=[417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A419 | value='·  District of Columbia' | fill=FF00B050 | rows=[418] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C419 | value='80648.0665358622' | fill=00000000 | rows=[418] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A420 | value='·  Florida' | fill=FF00B050 | rows=[419] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C420 | value='111155369.426525' | fill=00000000 | rows=[419] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A421 | value='·  Georgia' | fill=FF00B050 | rows=[420] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C421 | value='132669059.321495' | fill=00000000 | rows=[420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A422 | value='·  Hawaii' | fill=FF00B050 | rows=[421] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C422 | value='13319451.7786238' | fill=00000000 | rows=[421] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A423 | value='·  Idaho' | fill=FF00B050 | rows=[422] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C423 | value='183470550.667586' | fill=00000000 | rows=[422] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A424 | value='·  Illinois' | fill=FF00B050 | rows=[423] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C424 | value='47464013.1645695' | fill=00000000 | rows=[423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A425 | value='·  Indiana' | fill=FF00B050 | rows=[424] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C425 | value='41833595.1793732' | fill=00000000 | rows=[424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A426 | value='·  Iowa' | fill=FF00B050 | rows=[425] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C426 | value='40636348.8838545' | fill=00000000 | rows=[425] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A427 | value='·  Kansas' | fill=FF00B050 | rows=[426] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C427 | value='111445235.673471' | fill=00000000 | rows=[426] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A428 | value='·  Kentucky' | fill=FF00B050 | rows=[427] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C428 | value='86115579.2413067' | fill=00000000 | rows=[427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A429 | value='·  Louisiana' | fill=FF00B050 | rows=[428] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C429 | value='83309028.4819523' | fill=00000000 | rows=[428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A430 | value='·  Maine' | fill=FF00B050 | rows=[429] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C430 | value='77923059.5605953' | fill=00000000 | rows=[429] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A431 | value='·  Maryland' | fill=FF00B050 | rows=[430] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C431 | value='18988879.2164069' | fill=00000000 | rows=[430] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A432 | value='·  Massachusetts' | fill=FF00B050 | rows=[431] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C432 | value='18392414.0368549' | fill=00000000 | rows=[431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A433 | value='·  Michigan' | fill=FF00B050 | rows=[432] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C433 | value='115486545.267046' | fill=00000000 | rows=[432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A434 | value='·  Minnesota' | fill=FF00B050 | rows=[433] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C434 | value='118595949.18928' | fill=00000000 | rows=[433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A435 | value='·  Mississippi' | fill=FF00B050 | rows=[434] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C435 | value='104658924.143477' | fill=00000000 | rows=[434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A436 | value='·  Missouri' | fill=FF00B050 | rows=[435] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C436 | value='129874122.01409' | fill=00000000 | rows=[435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A437 | value='·  Montana' | fill=FF00B050 | rows=[436] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell C437 | value='313203995.218283' | fill=00000000 | rows=[436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell A438 | value='·  Nebraska' | fill=FF00B050 | rows=[437] | cols=[0] | col_header=False | row_header=True | metadata=False
