=== economy-table94.xlsx ===
Cell A1 | value='Producer Price Index item' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AJ14 | value='-0.4' | fill=00000000 | rows=[13] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK14 | value='-10.2' | fill=00000000 | rows=[13] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL14 | value='12.1' | fill=00000000 | rows=[13] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM14 | value='-4.9' | fill=00000000 | rows=[13] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN14 | value='1.1' | fill=00000000 | rows=[13] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO14 | value='1.8' | fill=00000000 | rows=[13] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP14 | value='2.7' | fill=00000000 | rows=[13] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ14 | value='-0.2' | fill=00000000 | rows=[13] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR14 | value='11.7' | fill=00000000 | rows=[13] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS14 | value='6.6' | fill=00000000 | rows=[13] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT14 | value='-1.9' | fill=00000000 | rows=[13] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU14 | value='-6.1' | fill=00000000 | rows=[13] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV14 | value='2' | fill=00000000 | rows=[13] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW14 | value='5.3' | fill=00000000 | rows=[13] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX14 | value='18.1' | fill=00000000 | rows=[13] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY14 | value='-0.6' | fill=00000000 | rows=[13] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A15 | value='Farm-level vegetables' | fill=FF00B050 | rows=[14] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B15 | value='17.4' | fill=00000000 | rows=[14] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C15 | value='-8.7' | fill=00000000 | rows=[14] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D15 | value='-7.7' | fill=00000000 | rows=[14] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E15 | value='3.7' | fill=00000000 | rows=[14] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F15 | value='7' | fill=00000000 | rows=[14] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G15 | value='0.5' | fill=00000000 | rows=[14] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H15 | value='8.9' | fill=00000000 | rows=[14] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I15 | value='26.9' | fill=00000000 | rows=[14] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J15 | value='-11.3' | fill=00000000 | rows=[14] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K15 | value='1' | fill=00000000 | rows=[14] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L15 | value='11.8' | fill=00000000 | rows=[14] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M15 | value='-11.9' | fill=00000000 | rows=[14] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N15 | value='-1.7' | fill=00000000 | rows=[14] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O15 | value='6.1' | fill=00000000 | rows=[14] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P15 | value='1.6' | fill=00000000 | rows=[14] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q15 | value='10.6' | fill=00000000 | rows=[14] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R15 | value='1.2' | fill=00000000 | rows=[14] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S15 | value='-12.1' | fill=00000000 | rows=[14] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T15 | value='10.8' | fill=00000000 | rows=[14] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U15 | value='17.6' | fill=00000000 | rows=[14] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V15 | value='-4.6' | fill=00000000 | rows=[14] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W15 | value='11.9' | fill=00000000 | rows=[14] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X15 | value='-6.5' | fill=00000000 | rows=[14] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y15 | value='-8.8' | fill=00000000 | rows=[14] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z15 | value='13.3' | fill=00000000 | rows=[14] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA15 | value='-15.4' | fill=00000000 | rows=[14] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB15 | value='7.4' | fill=00000000 | rows=[14] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC15 | value='-1.6' | fill=00000000 | rows=[14] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD15 | value='9.5' | fill=00000000 | rows=[14] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE15 | value='-0.6' | fill=00000000 | rows=[14] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF15 | value='-4.6' | fill=00000000 | rows=[14] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG15 | value='10.2' | fill=00000000 | rows=[14] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH15 | value='7.5' | fill=00000000 | rows=[14] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI15 | value='8' | fill=00000000 | rows=[14] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ15 | value='4.1' | fill=00000000 | rows=[14] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK15 | value='-5.9' | fill=00000000 | rows=[14] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL15 | value='10' | fill=00000000 | rows=[14] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM15 | value='9.3' | fill=00000000 | rows=[14] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN15 | value='-19.8' | fill=00000000 | rows=[14] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO15 | value='26.4' | fill=00000000 | rows=[14] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP15 | value='-1.9' | fill=00000000 | rows=[14] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ15 | value='3.2' | fill=00000000 | rows=[14] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR15 | value='1' | fill=00000000 | rows=[14] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS15 | value='6.4' | fill=00000000 | rows=[14] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT15 | value='-1.7' | fill=00000000 | rows=[14] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU15 | value='13' | fill=00000000 | rows=[14] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV15 | value='2' | fill=00000000 | rows=[14] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW15 | value='-6.5' | fill=00000000 | rows=[14] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX15 | value='51.4' | fill=00000000 | rows=[14] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY15 | value='-12.1' | fill=00000000 | rows=[14] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A16 | value='Farm-level wheat' | fill=FF00B050 | rows=[15] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B16 | value='33.3' | fill=00000000 | rows=[15] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C16 | value='-19.7' | fill=00000000 | rows=[15] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D16 | value='-13.3' | fill=00000000 | rows=[15] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E16 | value='-22.5' | fill=00000000 | rows=[15] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F16 | value='24.3' | fill=00000000 | rows=[15] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G16 | value='23.6' | fill=00000000 | rows=[15] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H16 | value='7.8' | fill=00000000 | rows=[15] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I16 | value='0.2' | fill=00000000 | rows=[15] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J16 | value='-7.8' | fill=00000000 | rows=[15] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K16 | value='0.7' | fill=00000000 | rows=[15] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L16 | value='-4' | fill=00000000 | rows=[15] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M16 | value='-9.4' | fill=00000000 | rows=[15] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N16 | value='-12.9' | fill=00000000 | rows=[15] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O16 | value='-4.6' | fill=00000000 | rows=[15] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P16 | value='28.7' | fill=00000000 | rows=[15] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q16 | value='16.9' | fill=00000000 | rows=[15] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R16 | value='-20' | fill=00000000 | rows=[15] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S16 | value='-9.4' | fill=00000000 | rows=[15] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T16 | value='24.1' | fill=00000000 | rows=[15] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U16 | value='-0.1' | fill=00000000 | rows=[15] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V16 | value='6.5' | fill=00000000 | rows=[15] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W16 | value='13.2' | fill=00000000 | rows=[15] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X16 | value='15.2' | fill=00000000 | rows=[15] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y16 | value='-20.8' | fill=00000000 | rows=[15] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z16 | value='-18.9' | fill=00000000 | rows=[15] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA16 | value='-9.5' | fill=00000000 | rows=[15] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB16 | value='1' | fill=00000000 | rows=[15] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC16 | value='6.5' | fill=00000000 | rows=[15] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD16 | value='14.5' | fill=00000000 | rows=[15] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE16 | value='0.6' | fill=00000000 | rows=[15] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF16 | value='7.6' | fill=00000000 | rows=[15] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG16 | value='-3.1' | fill=00000000 | rows=[15] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH16 | value='13.8' | fill=00000000 | rows=[15] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI16 | value='47.2' | fill=00000000 | rows=[15] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ16 | value='36.6' | fill=00000000 | rows=[15] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK16 | value='-36.5' | fill=00000000 | rows=[15] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL16 | value='5.3' | fill=00000000 | rows=[15] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM16 | value='37.5' | fill=00000000 | rows=[15] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN16 | value='-2.6' | fill=00000000 | rows=[15] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO16 | value='-3' | fill=00000000 | rows=[15] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP16 | value='-6.7' | fill=00000000 | rows=[15] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ16 | value='-19.6' | fill=00000000 | rows=[15] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='-20.4' | fill=00000000 | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS16 | value='7.8' | fill=00000000 | rows=[15] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='14.2' | fill=00000000 | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU16 | value='-8' | fill=00000000 | rows=[15] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='7.5' | fill=00000000 | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW16 | value='44.5' | fill=00000000 | rows=[15] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='31' | fill=00000000 | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell AY16 | value='-23.1' | fill=00000000 | rows=[15] | cols=[50] | col_header=False | row_header=False | metadata=False
Cell A17 | value='Wholesale wheat flour' | fill=FF00B050 | rows=[16] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B17 | value='29.4' | fill=00000000 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C17 | value='-13.5' | fill=00000000 | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='-9.5' | fill=00000000 | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='-19.6' | fill=00000000 | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='19.1' | fill=00000000 | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='21.5' | fill=00000000 | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='9.1' | fill=00000000 | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
