=== science-table31.xlsx ===
Cell A1 | value='Ripley cluster analysis used for Figure 4b' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4] | col_header=True | row_header=True | metadata=True
Cell X90 | value='-12.35628' | fill=00000000 | rows=[89] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y90 | value='3.401621' | fill=00000000 | rows=[89] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z90 | value='47.58586' | fill=00000000 | rows=[89] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA90 | value='122.6675' | fill=00000000 | rows=[89] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB90 | value='13.53694' | fill=00000000 | rows=[89] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC90 | value='36.81288' | fill=00000000 | rows=[89] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD90 | value='13.06234' | fill=00000000 | rows=[89] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE90 | value='65.72771' | fill=00000000 | rows=[89] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF90 | value='-5.396993' | fill=00000000 | rows=[89] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG90 | value='3.947571' | fill=00000000 | rows=[89] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH90 | value='10.69536' | fill=00000000 | rows=[89] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI90 | value='6.475027' | fill=00000000 | rows=[89] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ90 | value='-1.067864' | fill=00000000 | rows=[89] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK90 | value='-11.94915' | fill=00000000 | rows=[89] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL90 | value='53.77051' | fill=00000000 | rows=[89] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM90 | value='6.530253' | fill=00000000 | rows=[89] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN90 | value='-21.62541' | fill=00000000 | rows=[89] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO90 | value='-19.20497' | fill=00000000 | rows=[89] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A91 | value='437.5' | fill=00000000 | rows=[90] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B91 | value='51.452381' | fill=00000000 | rows=[90] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C91 | value='66.4483414' | fill=00000000 | rows=[90] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D91 | value='-16.96428' | fill=00000000 | rows=[90] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E91 | value='52.04515' | fill=00000000 | rows=[90] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F91 | value='13.40189' | fill=00000000 | rows=[90] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G91 | value='12.66204' | fill=00000000 | rows=[90] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H91 | value='2.915004' | fill=00000000 | rows=[90] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I91 | value='50.2599' | fill=00000000 | rows=[90] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J91 | value='20.23899' | fill=00000000 | rows=[90] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K91 | value='24.54173' | fill=00000000 | rows=[90] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L91 | value='2.915004' | fill=00000000 | rows=[90] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M91 | value='-0.937522' | fill=00000000 | rows=[90] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N91 | value='103.0914' | fill=00000000 | rows=[90] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O91 | value='222.0075' | fill=00000000 | rows=[90] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P91 | value='-3.631526' | fill=00000000 | rows=[90] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q91 | value='52.04515' | fill=00000000 | rows=[90] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R91 | value='-26.56264' | fill=00000000 | rows=[90] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S91 | value='6.91209' | fill=00000000 | rows=[90] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T91 | value='2.607769' | fill=00000000 | rows=[90] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U91 | value='-29.89569' | fill=00000000 | rows=[90] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V91 | value='15.6695' | fill=00000000 | rows=[90] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W91 | value='8.75822' | fill=00000000 | rows=[90] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X91 | value='-19.80325' | fill=00000000 | rows=[90] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y91 | value='5.440605' | fill=00000000 | rows=[90] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z91 | value='40.99778' | fill=00000000 | rows=[90] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA91 | value='123.0272' | fill=00000000 | rows=[90] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB91 | value='13.14878' | fill=00000000 | rows=[90] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC91 | value='35.59345' | fill=00000000 | rows=[90] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD91 | value='13.07218' | fill=00000000 | rows=[90] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE91 | value='64.11921' | fill=00000000 | rows=[90] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF91 | value='-5.190648' | fill=00000000 | rows=[90] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG91 | value='3.480089' | fill=00000000 | rows=[90] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH91 | value='10.9512' | fill=00000000 | rows=[90] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI91 | value='7.670797' | fill=00000000 | rows=[90] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ91 | value='-0.91841' | fill=00000000 | rows=[90] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK91 | value='-12.01184' | fill=00000000 | rows=[90] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL91 | value='54.88031' | fill=00000000 | rows=[90] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM91 | value='9.273207' | fill=00000000 | rows=[90] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO91 | value='-19.05272' | fill=00000000 | rows=[90] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A92 | value='442.5' | fill=00000000 | rows=[91] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B92 | value='50.5218254' | fill=00000000 | rows=[91] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C92 | value='64.1517458' | fill=00000000 | rows=[91] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D92 | value='-17.11639' | fill=00000000 | rows=[91] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E92 | value='49.09074' | fill=00000000 | rows=[91] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F92 | value='13.1017' | fill=00000000 | rows=[91] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G92 | value='11.98761' | fill=00000000 | rows=[91] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H92 | value='3.577985' | fill=00000000 | rows=[91] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I92 | value='52.63333' | fill=00000000 | rows=[91] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J92 | value='18.41356' | fill=00000000 | rows=[91] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K92 | value='27.38344' | fill=00000000 | rows=[91] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L92 | value='3.577985' | fill=00000000 | rows=[91] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M92 | value='-1.825524' | fill=00000000 | rows=[91] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N92 | value='103.7828' | fill=00000000 | rows=[91] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O92 | value='222.9183' | fill=00000000 | rows=[91] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P92 | value='-3.960556' | fill=00000000 | rows=[91] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q92 | value='49.09074' | fill=00000000 | rows=[91] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R92 | value='-27.76726' | fill=00000000 | rows=[91] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S92 | value='6.387358' | fill=00000000 | rows=[91] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T92 | value='0.263863' | fill=00000000 | rows=[91] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U92 | value='-28.24567' | fill=00000000 | rows=[91] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V92 | value='13.24417' | fill=00000000 | rows=[91] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W92 | value='16.10688' | fill=00000000 | rows=[91] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X92 | value='-23.8923' | fill=00000000 | rows=[91] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y92 | value='9.942645' | fill=00000000 | rows=[91] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z92 | value='41.64836' | fill=00000000 | rows=[91] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA92 | value='123.0098' | fill=00000000 | rows=[91] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB92 | value='12.1121' | fill=00000000 | rows=[91] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC92 | value='35.41641' | fill=00000000 | rows=[91] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD92 | value='12.74191' | fill=00000000 | rows=[91] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE92 | value='63.432' | fill=00000000 | rows=[91] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF92 | value='-5.843928' | fill=00000000 | rows=[91] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG92 | value='-0.237234' | fill=00000000 | rows=[91] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH92 | value='6.917351' | fill=00000000 | rows=[91] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI92 | value='7.412264' | fill=00000000 | rows=[91] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ92 | value='-0.337419' | fill=00000000 | rows=[91] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK92 | value='-11.63966' | fill=00000000 | rows=[91] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL92 | value='57.79368' | fill=00000000 | rows=[91] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM92 | value='6.419984' | fill=00000000 | rows=[91] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO92 | value='-18.14911' | fill=00000000 | rows=[91] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell A93 | value='447.5' | fill=00000000 | rows=[92] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B93 | value='51.5489418' | fill=00000000 | rows=[92] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C93 | value='62.1229776' | fill=00000000 | rows=[92] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D93 | value='-17.72871' | fill=00000000 | rows=[92] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E93 | value='47.364' | fill=00000000 | rows=[92] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F93 | value='11.56087' | fill=00000000 | rows=[92] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G93 | value='11.3447' | fill=00000000 | rows=[92] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H93 | value='6.519857' | fill=00000000 | rows=[92] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I93 | value='54.20732' | fill=00000000 | rows=[92] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J93 | value='16.5423' | fill=00000000 | rows=[92] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K93 | value='30.66861' | fill=00000000 | rows=[92] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L93 | value='6.519857' | fill=00000000 | rows=[92] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M93 | value='-1.905158' | fill=00000000 | rows=[92] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N93 | value='104.0098' | fill=00000000 | rows=[92] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O93 | value='224.1315' | fill=00000000 | rows=[92] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P93 | value='-3.511718' | fill=00000000 | rows=[92] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q93 | value='47.364' | fill=00000000 | rows=[92] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R93 | value='-25.27151' | fill=00000000 | rows=[92] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S93 | value='7.580975' | fill=00000000 | rows=[92] | cols=[18] | col_header=False | row_header=False | metadata=False
