=== economy-table104.xlsx ===
Cell B1 | value='Billions of chained (2012) dollars' | fill=FFFFFF00 | rows=[0] | cols=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21] | col_header=True | row_header=False | metadata=False
Cell I33 | value='0.844781647421233' | fill=00000000 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J33 | value='0.741345451318123' | fill=00000000 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K33 | value='0.557727778527843' | fill=00000000 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L33 | value='0.73760705390009' | fill=00000000 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M33 | value='0.556327699214574' | fill=00000000 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N33 | value='0.127487097943428' | fill=00000000 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O33 | value='0.57505155972477' | fill=00000000 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P33 | value='0.328402137465922' | fill=00000000 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q33 | value='0.218041897011907' | fill=00000000 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R33 | value='0.472758699151071' | fill=00000000 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S33 | value='0.268252756554761' | fill=00000000 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T33 | value='0.721302828652147' | fill=00000000 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U33 | value='0.599240211172823' | fill=00000000 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V33 | value='0.553078886231365' | fill=00000000 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A34 | value='Digital-Enabling Infrastructure' | fill=FF00B050 | rows=[33] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='--' | fill=00000000 | rows=[33] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C34 | value='1.05437186764704' | fill=00000000 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D34 | value='1.00838997773961' | fill=00000000 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E34 | value='0.997482965400839' | fill=00000000 | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.224977892626876' | fill=00000000 | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='0.259315757361075' | fill=00000000 | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='0.588178875642064' | fill=00000000 | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='0.781156383463909' | fill=00000000 | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='0.666158885502111' | fill=00000000 | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='0.485167136777195' | fill=00000000 | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='0.639741472979766' | fill=00000000 | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='0.50179607787506' | fill=00000000 | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='0.0886184850300153' | fill=00000000 | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='0.497926172344895' | fill=00000000 | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.248676854963804' | fill=00000000 | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='0.145088625948109' | fill=00000000 | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.368373562203652' | fill=00000000 | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='0.213604776866797' | fill=00000000 | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='0.621514349958235' | fill=00000000 | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='0.457431805242482' | fill=00000000 | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.432251622664241' | fill=00000000 | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A35 | value='Hardware' | fill=FF00B050 | rows=[34] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B35 | value='--' | fill=00000000 | rows=[34] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C35 | value='0.566535230060161' | fill=00000000 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D35 | value='0.470491123226291' | fill=00000000 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E35 | value='0.701394117835189' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.096583396733753' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='0.0943127615341541' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0.230038270391471' | fill=00000000 | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='0.129866278974607' | fill=00000000 | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0.170517582008073' | fill=00000000 | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='0.215145032256889' | fill=00000000 | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='0.157962739532713' | fill=00000000 | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='0.119714460095768' | fill=00000000 | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='-0.0104468575182494' | fill=00000000 | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='0.131873777059107' | fill=00000000 | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='0.0447365547421865' | fill=00000000 | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='-0.127999533017288' | fill=00000000 | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='-0.0125232596063838' | fill=00000000 | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='0.0388816519685487' | fill=00000000 | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='0.0637572467920617' | fill=00000000 | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='6.92288570048541e-05' | fill=00000000 | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='0.0517148409664442' | fill=00000000 | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A36 | value='Software' | fill=FF00B050 | rows=[35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B36 | value='--' | fill=00000000 | rows=[35] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C36 | value='0.0818971266670895' | fill=00000000 | rows=[35] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D36 | value='0.26553980955378' | fill=00000000 | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E36 | value='-0.10557753646056' | fill=00000000 | rows=[35] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F36 | value='0.0134854191698646' | fill=00000000 | rows=[35] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G36 | value='0.0567430201521332' | fill=00000000 | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='0.0707491260044798' | fill=00000000 | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='0.161489191640808' | fill=00000000 | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='0.08081779659576' | fill=00000000 | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='-0.0116376860470761' | fill=00000000 | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='0.177893765312627' | fill=00000000 | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='0.00493277579285242' | fill=00000000 | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='0.0241527382023955' | fill=00000000 | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='0.072077769036331' | fill=00000000 | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='0.0594611141756153' | fill=00000000 | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='0.0259964363658827' | fill=00000000 | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='0.0694525712007702' | fill=00000000 | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='0.0566319921191608' | fill=00000000 | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='0.0893704942578273' | fill=00000000 | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='0.130389045748974' | fill=00000000 | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='0.0804684697306305' | fill=00000000 | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A37 | value='Telecommunications' | fill=FF00B050 | rows=[36] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B37 | value='--' | fill=00000000 | rows=[36] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C37 | value='0.192851804060705' | fill=00000000 | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D37 | value='0.217071523290429' | fill=00000000 | rows=[36] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E37 | value='0.363111998979037' | fill=00000000 | rows=[36] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F37 | value='0.00678638604676334' | fill=00000000 | rows=[36] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G37 | value='0.02453662095903' | fill=00000000 | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='0.192591203935583' | fill=00000000 | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='0.307013571658022' | fill=00000000 | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='0.347385225661865' | fill=00000000 | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='0.14352649892764' | fill=00000000 | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='0.248137760626381' | fill=00000000 | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='0.244814493523188' | fill=00000000 | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='-0.0283146306143204' | fill=00000000 | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='0.0474410974614412' | fill=00000000 | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='-0.0422081508935298' | fill=00000000 | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='0.0710305558095168' | fill=00000000 | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.226376553451582' | fill=00000000 | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='-0.0149512740032346' | fill=00000000 | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='0.236965724703587' | fill=00000000 | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0.147781049454191' | fill=00000000 | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.0805439948848819' | fill=00000000 | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A38 | value='Support Services' | fill=FF00B050 | rows=[37] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B38 | value='--' | fill=00000000 | rows=[37] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C38 | value='0.213087706859082' | fill=00000000 | rows=[37] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D38 | value='0.0552875216691147' | fill=00000000 | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E38 | value='0.0385543850471744' | fill=00000000 | rows=[37] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F38 | value='0.108122690676495' | fill=00000000 | rows=[37] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.0837233547157573' | fill=00000000 | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.0948002753105301' | fill=00000000 | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.182787341190472' | fill=00000000 | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.0674382812364129' | fill=00000000 | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.138133291639742' | fill=00000000 | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='0.0557472075080454' | fill=00000000 | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='0.132334348463252' | fill=00000000 | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='0.10322723496019' | fill=00000000 | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='0.246533528788015' | fill=00000000 | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.186687336939532' | fill=00000000 | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='0.176061166789998' | fill=00000000 | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.0850676971576833' | fill=00000000 | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='0.133042406782323' | fill=00000000 | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='0.231420884204759' | fill=00000000 | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='0.179192481182312' | fill=00000000 | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.219524317082284' | fill=00000000 | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A39 | value='E-Commerce & Digital Media' | fill=FF00B050 | rows=[38] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B39 | value='--' | fill=00000000 | rows=[38] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C39 | value='0.0313598761394085' | fill=00000000 | rows=[38] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D39 | value='0.0149546051504264' | fill=00000000 | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E39 | value='-0.0126014383362062' | fill=00000000 | rows=[38] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F39 | value='0.0159398800500674' | fill=00000000 | rows=[38] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.063008953112911' | fill=00000000 | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0.045658158063048' | fill=00000000 | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0.0636252639573244' | fill=00000000 | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J39 | value='0.0751865658160129' | fill=00000000 | rows=[38] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K39 | value='0.0725606417506481' | fill=00000000 | rows=[38] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L39 | value='0.0978655809203243' | fill=00000000 | rows=[38] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M39 | value='0.0545316213395144' | fill=00000000 | rows=[38] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N39 | value='0.0388686129134128' | fill=00000000 | rows=[38] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O39 | value='0.0771253873798749' | fill=00000000 | rows=[38] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P39 | value='0.0797252825021184' | fill=00000000 | rows=[38] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q39 | value='0.0729532710637982' | fill=00000000 | rows=[38] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R39 | value='0.104385136947419' | fill=00000000 | rows=[38] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S39 | value='0.0546479796879641' | fill=00000000 | rows=[38] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T39 | value='0.0997884786939124' | fill=00000000 | rows=[38] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U39 | value='0.141808405930341' | fill=00000000 | rows=[38] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V39 | value='0.120827263567125' | fill=00000000 | rows=[38] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A41 | value='Addendum:' | fill=FF00B050 | rows=[40] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell A42 | value='Digital Goods' | fill=FF00B050 | rows=[41] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B42 | value='--' | fill=00000000 | rows=[41] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C42 | value='0.574599182532678' | fill=00000000 | rows=[41] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D42 | value='0.493912983116868' | fill=00000000 | rows=[41] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E42 | value='0.800062184171396' | fill=00000000 | rows=[41] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F42 | value='0.000722774943331274' | fill=00000000 | rows=[41] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G42 | value='0.123196565776248' | fill=00000000 | rows=[41] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H42 | value='0.365358996926266' | fill=00000000 | rows=[41] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I42 | value='0.229538098089019' | fill=00000000 | rows=[41] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J42 | value='0.225953325484527' | fill=00000000 | rows=[41] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K42 | value='0.277380944802706' | fill=00000000 | rows=[41] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L42 | value='0.180773868192918' | fill=00000000 | rows=[41] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M42 | value='0.205229729686654' | fill=00000000 | rows=[41] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N42 | value='0.0375139356038104' | fill=00000000 | rows=[41] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O42 | value='0.15043637874142' | fill=00000000 | rows=[41] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P42 | value='0.0252485350137738' | fill=00000000 | rows=[41] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q42 | value='-0.0654995947884748' | fill=00000000 | rows=[41] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R42 | value='0.0274980505139784' | fill=00000000 | rows=[41] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S42 | value='0.0470542117171589' | fill=00000000 | rows=[41] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T42 | value='0.0907248963244196' | fill=00000000 | rows=[41] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U42 | value='0.0327763264437993' | fill=00000000 | rows=[41] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V42 | value='0.0481405290505607' | fill=00000000 | rows=[41] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell A43 | value='Digital Services' | fill=FF00B050 | rows=[42] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B43 | value='--' | fill=00000000 | rows=[42] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C43 | value='0.511132561253767' | fill=00000000 | rows=[42] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D43 | value='0.529431599773172' | fill=00000000 | rows=[42] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E43 | value='0.184819342893237' | fill=00000000 | rows=[42] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F43 | value='0.240194997733612' | fill=00000000 | rows=[42] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G43 | value='0.199128144697738' | fill=00000000 | rows=[42] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H43 | value='0.268478036778845' | fill=00000000 | rows=[42] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I43 | value='0.615243549332214' | fill=00000000 | rows=[42] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J43 | value='0.515392125833597' | fill=00000000 | rows=[42] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K43 | value='0.280346833725137' | fill=00000000 | rows=[42] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L43 | value='0.556833185707173' | fill=00000000 | rows=[42] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M43 | value='0.35109796952792' | fill=00000000 | rows=[42] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N43 | value='0.0899731623396177' | fill=00000000 | rows=[42] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O43 | value='0.424615180983349' | fill=00000000 | rows=[42] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P43 | value='0.303153602452149' | fill=00000000 | rows=[42] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q43 | value='0.283541491800382' | fill=00000000 | rows=[42] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R43 | value='0.445260648637092' | fill=00000000 | rows=[42] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S43 | value='0.221198544837603' | fill=00000000 | rows=[42] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T43 | value='0.630577932327728' | fill=00000000 | rows=[42] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U43 | value='0.566463884729024' | fill=00000000 | rows=[42] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V43 | value='0.504938357180805' | fill=00000000 | rows=[42] | cols=[21] | col_header=False | row_header=False | metadata=False

