=== education-table19.xlsx ===
Cell A1 | value='Grade' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell N30 | value='24.0422721268164' | fill=FF00B0F0 | rows=[29] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O30 | value='9' | fill=FF00B0F0 | rows=[29] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P30 | value='1.1889035667107' | fill=FF00B0F0 | rows=[29] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q30 | value='16' | fill=FF00B0F0 | rows=[29] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R30 | value='2.11360634081902' | fill=FF00B0F0 | rows=[29] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S30 | value='117' | fill=FF00B0F0 | rows=[29] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T30 | value='15.4557463672391' | fill=FF00B0F0 | rows=[29] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U30 | value='11' | fill=FF00B0F0 | rows=[29] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V30 | value='1.45310435931308' | fill=FF00B0F0 | rows=[29] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W30 | value='162' | fill=FF00B0F0 | rows=[29] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X30 | value='21.4002642007926' | fill=FF00B0F0 | rows=[29] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y30 | value='2966' | fill=FF00B0F0 | rows=[29] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z30 | value='99.9662845583277' | fill=FF00B0F0 | rows=[29] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A31 | value='9' | fill=FF00B050 | rows=[30, 31, 32] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B31 | value='Male' | fill=FF00B050 | rows=[30] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C31 | value='12313' | fill=FF00B0F0 | rows=[30] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D31 | value='59.3712329427648' | fill=FF00B0F0 | rows=[30] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E31 | value='92' | fill=00000000 | rows=[30] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F31 | value='0.443608660012537' | fill=00000000 | rows=[30] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G31 | value='343' | fill=00000000 | rows=[30] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H31 | value='1.653888808525' | fill=00000000 | rows=[30] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I31 | value='9382' | fill=00000000 | rows=[30] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J31 | value='45.2384396547567' | fill=00000000 | rows=[30] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K31 | value='995' | fill=00000000 | rows=[30] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L31 | value='4.79772409470081' | fill=00000000 | rows=[30] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M31 | value='1268' | fill=00000000 | rows=[30] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N31 | value='6.1140845749554' | fill=00000000 | rows=[30] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O31 | value='62' | fill=00000000 | rows=[30] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P31 | value='0.298953662182362' | fill=00000000 | rows=[30] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q31 | value='171' | fill=00000000 | rows=[30] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R31 | value='0.824533487631998' | fill=00000000 | rows=[30] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S31 | value='1995' | fill=00000000 | rows=[30] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T31 | value='9.61955735570664' | fill=00000000 | rows=[30] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U31 | value='120' | fill=00000000 | rows=[30] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V31 | value='0.5786199913207' | fill=00000000 | rows=[30] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W31 | value='7001' | fill=00000000 | rows=[30] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X31 | value='33.7576546603018' | fill=00000000 | rows=[30] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y31 | value='2424' | fill=00000000 | rows=[30] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z31 | value='99.7524752475248' | fill=00000000 | rows=[30] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B32 | value='Female' | fill=FF00B050 | rows=[31] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C32 | value='8426' | fill=FF00B0F0 | rows=[31] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D32 | value='40.6287670572352' | fill=FF00B0F0 | rows=[31] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E32 | value='43' | fill=None | rows=[31] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F32 | value='0.207338830223251' | fill=None | rows=[31] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G32 | value='162' | fill=None | rows=[31] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H32 | value='0.781136988282945' | fill=None | rows=[31] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I32 | value='6617' | fill=None | rows=[31] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J32 | value='31.9060706880756' | fill=None | rows=[31] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K32 | value='638' | fill=None | rows=[31] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L32 | value='3.07632962052172' | fill=None | rows=[31] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M32 | value='788' | fill=None | rows=[31] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N32 | value='3.7996046096726' | fill=None | rows=[31] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O32 | value='42' | fill=None | rows=[31] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P32 | value='0.202516996962245' | fill=None | rows=[31] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q32 | value='136' | fill=None | rows=[31] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R32 | value='0.655769323496794' | fill=None | rows=[31] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S32 | value='784' | fill=None | rows=[31] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T32 | value='3.78031727662857' | fill=None | rows=[31] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U32 | value='48' | fill=None | rows=[31] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V32 | value='0.23144799652828' | fill=None | rows=[31] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W32 | value='4447' | fill=None | rows=[31] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X32 | value='21.4426925116929' | fill=None | rows=[31] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y32 | value='2424' | fill=None | rows=[31] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z32 | value='99.7524752475248' | fill=None | rows=[31] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B33 | value='Total' | fill=FF00B0F0 | rows=[32] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C33 | value='20739' | fill=FF00B0F0 | rows=[32] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D33 | value='100' | fill=FF00B0F0 | rows=[32] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E33 | value='135' | fill=FF00B0F0 | rows=[32] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell F33 | value='0.650947490235788' | fill=FF00B0F0 | rows=[32] | cols=[5] | col_header=False | row_header=False | metadata=True
Cell G33 | value='505' | fill=FF00B0F0 | rows=[32] | cols=[6] | col_header=False | row_header=False | metadata=True
Cell H33 | value='2.43502579680795' | fill=FF00B0F0 | rows=[32] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I33 | value='15999' | fill=FF00B0F0 | rows=[32] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell J33 | value='77.1445103428323' | fill=FF00B0F0 | rows=[32] | cols=[9] | col_header=False | row_header=False | metadata=True
Cell K33 | value='1633' | fill=FF00B0F0 | rows=[32] | cols=[10] | col_header=False | row_header=False | metadata=True
Cell L33 | value='7.87405371522253' | fill=FF00B0F0 | rows=[32] | cols=[11] | col_header=False | row_header=False | metadata=True
Cell M33 | value='2056' | fill=FF00B0F0 | rows=[32] | cols=[12] | col_header=False | row_header=False | metadata=True
Cell N33 | value='9.913689184628' | fill=FF00B0F0 | rows=[32] | cols=[13] | col_header=False | row_header=False | metadata=True
Cell O33 | value='104' | fill=FF00B0F0 | rows=[32] | cols=[14] | col_header=False | row_header=False | metadata=True
Cell P33 | value='0.501470659144607' | fill=FF00B0F0 | rows=[32] | cols=[15] | col_header=False | row_header=False | metadata=True
Cell Q33 | value='307' | fill=FF00B0F0 | rows=[32] | cols=[16] | col_header=False | row_header=False | metadata=True
Cell R33 | value='1.48030281112879' | fill=FF00B0F0 | rows=[32] | cols=[17] | col_header=False | row_header=False | metadata=True
Cell S33 | value='2779' | fill=FF00B0F0 | rows=[32] | cols=[18] | col_header=False | row_header=False | metadata=True
Cell T33 | value='13.3998746323352' | fill=FF00B0F0 | rows=[32] | cols=[19] | col_header=False | row_header=False | metadata=True
Cell U33 | value='168' | fill=FF00B0F0 | rows=[32] | cols=[20] | col_header=False | row_header=False | metadata=True
Cell V33 | value='0.81006798784898' | fill=FF00B0F0 | rows=[32] | cols=[21] | col_header=False | row_header=False | metadata=True
Cell W33 | value='11448' | fill=FF00B0F0 | rows=[32] | cols=[22] | col_header=False | row_header=False | metadata=True
Cell X33 | value='55.2003471719948' | fill=FF00B0F0 | rows=[32] | cols=[23] | col_header=False | row_header=False | metadata=True
Cell Y33 | value='2424' | fill=FF00B0F0 | rows=[32] | cols=[24] | col_header=False | row_header=False | metadata=True
Cell Z33 | value='99.7524752475248' | fill=FF00B0F0 | rows=[32] | cols=[25] | col_header=False | row_header=False | metadata=True
Cell A34 | value='10' | fill=FF00B050 | rows=[33, 34, 35] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B34 | value='Male' | fill=FF00B050 | rows=[33] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C34 | value='11383' | fill=FF00B0F0 | rows=[33] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D34 | value='57.8257556515113' | fill=FF00B0F0 | rows=[33] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E34 | value='82' | fill=None | rows=[33] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F34 | value='0.416560833121666' | fill=None | rows=[33] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G34 | value='1533' | fill=None | rows=[33] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H34 | value='7.78765557531115' | fill=None | rows=[33] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I34 | value='7013' | fill=None | rows=[33] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J34 | value='35.6261112522225' | fill=None | rows=[33] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K34 | value='1027' | fill=None | rows=[33] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L34 | value='5.21717043434087' | fill=None | rows=[33] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M34 | value='1463' | fill=None | rows=[33] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N34 | value='7.43205486410973' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='89' | fill=None | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0.452120904241809' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='176' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0.894081788163576' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='1705' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='8.66141732283465' | fill=None | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='106' | fill=None | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0.538481076962154' | fill=None | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='4727' | fill=None | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='24.0132080264161' | fill=None | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='2500' | fill=None | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='99.84' | fill=None | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell B35 | value='Female' | fill=FF00B050 | rows=[34] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C35 | value='8302' | fill=FF00B0F0 | rows=[34] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D35 | value='42.1742443484887' | fill=FF00B0F0 | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E35 | value='58' | fill=00000000 | rows=[34] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F35 | value='0.294640589281179' | fill=00000000 | rows=[34] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G35 | value='1317' | fill=00000000 | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
