=== economy-table98.xlsx ===
Cell A1 | value='DA1 Channel through which the consumer purchased products that they experienced detriment with 

Base: All detriment incidents in the UK in the 12 months to April 2021' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell AM16 | value='0' | fill=FFFFFFFF | rows=[15] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AO16 | value='0.01' | fill=FFFFFFFF | rows=[15] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR16 | value='0.06' | fill=FFFFFFFF | rows=[15] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT16 | value='0.02' | fill=FFFFFFFF | rows=[15] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AV16 | value='0.01' | fill=FFFFFFFF | rows=[15] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AX16 | value='0.06' | fill=FFFFFFFF | rows=[15] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell BB16 | value='0.04' | fill=FFFFFFFF | rows=[15] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BD16 | value='0.01' | fill=FFFFFFFF | rows=[15] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE16 | value='0' | fill=FFFFFFFF | rows=[15] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B17 | value='B1 D1 F1 Q1 T1 U1 V1 X1' | fill=FF00B0F0 | rows=[16] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C17 | value='B1' | fill=FFFFFFFF | rows=[16] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D17 | value='A1' | fill=FFFFFFFF | rows=[16] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E17 | value='F1' | fill=FFFFFFFF | rows=[16] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F17 | value='F1 I1 L1' | fill=FFFFFFFF | rows=[16] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G17 | value='F1' | fill=FFFFFFFF | rows=[16] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H17 | value='C1 D1 E1 J1' | fill=FFFFFFFF | rows=[16] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell K17 | value='D1' | fill=FFFFFFFF | rows=[16] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L17 | value='F1' | fill=FFFFFFFF | rows=[16] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell N17 | value='D1' | fill=FFFFFFFF | rows=[16] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell P17 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[16] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q17 | value='Q1 B2' | fill=FFFFFFFF | rows=[16] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R17 | value='N1 Q1 Z1 B2 C2 L2' | fill=FFFFFFFF | rows=[16] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S17 | value='N1 O1 P1 R1 S1 T1 U1 Y1 Z1 A2 B2 C2 D2 E2 F2 G2 H2 J2 K2 L2 M2 P2 Q2 R2 S2 T2 X2 Z2 A3 B3 C3' | fill=FFFFFFFF | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='Q1 X1' | fill=FFFFFFFF | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='N1 Q1 Z1 A2 B2 C2 L2' | fill=FFFFFFFF | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='N1 Q1 Z1 A2 B2 C2 L2' | fill=FFFFFFFF | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='N1 Z1 A2 B2 C2 E2 H2 J2 L2 Q2 T2 B3 C3' | fill=FFFFFFFF | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='N1 S1 Y1 Z1 A2 B2 C2 E2 H2 J2 L2 Q2 R2 T2 A3 B3 C3' | fill=FFFFFFFF | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='Q1 X1' | fill=FFFFFFFF | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='Q1 T1 U1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='O1 P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='P1 Q1 T1 U1 V1 X1 P2' | fill=FFFFFFFF | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='N1 Q1 Z1 B2 C2 L2' | fill=FFFFFFFF | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='Q1 X1' | fill=FFFFFFFF | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AZ17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB17 | value='Q1' | fill=FFFFFFFF | rows=[16] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BC17 | value='Q1 X1' | fill=FFFFFFFF | rows=[16] | cols=[54] | col_header=False | row_header=False | metadata=False
Cell BD17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell BE17 | value='Q1 V1 X1' | fill=FFFFFFFF | rows=[16] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell A18 | value='In-person from salesperson who visited my home or work' | fill=FF00B050 | rows=[17, 18] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B18 | value='0.02' | fill=FF00B0F0 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='0.03' | fill=FFFFFFFF | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='0.02' | fill=FFFFFFFF | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='0.03' | fill=FFFFFFFF | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='0.16' | fill=FFFFFFFF | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='0.03' | fill=FFFFFFFF | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='0.06' | fill=FFFFFFFF | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='0.04' | fill=FFFFFFFF | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell R18 | value='0.02' | fill=FFFFFFFF | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='0.02' | fill=FFFFFFFF | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell U18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='0.02' | fill=FFFFFFFF | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='0.04' | fill=FFFFFFFF | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='0.02' | fill=FFFFFFFF | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='0.03' | fill=FFFFFFFF | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='0.03' | fill=FFFFFFFF | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='0.04' | fill=FFFFFFFF | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='0.15' | fill=FFFFFFFF | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='0.07' | fill=FFFFFFFF | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='0.3' | fill=FFFFFFFF | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='0.17' | fill=FFFFFFFF | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AR18 | value='0.09' | fill=FFFFFFFF | rows=[17] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AX18 | value='0.13' | fill=FFFFFFFF | rows=[17] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell BA18 | value='0' | fill=FFFFFFFF | rows=[17] | cols=[52] | col_header=False | row_header=False | metadata=False
Cell BE18 | value='0.01' | fill=FFFFFFFF | rows=[17] | cols=[56] | col_header=False | row_header=False | metadata=False
Cell B19 | value='H1 J1 H2 P2' | fill=FF00B0F0 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C19 | value='B1' | fill=FFFFFFFF | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='A1' | fill=FFFFFFFF | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='G1 H1 I1 J1 K1' | fill=FFFFFFFF | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='H1 I1 J1 K1' | fill=FFFFFFFF | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='H1 J1' | fill=FFFFFFFF | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='H1 J1' | fill=FFFFFFFF | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='C1 H1' | fill=FFFFFFFF | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='C1 D1 E1 F1 G1 I1 K1 L1 M1' | fill=FFFFFFFF | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='C1 D1 H1 L1' | fill=FFFFFFFF | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='C1 D1 E1 F1 L1' | fill=FFFFFFFF | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='C1 D1 H1 L1' | fill=FFFFFFFF | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='H1 I1 J1 K1' | fill=FFFFFFFF | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='H1' | fill=FFFFFFFF | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell T19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='N1 O1 U1 Z1 H2 J2 L2' | fill=FFFFFFFF | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='N1 O1 P1 R1 S1 T1 U1 V1 X1 Y1 Z1 A2 B2 C2 D2 E2 G2 J2 L2 P2 R2 T2 X2 Z2 B3' | fill=FFFFFFFF | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='G2 H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AR19 | value='N1 O1 T1 U1 V1 Z1 A2 B2 H2 J2 L2 T2 Z2 B3' | fill=FFFFFFFF | rows=[18] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AT19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AV19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AZ19 | value='H2' | fill=FFFFFFFF | rows=[18] | cols=[51] | col_header=False | row_header=False | metadata=False
Cell BB19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[53] | col_header=False | row_header=False | metadata=False
Cell BD19 | value='H2 P2' | fill=FFFFFFFF | rows=[18] | cols=[55] | col_header=False | row_header=False | metadata=False
Cell A20 | value='Online through a social media platform' | fill=FF00B050 | rows=[19, 20] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B20 | value='0.01' | fill=FF00B0F0 | rows=[19] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell C20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F20 | value='0.02' | fill=FFFFFFFF | rows=[19] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G20 | value='0.03' | fill=FFFFFFFF | rows=[19] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q20 | value='0.01' | fill=FFFFFFFF | rows=[19] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R20 | value='0' | fill=FFFFFFFF | rows=[19] | cols=[17] | col_header=False | row_header=False | metadata=False
