=== environment-table02.xlsx ===
Cell A1 | value='Wash Water' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell K56 | value='0.964' | fill=00000000 | rows=[55] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N56 | value='29.7501719886356' | fill=00000000 | rows=[55] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O56 | value='0.9916723996211867' | fill=00000000 | rows=[55] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B57 | value='22c' | fill=00000000 | rows=[56] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C57 | value='4' | fill=00000000 | rows=[56] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D57 | value='7.1' | fill=00000000 | rows=[56] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E57 | value='10.88' | fill=00000000 | rows=[56] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F57 | value='0.8' | fill=00000000 | rows=[56] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G57 | value='30' | fill=00000000 | rows=[56] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H57 | value='223.241052691278' | fill=00000000 | rows=[56] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J57 | value='5' | fill=00000000 | rows=[56] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K57 | value='0.952' | fill=00000000 | rows=[56] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N57 | value='31.253747376779' | fill=00000000 | rows=[56] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O57 | value='1.0417915792259667' | fill=00000000 | rows=[56] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A58 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[57] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C58 | value='4.193333333333333' | fill=FF00B0F0 | rows=[57] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D58 | value='7.289999999999999' | fill=FF00B0F0 | rows=[57] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E58 | value='10.918' | fill=FF00B0F0 | rows=[57] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H58 | value='209.30382814553636' | fill=FF00B0F0 | rows=[57] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I58 | value='#NAME?' | fill=FF00B0F0 | rows=[57] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell A59 | value='H. Floor wash water,' | fill=FF00B050 | rows=[58] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B59 | value='27aR' | fill=00000000 | rows=[58] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C59 | value='22.4' | fill=00000000 | rows=[58] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D59 | value='8.96' | fill=00000000 | rows=[58] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E59 | value='9.07' | fill=00000000 | rows=[58] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F59 | value='≥ 7.38' | fill=00000000 | rows=[58] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G59 | value='10' | fill=00000000 | rows=[58] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H59 | value='22.6464658748638' | fill=00000000 | rows=[58] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J59 | value='1' | fill=00000000 | rows=[58] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K59 | value='NA' | fill=00000000 | rows=[58] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N59 | value='28.12244994906' | fill=00000000 | rows=[58] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O59 | value='2.812244994906' | fill=00000000 | rows=[58] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A60 | value='w/ 1% Alconox and' | fill=FF00B050 | rows=[59] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B60 | value='27bR' | fill=00000000 | rows=[59] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C60 | value='22.1' | fill=00000000 | rows=[59] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D60 | value='9.13' | fill=00000000 | rows=[59] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E60 | value='9.1' | fill=00000000 | rows=[59] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F60 | value='≥ 7.57' | fill=00000000 | rows=[59] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G60 | value='10' | fill=00000000 | rows=[59] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H60 | value='20.1327987076133' | fill=00000000 | rows=[59] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J60 | value='1' | fill=00000000 | rows=[59] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K60 | value='NA' | fill=00000000 | rows=[59] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N60 | value='25.6446268642297' | fill=00000000 | rows=[59] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O60 | value='2.56446268642297' | fill=00000000 | rows=[59] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A61 | value='1.9 mg/l motor oil' | fill=FF00B050 | rows=[60] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B61 | value='27c' | fill=00000000 | rows=[60] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C61 | value='19.9' | fill=00000000 | rows=[60] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D61 | value='9.14' | fill=00000000 | rows=[60] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E61 | value='9.14' | fill=00000000 | rows=[60] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F61 | value='≥ 7.32' | fill=00000000 | rows=[60] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G61 | value='10' | fill=00000000 | rows=[60] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H61 | value='25.9262983747973' | fill=00000000 | rows=[60] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J61 | value='1' | fill=00000000 | rows=[60] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K61 | value='NA' | fill=00000000 | rows=[60] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N61 | value='31.9336050254991' | fill=00000000 | rows=[60] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O61 | value='3.1933605025499103' | fill=00000000 | rows=[60] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A62 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[61] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C62 | value='21.46666666666667' | fill=FF00B0F0 | rows=[61] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D62 | value='9.076666666666668' | fill=FF00B0F0 | rows=[61] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E62 | value='9.103333333333333' | fill=FF00B0F0 | rows=[61] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H62 | value='22.901854319091466' | fill=FF00B0F0 | rows=[61] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I62 | value='#NAME?' | fill=FF00B0F0 | rows=[61] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell B63 | value='28a' | fill=00000000 | rows=[62] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C63 | value='4.33333333333333' | fill=00000000 | rows=[62] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D63 | value='9.13' | fill=00000000 | rows=[62] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E63 | value='9.16333333333333' | fill=00000000 | rows=[62] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F63 | value='≥ 7.35' | fill=00000000 | rows=[62] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G63 | value='30' | fill=00000000 | rows=[62] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H63 | value='19.1669309254413' | fill=00000000 | rows=[62] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J63 | value='3' | fill=00000000 | rows=[62] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K63 | value='0.8934' | fill=00000000 | rows=[62] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N63 | value='23.704798624721' | fill=00000000 | rows=[62] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O63 | value='0.7901599541573667' | fill=00000000 | rows=[62] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B64 | value='28b' | fill=00000000 | rows=[63] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C64 | value='4.6' | fill=00000000 | rows=[63] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D64 | value='9.13' | fill=00000000 | rows=[63] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E64 | value='9.12666666666667' | fill=00000000 | rows=[63] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F64 | value='≥ 7.46' | fill=00000000 | rows=[63] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G64 | value='30' | fill=00000000 | rows=[63] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H64 | value='16.6043897894589' | fill=00000000 | rows=[63] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J64 | value='3' | fill=00000000 | rows=[63] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K64 | value='0.928' | fill=00000000 | rows=[63] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N64 | value='20.8428978881227' | fill=00000000 | rows=[63] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O64 | value='0.6947632629374233' | fill=00000000 | rows=[63] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell B65 | value='28c' | fill=00000000 | rows=[64] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C65 | value='4.9' | fill=00000000 | rows=[64] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D65 | value='9.2' | fill=00000000 | rows=[64] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E65 | value='9.07333333333333' | fill=00000000 | rows=[64] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F65 | value='≥ 7.40' | fill=00000000 | rows=[64] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G65 | value='30' | fill=00000000 | rows=[64] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H65 | value='17.1398594749848' | fill=00000000 | rows=[64] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell J65 | value='3' | fill=00000000 | rows=[64] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K65 | value='0.9563' | fill=00000000 | rows=[64] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell N65 | value='31.9336050254991' | fill=00000000 | rows=[64] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O65 | value='1.06445350084997' | fill=00000000 | rows=[64] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell A66 | value='Avg. (std. dev)' | fill=FF00B0F0 | rows=[65] | cols=[0] | col_header=False | row_header=False | metadata=True
Cell C66 | value='4.61111111111111' | fill=FF00B0F0 | rows=[65] | cols=[2] | col_header=False | row_header=False | metadata=True
Cell D66 | value='9.153333333333334' | fill=FF00B0F0 | rows=[65] | cols=[3] | col_header=False | row_header=False | metadata=True
Cell E66 | value='9.12111111111111' | fill=FF00B0F0 | rows=[65] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell H66 | value='17.637060063295' | fill=FF00B0F0 | rows=[65] | cols=[7] | col_header=False | row_header=False | metadata=True
Cell I66 | value='#NAME?' | fill=FF00B0F0 | rows=[65] | cols=[8] | col_header=False | row_header=False | metadata=True
Cell O67 | value='1.0964119063783462' | fill=00000000 | rows=[66] | cols=[14] | col_header=False | row_header=False | metadata=False

