=== science-table50.xlsx ===
Cell A1 | value='Quantification of Brca1;Trp53 confetti clone sizes in nulliparous and parous glands used for Extended Data Figure 10b,c' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6] | col_header=True | row_header=True | metadata=True
Cell C383 | value='10' | fill=00000000 | rows=[382] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B384 | value='1' | fill=00000000 | rows=[383] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C384 | value='29' | fill=00000000 | rows=[383] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B385 | value='1' | fill=00000000 | rows=[384] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C385 | value='101' | fill=00000000 | rows=[384] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B386 | value='2' | fill=00000000 | rows=[385] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C386 | value='126' | fill=00000000 | rows=[385] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B387 | value='1' | fill=00000000 | rows=[386] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C387 | value='136' | fill=00000000 | rows=[386] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B388 | value='3' | fill=00000000 | rows=[387] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C388 | value='42' | fill=00000000 | rows=[387] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B389 | value='2' | fill=00000000 | rows=[388] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C389 | value='96' | fill=00000000 | rows=[388] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B390 | value='2' | fill=00000000 | rows=[389] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C390 | value='176' | fill=00000000 | rows=[389] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B391 | value='1' | fill=00000000 | rows=[390] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C391 | value='53' | fill=00000000 | rows=[390] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B392 | value='3' | fill=00000000 | rows=[391] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C392 | value='57' | fill=00000000 | rows=[391] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B393 | value='1' | fill=00000000 | rows=[392] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C393 | value='66' | fill=00000000 | rows=[392] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B394 | value='1' | fill=00000000 | rows=[393] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C394 | value='133' | fill=00000000 | rows=[393] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B395 | value='1' | fill=00000000 | rows=[394] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C395 | value='127' | fill=00000000 | rows=[394] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B396 | value='1' | fill=00000000 | rows=[395] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C396 | value='7' | fill=00000000 | rows=[395] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B397 | value='1' | fill=00000000 | rows=[396] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C397 | value='9' | fill=00000000 | rows=[396] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B398 | value='28' | fill=2 | rows=[397] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C398 | value='157' | fill=00000000 | rows=[397] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B399 | value='9' | fill=2 | rows=[398] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C399 | value='76' | fill=00000000 | rows=[398] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B400 | value='9' | fill=2 | rows=[399] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C400 | value='20' | fill=00000000 | rows=[399] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B401 | value='50' | fill=2 | rows=[400] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C401 | value='11' | fill=00000000 | rows=[400] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B402 | value='37' | fill=2 | rows=[401] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C402 | value='20' | fill=00000000 | rows=[401] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B403 | value='14' | fill=2 | rows=[402] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C403 | value='27' | fill=00000000 | rows=[402] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B404 | value='3' | fill=2 | rows=[403] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C404 | value='74' | fill=00000000 | rows=[403] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B405 | value='1' | fill=2 | rows=[404] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C405 | value='96' | fill=00000000 | rows=[404] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B406 | value='62' | fill=2 | rows=[405] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C406 | value='15' | fill=00000000 | rows=[405] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B407 | value='37' | fill=2 | rows=[406] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C407 | value='32' | fill=00000000 | rows=[406] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B408 | value='16' | fill=2 | rows=[407] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C408 | value='35' | fill=00000000 | rows=[407] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B409 | value='12' | fill=2 | rows=[408] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C409 | value='23' | fill=00000000 | rows=[408] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B410 | value='60' | fill=2 | rows=[409] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C410 | value='22' | fill=00000000 | rows=[409] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B411 | value='3' | fill=2 | rows=[410] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C411 | value='402' | fill=00000000 | rows=[410] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B412 | value='9' | fill=2 | rows=[411] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C412 | value='16' | fill=00000000 | rows=[411] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B413 | value='120' | fill=2 | rows=[412] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C413 | value='23' | fill=00000000 | rows=[412] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B414 | value='3' | fill=2 | rows=[413] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C414 | value='40' | fill=00000000 | rows=[413] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B415 | value='17' | fill=2 | rows=[414] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C415 | value='74' | fill=00000000 | rows=[414] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B416 | value='2' | fill=2 | rows=[415] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C416 | value='27' | fill=00000000 | rows=[415] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B417 | value='30' | fill=2 | rows=[416] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C417 | value='13' | fill=00000000 | rows=[416] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B418 | value='9' | fill=2 | rows=[417] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C418 | value='133' | fill=00000000 | rows=[417] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B419 | value='4' | fill=2 | rows=[418] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C419 | value='93' | fill=00000000 | rows=[418] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B420 | value='6' | fill=2 | rows=[419] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C420 | value='19' | fill=00000000 | rows=[419] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B421 | value='406' | fill=2 | rows=[420] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C421 | value='7' | fill=00000000 | rows=[420] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B422 | value='15' | fill=2 | rows=[421] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C422 | value='21' | fill=00000000 | rows=[421] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B423 | value='20' | fill=2 | rows=[422] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C423 | value='4' | fill=00000000 | rows=[422] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B424 | value='8' | fill=2 | rows=[423] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C424 | value='72' | fill=00000000 | rows=[423] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B425 | value='2' | fill=2 | rows=[424] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C425 | value='23' | fill=00000000 | rows=[424] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B426 | value='3' | fill=2 | rows=[425] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C426 | value='7' | fill=00000000 | rows=[425] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B427 | value='2' | fill=2 | rows=[426] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C427 | value='40' | fill=00000000 | rows=[426] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B428 | value='29' | fill=2 | rows=[427] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C428 | value='15' | fill=00000000 | rows=[427] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B429 | value='22' | fill=2 | rows=[428] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C429 | value='70' | fill=00000000 | rows=[428] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B430 | value='44' | fill=2 | rows=[429] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C430 | value='80' | fill=00000000 | rows=[429] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B431 | value='35' | fill=2 | rows=[430] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C431 | value='32' | fill=00000000 | rows=[430] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B432 | value='42' | fill=2 | rows=[431] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C432 | value='38' | fill=00000000 | rows=[431] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B433 | value='255' | fill=2 | rows=[432] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C433 | value='13' | fill=00000000 | rows=[432] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B434 | value='430' | fill=2 | rows=[433] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C434 | value='110' | fill=00000000 | rows=[433] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B435 | value='9' | fill=2 | rows=[434] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C435 | value='119' | fill=00000000 | rows=[434] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell B436 | value='5' | fill=2 | rows=[435] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C436 | value='69' | fill=00000000 | rows=[435] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C437 | value='17' | fill=00000000 | rows=[436] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C438 | value='177' | fill=00000000 | rows=[437] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C439 | value='153' | fill=00000000 | rows=[438] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C440 | value='65' | fill=00000000 | rows=[439] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C441 | value='28' | fill=00000000 | rows=[440] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C442 | value='62' | fill=00000000 | rows=[441] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C443 | value='25' | fill=00000000 | rows=[442] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C444 | value='16' | fill=00000000 | rows=[443] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C445 | value='16' | fill=00000000 | rows=[444] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C446 | value='13' | fill=00000000 | rows=[445] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C447 | value='22' | fill=00000000 | rows=[446] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell C448 | value='33' | fill=00000000 | rows=[447] | cols=[2] | col_header=False | row_header=False | metadata=False
