=== environment-table11.xlsx ===
Cell A1 | value='Date Rec'd' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C325 | value='Ashford Borough Council' | fill=00000000 | rows=[324] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D325 | value='284908' | fill=00000000 | rows=[324] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C326 | value='Canterbury City Council' | fill=00000000 | rows=[325] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D326 | value='137438' | fill=00000000 | rows=[325] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C327 | value='Dover District Council' | fill=00000000 | rows=[326] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D327 | value='83284' | fill=00000000 | rows=[326] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C328 | value='Folkestone & Hythe District Council' | fill=00000000 | rows=[327] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D328 | value='604' | fill=00000000 | rows=[327] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G328 | value='JB' | fill=FF92D050 | rows=[327] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C329 | value='Thanet District Council' | fill=00000000 | rows=[328] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D329 | value='98152' | fill=00000000 | rows=[328] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E330 | value='604386' | fill=FF00B0F0 | rows=[329] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A331 | value='2022-11-07 00:00:00' | fill=00000000 | rows=[330, 331, 332, 333, 334] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B331 | value='Romney Marshes' | fill=FF00B050 | rows=[330] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C332 | value='Ashford Borough Council' | fill=00000000 | rows=[331] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D332 | value='12073' | fill=00000000 | rows=[331] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C333 | value='Rother District Council' | fill=00000000 | rows=[332] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D333 | value='504916' | fill=00000000 | rows=[332] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G333 | value='JB' | fill=FF92D050 | rows=[332] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C334 | value='Folkestone & Hythe District Council' | fill=00000000 | rows=[333] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D334 | value='137819' | fill=00000000 | rows=[333] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='654808' | fill=FF00B0F0 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A336 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[335, 336, 337] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B336 | value='Sawtry' | fill=FF00B050 | rows=[335] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C337 | value='Huntingdonshire District Council' | fill=00000000 | rows=[336] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell E337 | value='20569' | fill=FF00B0F0 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell G337 | value='JB' | fill=FF92D050 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E338 | value='0' | fill=FF00B0F0 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A339 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[338, 339, 340, 341] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B339 | value='Scunthorpe and Gainsborough WLM Board' | fill=FF00B050 | rows=[338] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C340 | value='North Lincolnshire Council' | fill=00000000 | rows=[339] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D340 | value='255191' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C341 | value='West Lindsey District Council' | fill=00000000 | rows=[340] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D341 | value='57496' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G341 | value='JB' | fill=FF92D050 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E342 | value='312687' | fill=FF00B0F0 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A343 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[342, 343, 344] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B343 | value='Selby Area' | fill=FF00B050 | rows=[342] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C344 | value='Selby District Council' | fill=00000000 | rows=[343] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D344 | value='1048230' | fill=00000000 | rows=[343] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G344 | value='JB' | fill=FF92D050 | rows=[343] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E345 | value='1048230' | fill=FF00B0F0 | rows=[344] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A346 | value='2022-11-14 00:00:00' | fill=00000000 | rows=[345, 346, 347, 348] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B346 | value='South Holland' | fill=FF00B050 | rows=[345] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C347 | value='Boston Borough Council' | fill=00000000 | rows=[346] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D347 | value='1027' | fill=00000000 | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G347 | value='JB' | fill=FF92D050 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C348 | value='South Holland District Council' | fill=00000000 | rows=[347] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D348 | value='1461582' | fill=00000000 | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='1462609' | fill=FF00B0F0 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A350 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[349, 350, 351] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B350 | value='Southery & District' | fill=FF00B050 | rows=[349] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C351 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[350] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D351 | value='211062' | fill=00000000 | rows=[350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G351 | value='JB' | fill=FF92D050 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E352 | value='211062' | fill=FF00B0F0 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A353 | value='2022-11-04 00:00:00' | fill=00000000 | rows=[352, 353, 354] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B353 | value='South Holderness' | fill=FF00B050 | rows=[352] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C354 | value='East Riding of Yorkshire Council' | fill=00000000 | rows=[353] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D354 | value='6127640' | fill=00000000 | rows=[353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G354 | value='JB' | fill=FF92D050 | rows=[353] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E355 | value='6127640' | fill=FF00B0F0 | rows=[354] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A356 | value='2022-11-21 00:00:00' | fill=00000000 | rows=[355, 356, 357, 358] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B356 | value='Sow and Penk' | fill=FF00B050 | rows=[355] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C357 | value='Stafford Borough Council' | fill=00000000 | rows=[356] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D357 | value='108979' | fill=00000000 | rows=[356] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C358 | value='South Staffordshire District Council' | fill=00000000 | rows=[357] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D358 | value='3873' | fill=00000000 | rows=[357] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G358 | value='JB' | fill=FF92D050 | rows=[357] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E359 | value='112852' | fill=FF00B0F0 | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A360 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[359, 360, 361] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B360 | value='Stoke Ferry' | fill=FF00B050 | rows=[359] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C361 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[360] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D361 | value='45982.45' | fill=00000000 | rows=[360] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G361 | value='JB' | fill=FF92D050 | rows=[360] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E362 | value='45982.45' | fill=FF00B0F0 | rows=[361] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A363 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[362, 363, 364] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B363 | value='Stringside' | fill=FF00B050 | rows=[362] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C364 | value='Kings Lynn & West Norfolk Borough Council' | fill=00000000 | rows=[363] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D364 | value='2027' | fill=00000000 | rows=[363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G364 | value='JB' | fill=FF92D050 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell E365 | value='2027' | fill=FF00B0F0 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A366 | value='2022-11-23 00:00:00' | fill=00000000 | rows=[365, 366, 367, 368, 369] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B366 | value='Sutton & Mepal' | fill=FF00B050 | rows=[365] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C367 | value='Fenland District Council' | fill=00000000 | rows=[366] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D367 | value='21891' | fill=00000000 | rows=[366] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C368 | value='Huntingdonshire District Council' | fill=00000000 | rows=[367] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D368 | value='18526' | fill=00000000 | rows=[367] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G368 | value='JB' | fill=FF92D050 | rows=[367] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C369 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[368] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D369 | value='9861' | fill=00000000 | rows=[368] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E370 | value='50278' | fill=FF00B0F0 | rows=[369] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A371 | value='2022-11-17 00:00:00' | fill=00000000 | rows=[370, 371, 372, 373] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B371 | value='Swaffham' | fill=FF00B050 | rows=[370] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C372 | value='East Cambridgeshire District Council' | fill=00000000 | rows=[371] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D372 | value='39124' | fill=00000000 | rows=[371] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G372 | value='JB' | fill=FF92D050 | rows=[371] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C373 | value='South Cambridgeshire District Council' | fill=00000000 | rows=[372] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D373 | value='1693' | fill=00000000 | rows=[372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E374 | value='40817' | fill=FF00B0F0 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=True
Cell A375 | value='2022-11-09 00:00:00' | fill=00000000 | rows=[374, 375, 376, 377, 378] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B375 | value='Swale and Ure' | fill=FF00B050 | rows=[374] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C376 | value='Hambleton District Council' | fill=00000000 | rows=[375] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D376 | value='117054' | fill=00000000 | rows=[375] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell C377 | value='Harrogate Borough Council' | fill=00000000 | rows=[376] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D377 | value='94332' | fill=00000000 | rows=[376] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G377 | value='JB' | fill=FF92D050 | rows=[376] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell C378 | value='Richmondshire District Council' | fill=00000000 | rows=[377] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D378 | value='18426' | fill=00000000 | rows=[377] | cols=[3] | col_header=False | row_header=False | metadata=False
