=== employment-table19.xlsx ===
Cell A1 | value='Industry' | fill=FFFFFF00 | rows=[0, 1, 2] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E127 | value='6.2' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F127 | value='1' | fill=00000000 | rows=[126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G127 | value='18.8' | fill=00000000 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A128 | value='Professional and commercial equipment and supplies merchant wholesalers' | fill=FF00B050 | rows=[127] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B128 | value='287' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='41.3' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='81.5' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='10.4' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F128 | value='6.1' | fill=00000000 | rows=[127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G128 | value='10.9' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A129 | value='Metals and minerals, except petroleum, merchant wholesalers' | fill=FF00B050 | rows=[128] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B129 | value='40' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='–' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='–' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='–' | fill=00000000 | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F129 | value='–' | fill=00000000 | rows=[128] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G129 | value='–' | fill=00000000 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A130 | value='Household appliances and electrical and electronic goods merchant wholesalers' | fill=FF00B050 | rows=[129] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B130 | value='167' | fill=00000000 | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C130 | value='28.7' | fill=00000000 | rows=[129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D130 | value='82.8' | fill=00000000 | rows=[129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E130 | value='5.3' | fill=00000000 | rows=[129] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F130 | value='7.8' | fill=00000000 | rows=[129] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G130 | value='16.3' | fill=00000000 | rows=[129] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A131 | value='Hardware, and plumbing and heating equipment, and supplies merchant wholesalers' | fill=FF00B050 | rows=[130] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B131 | value='188' | fill=00000000 | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C131 | value='23.9' | fill=00000000 | rows=[130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D131 | value='88.6' | fill=00000000 | rows=[130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E131 | value='5.4' | fill=00000000 | rows=[130] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F131 | value='1.5' | fill=00000000 | rows=[130] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G131 | value='15.9' | fill=00000000 | rows=[130] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A132 | value='Machinery, equipment, and supplies merchant wholesalers' | fill=FF00B050 | rows=[131] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B132 | value='326' | fill=00000000 | rows=[131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C132 | value='25.9' | fill=00000000 | rows=[131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D132 | value='91.5' | fill=00000000 | rows=[131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E132 | value='4.3' | fill=00000000 | rows=[131] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F132 | value='2.5' | fill=00000000 | rows=[131] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G132 | value='13.1' | fill=00000000 | rows=[131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A133 | value='Recyclable material merchant wholesalers' | fill=FF00B050 | rows=[132] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B133 | value='58' | fill=00000000 | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C133 | value='14.8' | fill=00000000 | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D133 | value='84.6' | fill=00000000 | rows=[132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E133 | value='7.4' | fill=00000000 | rows=[132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F133 | value='0' | fill=00000000 | rows=[132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G133 | value='34.3' | fill=00000000 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A134 | value='Miscellaneous durable goods merchant wholesalers' | fill=FF00B050 | rows=[133] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B134 | value='61' | fill=00000000 | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C134 | value='26.2' | fill=00000000 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D134 | value='92.6' | fill=00000000 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E134 | value='1.5' | fill=00000000 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F134 | value='2.2' | fill=00000000 | rows=[133] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G134 | value='19.2' | fill=00000000 | rows=[133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A135 | value='Paper and paper products merchant wholesalers' | fill=FF00B050 | rows=[134] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B135 | value='30' | fill=00000000 | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C135 | value='–' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D135 | value='–' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E135 | value='–' | fill=00000000 | rows=[134] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F135 | value='–' | fill=00000000 | rows=[134] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G135 | value='–' | fill=00000000 | rows=[134] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A136 | value='Drugs, sundries, and chemical and allied products merchant wholesalers' | fill=FF00B050 | rows=[135] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B136 | value='212' | fill=00000000 | rows=[135] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C136 | value='49.2' | fill=00000000 | rows=[135] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D136 | value='76.4' | fill=00000000 | rows=[135] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E136 | value='10.2' | fill=00000000 | rows=[135] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F136 | value='8.8' | fill=00000000 | rows=[135] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G136 | value='14.4' | fill=00000000 | rows=[135] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A137 | value='Apparel, piece goods, and notions merchant wholesalers' | fill=FF00B050 | rows=[136] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B137 | value='91' | fill=00000000 | rows=[136] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C137 | value='47.3' | fill=00000000 | rows=[136] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D137 | value='77.6' | fill=00000000 | rows=[136] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E137 | value='11' | fill=00000000 | rows=[136] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F137 | value='7.6' | fill=00000000 | rows=[136] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G137 | value='31.9' | fill=00000000 | rows=[136] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A138 | value='Grocery and related product merchant wholesalers' | fill=FF00B050 | rows=[137] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B138 | value='794' | fill=00000000 | rows=[137] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C138 | value='30.4' | fill=00000000 | rows=[137] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D138 | value='76.4' | fill=00000000 | rows=[137] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E138 | value='14.1' | fill=00000000 | rows=[137] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F138 | value='5.3' | fill=00000000 | rows=[137] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G138 | value='26.2' | fill=00000000 | rows=[137] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A139 | value='Farm product raw material merchant wholesalers' | fill=FF00B050 | rows=[138] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B139 | value='51' | fill=00000000 | rows=[138] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C139 | value='30' | fill=00000000 | rows=[138] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D139 | value='90.7' | fill=00000000 | rows=[138] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E139 | value='4' | fill=00000000 | rows=[138] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F139 | value='5.3' | fill=00000000 | rows=[138] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G139 | value='9.7' | fill=00000000 | rows=[138] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A140 | value='Petroleum and petroleum products merchant wholesalers' | fill=FF00B050 | rows=[139] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B140 | value='99' | fill=00000000 | rows=[139] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C140 | value='21.2' | fill=00000000 | rows=[139] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D140 | value='83.3' | fill=00000000 | rows=[139] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E140 | value='7.9' | fill=00000000 | rows=[139] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F140 | value='6.6' | fill=00000000 | rows=[139] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G140 | value='15.2' | fill=00000000 | rows=[139] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A141 | value='Alcoholic beverages merchant wholesalers' | fill=FF00B050 | rows=[140] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B141 | value='105' | fill=00000000 | rows=[140] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C141 | value='22.9' | fill=00000000 | rows=[140] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D141 | value='86.8' | fill=00000000 | rows=[140] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E141 | value='8.9' | fill=00000000 | rows=[140] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F141 | value='3.6' | fill=00000000 | rows=[140] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G141 | value='12.7' | fill=00000000 | rows=[140] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A142 | value='Farm supplies merchant wholesalers' | fill=FF00B050 | rows=[141] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B142 | value='37' | fill=00000000 | rows=[141] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C142 | value='–' | fill=00000000 | rows=[141] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D142 | value='–' | fill=00000000 | rows=[141] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E142 | value='–' | fill=00000000 | rows=[141] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F142 | value='–' | fill=00000000 | rows=[141] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G142 | value='–' | fill=00000000 | rows=[141] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell A143 | value='Miscellaneous nondurable goods merchant wholesalers' | fill=FF00B050 | rows=[142] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B143 | value='153' | fill=00000000 | rows=[142] | cols=[1] | col_header=False | row_header=False | metadata=False
