=== economy-table19.xlsx ===
Cell A1 | value='Table 2b: Bankruptcy rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell A128 | value='E07000174' | fill=00000000 | rows=[127] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B128 | value='Mansfield' | fill=00000000 | rows=[127] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C128 | value='Non-metropolitan District' | fill=00000000 | rows=[127] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D128 | value='15.5746314607556' | fill=00000000 | rows=[127] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E128 | value='9.73534290041105' | fill=00000000 | rows=[127] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F128 | value='6.81451371869209' | fill=00000000 | rows=[127] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G128 | value='5.81754285985658' | fill=00000000 | rows=[127] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H128 | value='4.35858169395689' | fill=00000000 | rows=[127] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I128 | value='3.61840953392551' | fill=00000000 | rows=[127] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J128 | value='3.36633893229016' | fill=00000000 | rows=[127] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K128 | value='4.05684215406727' | fill=00000000 | rows=[127] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L128 | value='3.93163579176207' | fill=00000000 | rows=[127] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M128 | value='2.08268249505363' | fill=00000000 | rows=[127] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N128 | value='1.96697791199509' | fill=00000000 | rows=[127] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A129 | value='E07000175' | fill=00000000 | rows=[128] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B129 | value='Newark and Sherwood' | fill=00000000 | rows=[128] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C129 | value='Non-metropolitan District' | fill=00000000 | rows=[128] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D129 | value='12.933065903835' | fill=00000000 | rows=[128] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E129 | value='8.37147609780493' | fill=00000000 | rows=[128] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F129 | value='9.13909705721075' | fill=00000000 | rows=[128] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G129 | value='5.21792837594642' | fill=00000000 | rows=[128] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H129 | value='4.64419159401322' | fill=00000000 | rows=[128] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I129 | value='3.76148035148944' | fill=00000000 | rows=[128] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J129 | value='5.48160559330624' | fill=00000000 | rows=[128] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K129 | value='4.32125439841966' | fill=00000000 | rows=[128] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L129 | value='3.57631863977275' | fill=00000000 | rows=[128] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M129 | value='2.23313979455114' | fill=00000000 | rows=[128] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N129 | value='2.74067156604003' | fill=00000000 | rows=[128] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A130 | value='E07000176' | fill=00000000 | rows=[129] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B130 | value='Rushcliffe' | fill=00000000 | rows=[129] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C130 | value='Non-metropolitan District' | fill=00000000 | rows=[129] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D130 | value='10.1172003774057' | fill=00000000 | rows=[129] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E130 | value='5.43656771358349' | fill=00000000 | rows=[129] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F130 | value='3.46337757518881' | fill=00000000 | rows=[129] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G130 | value='3.6579282824364' | fill=00000000 | rows=[129] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H130 | value='2.19864783158358' | fill=00000000 | rows=[129] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I130 | value='1.96865464329072' | fill=00000000 | rows=[129] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J130 | value='2.60801530035643' | fill=00000000 | rows=[129] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K130 | value='2.67878190429248' | fill=00000000 | rows=[129] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L130 | value='4.1222729578894' | fill=00000000 | rows=[129] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M130 | value='1.86503372602655' | fill=00000000 | rows=[129] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N130 | value='1.24335581735103' | fill=00000000 | rows=[129] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A131 | value='E12000005' | fill=00000000 | rows=[130] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B131 | value='WEST MIDLANDS' | fill=00000000 | rows=[130] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C131 | value='Region' | fill=00000000 | rows=[130] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D131 | value='8.7463029645183' | fill=00000000 | rows=[130] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E131 | value='6.72069291344311' | fill=00000000 | rows=[130] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F131 | value='5.23071901364101' | fill=00000000 | rows=[130] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G131 | value='4.03917914006325' | fill=00000000 | rows=[130] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H131 | value='3.00270287776462' | fill=00000000 | rows=[130] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I131 | value='2.80493907244873' | fill=00000000 | rows=[130] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J131 | value='2.92716897760104' | fill=00000000 | rows=[130] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K131 | value='3.21802405944947' | fill=00000000 | rows=[130] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L131 | value='3.09220466640226' | fill=00000000 | rows=[130] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M131 | value='2.42074113341806' | fill=00000000 | rows=[130] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N131 | value='1.52934133717272' | fill=00000000 | rows=[130] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A132 | value='E06000019' | fill=00000000 | rows=[131] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B132 | value='Herefordshire, County of' | fill=00000000 | rows=[131] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C132 | value='Unitary Authority' | fill=00000000 | rows=[131] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D132 | value='9.20442624615072' | fill=00000000 | rows=[131] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E132 | value='6.70340130582258' | fill=00000000 | rows=[131] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F132 | value='5.3895801450529' | fill=00000000 | rows=[131] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G132 | value='4.81355708680888' | fill=00000000 | rows=[131] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H132 | value='3.14830483461561' | fill=00000000 | rows=[131] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I132 | value='3.05915892656066' | fill=00000000 | rows=[131] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J132 | value='4.70639812259845' | fill=00000000 | rows=[131] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K132 | value='3.525550626907' | fill=00000000 | rows=[131] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L132 | value='3.76388330685856' | fill=00000000 | rows=[131] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M132 | value='2.41138172172655' | fill=00000000 | rows=[131] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N132 | value='2.03063723934867' | fill=00000000 | rows=[131] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A133 | value='E06000051' | fill=00000000 | rows=[132] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B133 | value='Shropshire' | fill=00000000 | rows=[132] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C133 | value='Unitary Authority' | fill=00000000 | rows=[132] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D133 | value='8.37384757971415' | fill=00000000 | rows=[132] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E133 | value='6.69738317907834' | fill=00000000 | rows=[132] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F133 | value='5.01909262835828' | fill=00000000 | rows=[132] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G133 | value='4.06380978182919' | fill=00000000 | rows=[132] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H133 | value='2.6890756302521' | fill=00000000 | rows=[132] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I133 | value='3.56959334094324' | fill=00000000 | rows=[132] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J133 | value='2.7544148226312' | fill=00000000 | rows=[132] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K133 | value='3.34056482423637' | fill=00000000 | rows=[132] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L133 | value='2.88838299958575' | fill=00000000 | rows=[132] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M133 | value='2.67801238675025' | fill=00000000 | rows=[132] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N133 | value='1.32014695121491' | fill=00000000 | rows=[132] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A134 | value='E06000021' | fill=00000000 | rows=[133] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B134 | value='Stoke-on-Trent' | fill=00000000 | rows=[133] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C134 | value='Unitary Authority' | fill=00000000 | rows=[133] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D134 | value='9.88758027221744' | fill=00000000 | rows=[133] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E134 | value='9.69166158153559' | fill=00000000 | rows=[133] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F134 | value='7.3302508688654' | fill=00000000 | rows=[133] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G134 | value='6.14823391980654' | fill=00000000 | rows=[133] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H134 | value='5.36771396730295' | fill=00000000 | rows=[133] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I134 | value='4.01196479627852' | fill=00000000 | rows=[133] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J134 | value='4.1391773132701' | fill=00000000 | rows=[133] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K134 | value='4.63980956607694' | fill=00000000 | rows=[133] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L134 | value='3.82942916311857' | fill=00000000 | rows=[133] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M134 | value='3.47927812542546' | fill=00000000 | rows=[133] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N134 | value='2.47079171225866' | fill=00000000 | rows=[133] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A135 | value='E06000020' | fill=00000000 | rows=[134] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B135 | value='Telford and Wrekin' | fill=00000000 | rows=[134] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C135 | value='Unitary Authority' | fill=00000000 | rows=[134] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D135 | value='10.162522181659' | fill=00000000 | rows=[134] | cols=[3] | col_header=False | row_header=False | metadata=False
