=== health-table22.xlsx ===
Cell A1 | value='Knowledge of HST' | fill=FFFFFF00 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] | col_header=True | row_header=True | metadata=False
Cell S17 | value='5' | fill=00000000 | rows=[16] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T17 | value='5' | fill=00000000 | rows=[16] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U17 | value='5' | fill=00000000 | rows=[16] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V17 | value='5' | fill=00000000 | rows=[16] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W17 | value='5' | fill=00000000 | rows=[16] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X17 | value='5' | fill=00000000 | rows=[16] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y17 | value='1' | fill=00000000 | rows=[16] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z17 | value='1' | fill=00000000 | rows=[16] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA17 | value='1' | fill=00000000 | rows=[16] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB17 | value='1' | fill=00000000 | rows=[16] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC17 | value='1' | fill=00000000 | rows=[16] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD17 | value='1' | fill=00000000 | rows=[16] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE17 | value='5' | fill=00000000 | rows=[16] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF17 | value='5' | fill=00000000 | rows=[16] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG17 | value='5' | fill=00000000 | rows=[16] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH17 | value='5' | fill=00000000 | rows=[16] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI17 | value='5' | fill=00000000 | rows=[16] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ17 | value='5' | fill=00000000 | rows=[16] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK17 | value='5' | fill=00000000 | rows=[16] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL17 | value='5' | fill=00000000 | rows=[16] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM17 | value='5' | fill=00000000 | rows=[16] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN17 | value='1' | fill=00000000 | rows=[16] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO17 | value='2' | fill=00000000 | rows=[16] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP17 | value='1' | fill=00000000 | rows=[16] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ17 | value='5' | fill=00000000 | rows=[16] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR17 | value='3' | fill=00000000 | rows=[16] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS17 | value='2' | fill=00000000 | rows=[16] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT17 | value='4.2' | fill=00000000 | rows=[16] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU17 | value='5' | fill=00000000 | rows=[16] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV17 | value='5' | fill=00000000 | rows=[16] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW17 | value='1' | fill=00000000 | rows=[16] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX17 | value='5' | fill=00000000 | rows=[16] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A18 | value='5' | fill=00000000 | rows=[17] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B18 | value='5' | fill=00000000 | rows=[17] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C18 | value='1' | fill=00000000 | rows=[17] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D18 | value='5' | fill=00000000 | rows=[17] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E18 | value='5' | fill=00000000 | rows=[17] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F18 | value='5' | fill=00000000 | rows=[17] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G18 | value='5' | fill=00000000 | rows=[17] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H18 | value='3' | fill=00000000 | rows=[17] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I18 | value='5' | fill=00000000 | rows=[17] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J18 | value='5' | fill=00000000 | rows=[17] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K18 | value='5' | fill=00000000 | rows=[17] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L18 | value='3' | fill=00000000 | rows=[17] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M18 | value='3' | fill=00000000 | rows=[17] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N18 | value='5' | fill=00000000 | rows=[17] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O18 | value='5' | fill=00000000 | rows=[17] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P18 | value='5' | fill=00000000 | rows=[17] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q18 | value='5' | fill=00000000 | rows=[17] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R18 | value='5' | fill=00000000 | rows=[17] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S18 | value='5' | fill=00000000 | rows=[17] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T18 | value='5' | fill=00000000 | rows=[17] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U18 | value='5' | fill=00000000 | rows=[17] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V18 | value='5' | fill=00000000 | rows=[17] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W18 | value='5' | fill=00000000 | rows=[17] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X18 | value='5' | fill=00000000 | rows=[17] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y18 | value='5' | fill=00000000 | rows=[17] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z18 | value='1' | fill=00000000 | rows=[17] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA18 | value='1' | fill=00000000 | rows=[17] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB18 | value='1' | fill=00000000 | rows=[17] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC18 | value='1' | fill=00000000 | rows=[17] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD18 | value='1' | fill=00000000 | rows=[17] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE18 | value='5' | fill=00000000 | rows=[17] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF18 | value='5' | fill=00000000 | rows=[17] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG18 | value='5' | fill=00000000 | rows=[17] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH18 | value='5' | fill=00000000 | rows=[17] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI18 | value='5' | fill=00000000 | rows=[17] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ18 | value='5' | fill=00000000 | rows=[17] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK18 | value='5' | fill=00000000 | rows=[17] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL18 | value='5' | fill=00000000 | rows=[17] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM18 | value='5' | fill=00000000 | rows=[17] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN18 | value='2' | fill=00000000 | rows=[17] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO18 | value='3' | fill=00000000 | rows=[17] | cols=[40] | col_header=False | row_header=False | metadata=False
Cell AP18 | value='4' | fill=00000000 | rows=[17] | cols=[41] | col_header=False | row_header=False | metadata=False
Cell AQ18 | value='5' | fill=00000000 | rows=[17] | cols=[42] | col_header=False | row_header=False | metadata=False
Cell AR18 | value='3' | fill=00000000 | rows=[17] | cols=[43] | col_header=False | row_header=False | metadata=False
Cell AS18 | value='1' | fill=00000000 | rows=[17] | cols=[44] | col_header=False | row_header=False | metadata=False
Cell AT18 | value='4.33333333333333' | fill=00000000 | rows=[17] | cols=[45] | col_header=False | row_header=False | metadata=False
Cell AU18 | value='5' | fill=00000000 | rows=[17] | cols=[46] | col_header=False | row_header=False | metadata=False
Cell AV18 | value='5' | fill=00000000 | rows=[17] | cols=[47] | col_header=False | row_header=False | metadata=False
Cell AW18 | value='1.66666666666667' | fill=00000000 | rows=[17] | cols=[48] | col_header=False | row_header=False | metadata=False
Cell AX18 | value='5' | fill=00000000 | rows=[17] | cols=[49] | col_header=False | row_header=False | metadata=False
Cell A19 | value='5' | fill=00000000 | rows=[18] | cols=[0] | col_header=False | row_header=False | metadata=False
Cell B19 | value='5' | fill=00000000 | rows=[18] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C19 | value='5' | fill=00000000 | rows=[18] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D19 | value='5' | fill=00000000 | rows=[18] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E19 | value='5' | fill=00000000 | rows=[18] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F19 | value='5' | fill=00000000 | rows=[18] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G19 | value='5' | fill=00000000 | rows=[18] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H19 | value='1' | fill=00000000 | rows=[18] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I19 | value='5' | fill=00000000 | rows=[18] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J19 | value='1' | fill=00000000 | rows=[18] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K19 | value='5' | fill=00000000 | rows=[18] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L19 | value='3' | fill=00000000 | rows=[18] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M19 | value='3' | fill=00000000 | rows=[18] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N19 | value='3' | fill=00000000 | rows=[18] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O19 | value='5' | fill=00000000 | rows=[18] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P19 | value='5' | fill=00000000 | rows=[18] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q19 | value='5' | fill=00000000 | rows=[18] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R19 | value='5' | fill=00000000 | rows=[18] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S19 | value='5' | fill=00000000 | rows=[18] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T19 | value='5' | fill=00000000 | rows=[18] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U19 | value='5' | fill=00000000 | rows=[18] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V19 | value='5' | fill=00000000 | rows=[18] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W19 | value='5' | fill=00000000 | rows=[18] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X19 | value='5' | fill=00000000 | rows=[18] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y19 | value='5' | fill=00000000 | rows=[18] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z19 | value='5' | fill=00000000 | rows=[18] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA19 | value='1' | fill=00000000 | rows=[18] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell AB19 | value='5' | fill=00000000 | rows=[18] | cols=[27] | col_header=False | row_header=False | metadata=False
Cell AC19 | value='5' | fill=00000000 | rows=[18] | cols=[28] | col_header=False | row_header=False | metadata=False
Cell AD19 | value='1' | fill=00000000 | rows=[18] | cols=[29] | col_header=False | row_header=False | metadata=False
Cell AE19 | value='5' | fill=00000000 | rows=[18] | cols=[30] | col_header=False | row_header=False | metadata=False
Cell AF19 | value='5' | fill=00000000 | rows=[18] | cols=[31] | col_header=False | row_header=False | metadata=False
Cell AG19 | value='5' | fill=00000000 | rows=[18] | cols=[32] | col_header=False | row_header=False | metadata=False
Cell AH19 | value='5' | fill=00000000 | rows=[18] | cols=[33] | col_header=False | row_header=False | metadata=False
Cell AI19 | value='5' | fill=00000000 | rows=[18] | cols=[34] | col_header=False | row_header=False | metadata=False
Cell AJ19 | value='3' | fill=00000000 | rows=[18] | cols=[35] | col_header=False | row_header=False | metadata=False
Cell AK19 | value='5' | fill=00000000 | rows=[18] | cols=[36] | col_header=False | row_header=False | metadata=False
Cell AL19 | value='5' | fill=00000000 | rows=[18] | cols=[37] | col_header=False | row_header=False | metadata=False
Cell AM19 | value='5' | fill=00000000 | rows=[18] | cols=[38] | col_header=False | row_header=False | metadata=False
Cell AN19 | value='2' | fill=00000000 | rows=[18] | cols=[39] | col_header=False | row_header=False | metadata=False
Cell AO19 | value='3' | fill=00000000 | rows=[18] | cols=[40] | col_header=False | row_header=False | metadata=False
