=== science-table36.xlsx ===
Cell A1 | value='raw clone size data used for Figure 5a,d, Extended Data Figure 11a,b from ovariectomized confetti mouse model' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell B189 | value='1' | fill=00000000 | rows=[188] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D189 | value='1' | fill=00000000 | rows=[188] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H189 | value='6' | fill=00000000 | rows=[188] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B190 | value='1' | fill=00000000 | rows=[189] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D190 | value='2' | fill=00000000 | rows=[189] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H190 | value='4' | fill=00000000 | rows=[189] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B191 | value='1' | fill=00000000 | rows=[190] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D191 | value='2' | fill=00000000 | rows=[190] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H191 | value='3' | fill=00000000 | rows=[190] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B192 | value='1' | fill=00000000 | rows=[191] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D192 | value='2' | fill=00000000 | rows=[191] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H192 | value='2' | fill=00000000 | rows=[191] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B193 | value='1' | fill=00000000 | rows=[192] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D193 | value='3' | fill=00000000 | rows=[192] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H193 | value='1' | fill=00000000 | rows=[192] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B194 | value='2' | fill=00000000 | rows=[193] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D194 | value='2' | fill=00000000 | rows=[193] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H194 | value='1' | fill=00000000 | rows=[193] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B195 | value='2' | fill=00000000 | rows=[194] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D195 | value='2' | fill=00000000 | rows=[194] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H195 | value='1' | fill=00000000 | rows=[194] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B196 | value='1' | fill=00000000 | rows=[195] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D196 | value='2' | fill=00000000 | rows=[195] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H196 | value='1' | fill=00000000 | rows=[195] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B197 | value='2' | fill=00000000 | rows=[196] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D197 | value='3' | fill=00000000 | rows=[196] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H197 | value='2' | fill=00000000 | rows=[196] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B198 | value='2' | fill=00000000 | rows=[197] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D198 | value='2' | fill=00000000 | rows=[197] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H198 | value='2' | fill=00000000 | rows=[197] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B199 | value='1' | fill=00000000 | rows=[198] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D199 | value='2' | fill=00000000 | rows=[198] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H199 | value='2' | fill=00000000 | rows=[198] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B200 | value='1' | fill=00000000 | rows=[199] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D200 | value='4' | fill=00000000 | rows=[199] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H200 | value='5' | fill=00000000 | rows=[199] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B201 | value='1' | fill=00000000 | rows=[200] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D201 | value='1' | fill=00000000 | rows=[200] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H201 | value='7' | fill=00000000 | rows=[200] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B202 | value='1' | fill=00000000 | rows=[201] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D202 | value='4' | fill=00000000 | rows=[201] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H202 | value='5' | fill=00000000 | rows=[201] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B203 | value='1' | fill=00000000 | rows=[202] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D203 | value='3' | fill=00000000 | rows=[202] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H203 | value='2' | fill=00000000 | rows=[202] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B204 | value='1' | fill=00000000 | rows=[203] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D204 | value='5' | fill=00000000 | rows=[203] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H204 | value='2' | fill=00000000 | rows=[203] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B205 | value='2' | fill=00000000 | rows=[204] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D205 | value='1' | fill=00000000 | rows=[204] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H205 | value='3' | fill=00000000 | rows=[204] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B206 | value='2' | fill=00000000 | rows=[205] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D206 | value='2' | fill=00000000 | rows=[205] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H206 | value='2' | fill=00000000 | rows=[205] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B207 | value='1' | fill=00000000 | rows=[206] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D207 | value='1' | fill=00000000 | rows=[206] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H207 | value='1' | fill=00000000 | rows=[206] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B208 | value='2' | fill=00000000 | rows=[207] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D208 | value='3' | fill=00000000 | rows=[207] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H208 | value='3' | fill=00000000 | rows=[207] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B209 | value='1' | fill=00000000 | rows=[208] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D209 | value='5' | fill=00000000 | rows=[208] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H209 | value='1' | fill=00000000 | rows=[208] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B210 | value='1' | fill=00000000 | rows=[209] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D210 | value='1' | fill=00000000 | rows=[209] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H210 | value='1' | fill=00000000 | rows=[209] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B211 | value='1' | fill=00000000 | rows=[210] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D211 | value='4' | fill=00000000 | rows=[210] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H211 | value='2' | fill=00000000 | rows=[210] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B212 | value='1' | fill=00000000 | rows=[211] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D212 | value='1' | fill=00000000 | rows=[211] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H212 | value='2' | fill=00000000 | rows=[211] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B213 | value='2' | fill=00000000 | rows=[212] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D213 | value='2' | fill=00000000 | rows=[212] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H213 | value='2' | fill=00000000 | rows=[212] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B214 | value='2' | fill=00000000 | rows=[213] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D214 | value='1' | fill=00000000 | rows=[213] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H214 | value='1' | fill=00000000 | rows=[213] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B215 | value='1' | fill=00000000 | rows=[214] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D215 | value='2' | fill=00000000 | rows=[214] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H215 | value='6' | fill=00000000 | rows=[214] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B216 | value='1' | fill=00000000 | rows=[215] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D216 | value='5' | fill=00000000 | rows=[215] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H216 | value='1' | fill=00000000 | rows=[215] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B217 | value='1' | fill=00000000 | rows=[216] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D217 | value='2' | fill=00000000 | rows=[216] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H217 | value='1' | fill=00000000 | rows=[216] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B218 | value='1' | fill=00000000 | rows=[217] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D218 | value='4' | fill=00000000 | rows=[217] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H218 | value='1' | fill=00000000 | rows=[217] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B219 | value='1' | fill=00000000 | rows=[218] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D219 | value='3' | fill=00000000 | rows=[218] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H219 | value='1' | fill=00000000 | rows=[218] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B220 | value='3' | fill=00000000 | rows=[219] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D220 | value='1' | fill=00000000 | rows=[219] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H220 | value='2' | fill=00000000 | rows=[219] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B221 | value='1' | fill=00000000 | rows=[220] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D221 | value='2' | fill=00000000 | rows=[220] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H221 | value='1' | fill=00000000 | rows=[220] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B222 | value='1' | fill=00000000 | rows=[221] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D222 | value='1' | fill=00000000 | rows=[221] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H222 | value='1' | fill=00000000 | rows=[221] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B223 | value='1' | fill=00000000 | rows=[222] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D223 | value='2' | fill=00000000 | rows=[222] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H223 | value='2' | fill=00000000 | rows=[222] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B224 | value='2' | fill=00000000 | rows=[223] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D224 | value='3' | fill=00000000 | rows=[223] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H224 | value='4' | fill=00000000 | rows=[223] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B225 | value='3' | fill=00000000 | rows=[224] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D225 | value='5' | fill=00000000 | rows=[224] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H225 | value='4' | fill=00000000 | rows=[224] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B226 | value='2' | fill=00000000 | rows=[225] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D226 | value='4' | fill=00000000 | rows=[225] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H226 | value='5' | fill=00000000 | rows=[225] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B227 | value='2' | fill=00000000 | rows=[226] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell D227 | value='2' | fill=00000000 | rows=[226] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell H227 | value='1' | fill=00000000 | rows=[226] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B228 | value='8' | fill=00000000 | rows=[227] | cols=[1] | col_header=False | row_header=False | metadata=False
