=== economy-table107.xlsx ===
Cell A1 | value='Table 10. Digital Economy Real Gross Output by Industry' | fill=FF00B0F0 | rows=[0] | cols=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26] | col_header=True | row_header=True | metadata=True
Cell N34 | value='0' | fill=None | rows=[33] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O34 | value='0' | fill=None | rows=[33] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P34 | value='0' | fill=None | rows=[33] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q34 | value='0' | fill=None | rows=[33] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R34 | value='0' | fill=None | rows=[33] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S34 | value='0' | fill=None | rows=[33] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T34 | value='0' | fill=None | rows=[33] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U34 | value='0' | fill=None | rows=[33] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V34 | value='0' | fill=None | rows=[33] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W34 | value='0' | fill=None | rows=[33] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X34 | value='0' | fill=None | rows=[33] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y34 | value='0' | fill=None | rows=[33] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z34 | value='0' | fill=None | rows=[33] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA34 | value='0' | fill=None | rows=[33] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D35 | value='General merchandise stores' | fill=None | rows=[34] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G35 | value='0.65614337407569' | fill=None | rows=[34] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H35 | value='0.752306507387169' | fill=None | rows=[34] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I35 | value='0.855593998211869' | fill=None | rows=[34] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J35 | value='0.950761903534132' | fill=None | rows=[34] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K35 | value='0.988121225395581' | fill=None | rows=[34] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L35 | value='1.02910511199498' | fill=None | rows=[34] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M35 | value='0.753989580184175' | fill=None | rows=[34] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N35 | value='0.618590210763158' | fill=None | rows=[34] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O35 | value='0.499432079663805' | fill=None | rows=[34] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P35 | value='0.374074824213208' | fill=None | rows=[34] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q35 | value='0.264040887082149' | fill=None | rows=[34] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R35 | value='0.246797864028164' | fill=None | rows=[34] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S35 | value='0.224593956637969' | fill=None | rows=[34] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T35 | value='0.203623028847287' | fill=None | rows=[34] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U35 | value='0.178683207244597' | fill=None | rows=[34] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V35 | value='0.152640948472458' | fill=None | rows=[34] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W35 | value='0.145032129545911' | fill=None | rows=[34] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X35 | value='0.142452665167727' | fill=None | rows=[34] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y35 | value='0.136480857814247' | fill=None | rows=[34] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z35 | value='0.128563738866808' | fill=None | rows=[34] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA35 | value='0.126070614061594' | fill=None | rows=[34] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D36 | value='Other retail' | fill=None | rows=[35] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G36 | value='9.77265783816708' | fill=None | rows=[35] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H36 | value='10.9830124762892' | fill=None | rows=[35] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I36 | value='12.0196902931454' | fill=None | rows=[35] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J36 | value='14.3741206842557' | fill=None | rows=[35] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K36 | value='13.9892326144738' | fill=None | rows=[35] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L36 | value='15.2981078512276' | fill=None | rows=[35] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M36 | value='18.9481375886259' | fill=None | rows=[35] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N36 | value='23.6993213482845' | fill=None | rows=[35] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O36 | value='28.3568957434402' | fill=None | rows=[35] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P36 | value='35.3241737888516' | fill=None | rows=[35] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q36 | value='41.8860755807866' | fill=None | rows=[35] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R36 | value='42.1834219753197' | fill=None | rows=[35] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S36 | value='42.9642559185244' | fill=None | rows=[35] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T36 | value='50.613344797185' | fill=None | rows=[35] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U36 | value='59.4248416545341' | fill=None | rows=[35] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V36 | value='71.0647453799006' | fill=None | rows=[35] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W36 | value='78.0439598291067' | fill=None | rows=[35] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X36 | value='86.8291248273992' | fill=None | rows=[35] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y36 | value='96.3136919826554' | fill=None | rows=[35] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z36 | value='107.3004438556' | fill=None | rows=[35] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA36 | value='119.203394036242' | fill=None | rows=[35] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell C37 | value='Transportation and warehousing' | fill=None | rows=[36] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell G37 | value='1.40435489129558' | fill=None | rows=[36] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H37 | value='1.18166004661611' | fill=None | rows=[36] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I37 | value='1.26342180155262' | fill=None | rows=[36] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J37 | value='1.58967695971568' | fill=None | rows=[36] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K37 | value='1.18379198439242' | fill=None | rows=[36] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L37 | value='0.402590685270034' | fill=None | rows=[36] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M37 | value='0.362517712402105' | fill=None | rows=[36] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N37 | value='0.614564182911892' | fill=None | rows=[36] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O37 | value='0.512950896181134' | fill=None | rows=[36] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P37 | value='0.48510593807708' | fill=None | rows=[36] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q37 | value='0.538652847368937' | fill=None | rows=[36] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R37 | value='0.641536397409058' | fill=None | rows=[36] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S37 | value='0.733493718692837' | fill=None | rows=[36] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T37 | value='0.730382488072224' | fill=None | rows=[36] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U37 | value='0.773553541951257' | fill=None | rows=[36] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V37 | value='0.8328814407' | fill=None | rows=[36] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W37 | value='0.767682735448771' | fill=None | rows=[36] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X37 | value='0.751262967052951' | fill=None | rows=[36] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y37 | value='0.764297637532897' | fill=None | rows=[36] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z37 | value='0.821949434995284' | fill=None | rows=[36] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA37 | value='0.801221676490053' | fill=None | rows=[36] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D38 | value='Air transportation' | fill=None | rows=[37] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G38 | value='0.683943100674525' | fill=None | rows=[37] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H38 | value='0.569360058605443' | fill=None | rows=[37] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I38 | value='0.495347734337664' | fill=None | rows=[37] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J38 | value='0.736123606701589' | fill=None | rows=[37] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K38 | value='0.608158807789056' | fill=None | rows=[37] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L38 | value='0.0814504284062829' | fill=None | rows=[37] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M38 | value='0.0814504284062829' | fill=None | rows=[37] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N38 | value='0.0814504284062829' | fill=None | rows=[37] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell O38 | value='0.0781275152781281' | fill=None | rows=[37] | cols=[14] | col_header=False | row_header=False | metadata=False
Cell P38 | value='0.0809491646844044' | fill=None | rows=[37] | cols=[15] | col_header=False | row_header=False | metadata=False
Cell Q38 | value='0.104944499796642' | fill=None | rows=[37] | cols=[16] | col_header=False | row_header=False | metadata=False
Cell R38 | value='0.16525671565448' | fill=None | rows=[37] | cols=[17] | col_header=False | row_header=False | metadata=False
Cell S38 | value='0.177711419283552' | fill=None | rows=[37] | cols=[18] | col_header=False | row_header=False | metadata=False
Cell T38 | value='0.240718727084522' | fill=None | rows=[37] | cols=[19] | col_header=False | row_header=False | metadata=False
Cell U38 | value='0.27642412591524' | fill=None | rows=[37] | cols=[20] | col_header=False | row_header=False | metadata=False
Cell V38 | value='0.35389623735' | fill=None | rows=[37] | cols=[21] | col_header=False | row_header=False | metadata=False
Cell W38 | value='0.255565489224193' | fill=None | rows=[37] | cols=[22] | col_header=False | row_header=False | metadata=False
Cell X38 | value='0.22715872021005' | fill=None | rows=[37] | cols=[23] | col_header=False | row_header=False | metadata=False
Cell Y38 | value='0.143642790240171' | fill=None | rows=[37] | cols=[24] | col_header=False | row_header=False | metadata=False
Cell Z38 | value='0.120587467700133' | fill=None | rows=[37] | cols=[25] | col_header=False | row_header=False | metadata=False
Cell AA38 | value='0.111672693546925' | fill=None | rows=[37] | cols=[26] | col_header=False | row_header=False | metadata=False
Cell D39 | value='Rail transportation' | fill=None | rows=[38] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell G39 | value='0.0944854313957643' | fill=None | rows=[38] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H39 | value='0.103583595154279' | fill=None | rows=[38] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I39 | value='0.13107234006622' | fill=None | rows=[38] | cols=[8] | col_header=False | row_header=False | metadata=False
