=== economy-table46.xlsx ===
Cell A1 | value='location' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell E261 | value='3' | fill=00000000 | rows=[260] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F261 | value='1.19' | fill=00000000 | rows=[260] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B262 | value='Multi' | fill=FF00B050 | rows=[261] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C262 | value='3' | fill=00000000 | rows=[261] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D262 | value='0.08' | fill=00000000 | rows=[261] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E262 | value='2' | fill=00000000 | rows=[261] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F262 | value='0.83' | fill=00000000 | rows=[261] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B263 | value='Multi' | fill=FF00B050 | rows=[262] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C263 | value='4' | fill=00000000 | rows=[262] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D263 | value='0' | fill=00000000 | rows=[262] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E263 | value='6' | fill=00000000 | rows=[262] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F263 | value='0' | fill=00000000 | rows=[262] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B264 | value='Multi' | fill=FF00B050 | rows=[263] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C264 | value='3' | fill=00000000 | rows=[263] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D264 | value='0' | fill=00000000 | rows=[263] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E264 | value='2' | fill=00000000 | rows=[263] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F264 | value='0' | fill=00000000 | rows=[263] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B265 | value='Multi' | fill=FF00B050 | rows=[264] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C265 | value='3' | fill=00000000 | rows=[264] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D265 | value='0' | fill=00000000 | rows=[264] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E265 | value='2' | fill=00000000 | rows=[264] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F265 | value='0' | fill=00000000 | rows=[264] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B266 | value='Multi' | fill=FF00B050 | rows=[265] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C266 | value='3' | fill=00000000 | rows=[265] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D266 | value='0' | fill=00000000 | rows=[265] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E266 | value='6' | fill=00000000 | rows=[265] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F266 | value='0' | fill=00000000 | rows=[265] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B267 | value='Single' | fill=FF00B050 | rows=[266] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C267 | value='144' | fill=00000000 | rows=[266] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D267 | value='97.17' | fill=00000000 | rows=[266] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E267 | value='18' | fill=00000000 | rows=[266] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F267 | value='116.6' | fill=00000000 | rows=[266] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B268 | value='Single' | fill=FF00B050 | rows=[267] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C268 | value='144' | fill=00000000 | rows=[267] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D268 | value='58.38' | fill=00000000 | rows=[267] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E268 | value='18' | fill=00000000 | rows=[267] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F268 | value='70.06' | fill=00000000 | rows=[267] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B269 | value='Single' | fill=FF00B050 | rows=[268] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C269 | value='16' | fill=00000000 | rows=[268] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D269 | value='15.89' | fill=00000000 | rows=[268] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E269 | value='2' | fill=00000000 | rows=[268] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F269 | value='22.41' | fill=00000000 | rows=[268] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B270 | value='Single' | fill=FF00B050 | rows=[269] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C270 | value='56' | fill=00000000 | rows=[269] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D270 | value='12.58' | fill=00000000 | rows=[269] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E270 | value='7' | fill=00000000 | rows=[269] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F270 | value='23.91' | fill=00000000 | rows=[269] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B271 | value='Single' | fill=FF00B050 | rows=[270] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C271 | value='16' | fill=00000000 | rows=[270] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D271 | value='12.21' | fill=00000000 | rows=[270] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E271 | value='2' | fill=00000000 | rows=[270] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F271 | value='19.05' | fill=00000000 | rows=[270] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B272 | value='Single' | fill=FF00B050 | rows=[271] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C272 | value='8' | fill=00000000 | rows=[271] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D272 | value='8.81' | fill=00000000 | rows=[271] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E272 | value='1' | fill=00000000 | rows=[271] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F272 | value='13.92' | fill=00000000 | rows=[271] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B273 | value='Single' | fill=FF00B050 | rows=[272] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C273 | value='8' | fill=00000000 | rows=[272] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D273 | value='7.16' | fill=00000000 | rows=[272] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E273 | value='1' | fill=00000000 | rows=[272] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F273 | value='11.88' | fill=00000000 | rows=[272] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B274 | value='Single' | fill=FF00B050 | rows=[273] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C274 | value='7' | fill=00000000 | rows=[273] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D274 | value='6.76' | fill=00000000 | rows=[273] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E274 | value='1' | fill=00000000 | rows=[273] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F274 | value='12.64' | fill=00000000 | rows=[273] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B275 | value='Single' | fill=FF00B050 | rows=[274] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C275 | value='18' | fill=00000000 | rows=[274] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D275 | value='6.56' | fill=00000000 | rows=[274] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E275 | value='2' | fill=00000000 | rows=[274] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F275 | value='12.2' | fill=00000000 | rows=[274] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B276 | value='Single' | fill=FF00B050 | rows=[275] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C276 | value='18' | fill=00000000 | rows=[275] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D276 | value='6.1' | fill=00000000 | rows=[275] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E276 | value='2' | fill=00000000 | rows=[275] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F276 | value='11.46' | fill=00000000 | rows=[275] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B277 | value='Single' | fill=FF00B050 | rows=[276] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C277 | value='16' | fill=00000000 | rows=[276] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D277 | value='5.77' | fill=00000000 | rows=[276] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E277 | value='2' | fill=00000000 | rows=[276] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F277 | value='15.24' | fill=00000000 | rows=[276] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B278 | value='Single' | fill=FF00B050 | rows=[277] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C278 | value='12' | fill=00000000 | rows=[277] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D278 | value='5.63' | fill=00000000 | rows=[277] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E278 | value='2' | fill=00000000 | rows=[277] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F278 | value='11.54' | fill=00000000 | rows=[277] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B279 | value='Single' | fill=FF00B050 | rows=[278] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C279 | value='8' | fill=00000000 | rows=[278] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D279 | value='5.58' | fill=00000000 | rows=[278] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E279 | value='1' | fill=00000000 | rows=[278] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F279 | value='8.71' | fill=00000000 | rows=[278] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B280 | value='Single' | fill=FF00B050 | rows=[279] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C280 | value='8' | fill=00000000 | rows=[279] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D280 | value='5.54' | fill=00000000 | rows=[279] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E280 | value='1' | fill=00000000 | rows=[279] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F280 | value='10.13' | fill=00000000 | rows=[279] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B281 | value='Single' | fill=FF00B050 | rows=[280] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C281 | value='16' | fill=00000000 | rows=[280] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D281 | value='5.32' | fill=00000000 | rows=[280] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E281 | value='2' | fill=00000000 | rows=[280] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F281 | value='10.22' | fill=00000000 | rows=[280] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B282 | value='Single' | fill=FF00B050 | rows=[281] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C282 | value='8' | fill=00000000 | rows=[281] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D282 | value='4.68' | fill=00000000 | rows=[281] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E282 | value='1' | fill=00000000 | rows=[281] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F282 | value='13.99' | fill=00000000 | rows=[281] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B283 | value='Single' | fill=FF00B050 | rows=[282] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C283 | value='6' | fill=00000000 | rows=[282] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D283 | value='4.52' | fill=00000000 | rows=[282] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E283 | value='1' | fill=00000000 | rows=[282] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F283 | value='12.62' | fill=00000000 | rows=[282] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B284 | value='Single' | fill=FF00B050 | rows=[283] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C284 | value='16' | fill=00000000 | rows=[283] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D284 | value='4.38' | fill=00000000 | rows=[283] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E284 | value='2' | fill=00000000 | rows=[283] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F284 | value='7.84' | fill=00000000 | rows=[283] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell B285 | value='Single' | fill=FF00B050 | rows=[284] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell C285 | value='18' | fill=00000000 | rows=[284] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D285 | value='4.19' | fill=00000000 | rows=[284] | cols=[3] | col_header=False | row_header=False | metadata=False
