=== economy-table23.xlsx ===
Cell A1 | value='Table 4b: Individual Voluntary Arrangement rates per 10,000 adults, by location, England and Wales, 2011 to 2021 [r][note 11]' | fill=FF00B0F0 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=True
Cell G120 | value='11.2314920078347' | fill=00000000 | rows=[119] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H120 | value='10.2968472679484' | fill=00000000 | rows=[119] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I120 | value='12.3090096598967' | fill=00000000 | rows=[119] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J120 | value='17.3836885267656' | fill=00000000 | rows=[119] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K120 | value='15.8614764390985' | fill=00000000 | rows=[119] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L120 | value='18.317174968272' | fill=00000000 | rows=[119] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M120 | value='20.384051102946' | fill=00000000 | rows=[119] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N120 | value='19.8647122213422' | fill=00000000 | rows=[119] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A121 | value='E07000141' | fill=FF00B050 | rows=[120] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B121 | value='South Kesteven' | fill=00000000 | rows=[120] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C121 | value='Non-metropolitan District' | fill=00000000 | rows=[120] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D121 | value='16.146546433124' | fill=00000000 | rows=[120] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E121 | value='12.6293337324826' | fill=00000000 | rows=[120] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F121 | value='14.8788895357971' | fill=00000000 | rows=[120] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G121 | value='13.196093956189' | fill=00000000 | rows=[120] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H121 | value='9.129283306066' | fill=00000000 | rows=[120] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I121 | value='10.1975096607986' | fill=00000000 | rows=[120] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J121 | value='12.1829758474727' | fill=00000000 | rows=[120] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K121 | value='16.6930084708139' | fill=00000000 | rows=[120] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L121 | value='19.7256105651432' | fill=00000000 | rows=[120] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M121 | value='20.4820759858647' | fill=00000000 | rows=[120] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N121 | value='19.4272051196399' | fill=00000000 | rows=[120] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A122 | value='E07000142' | fill=FF00B050 | rows=[121] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B122 | value='West Lindsey' | fill=00000000 | rows=[121] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C122 | value='Non-metropolitan District' | fill=00000000 | rows=[121] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D122 | value='13.8455729130246' | fill=00000000 | rows=[121] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E122 | value='15.530534139442' | fill=00000000 | rows=[121] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F122 | value='12.069674941709' | fill=00000000 | rows=[121] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G122 | value='12.049823991335' | fill=00000000 | rows=[121] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H122 | value='9.08811461716317' | fill=00000000 | rows=[121] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I122 | value='12.1757543673902' | fill=00000000 | rows=[121] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J122 | value='15.1210340157522' | fill=00000000 | rows=[121] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K122 | value='15.5472230569237' | fill=00000000 | rows=[121] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L122 | value='20.5859885806026' | fill=00000000 | rows=[121] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M122 | value='15.1760681122515' | fill=00000000 | rows=[121] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N122 | value='18.1341152866734' | fill=00000000 | rows=[121] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A123 | value='E10000024' | fill=FF00B050 | rows=[122] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B123 | value='Nottinghamshire' | fill=00000000 | rows=[122] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C123 | value='County' | fill=00000000 | rows=[122] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D123 | value='12.6942557292234' | fill=00000000 | rows=[122] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E123 | value='11.3691551953377' | fill=00000000 | rows=[122] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F123 | value='12.6865306599047' | fill=00000000 | rows=[122] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G123 | value='12.7951738546205' | fill=00000000 | rows=[122] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H123 | value='10.2184604186303' | fill=00000000 | rows=[122] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I123 | value='12.5896530044473' | fill=00000000 | rows=[122] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J123 | value='14.0717690880942' | fill=00000000 | rows=[122] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K123 | value='16.266007091248' | fill=00000000 | rows=[122] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L123 | value='18.1177791871066' | fill=00000000 | rows=[122] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M123 | value='19.296250842237' | fill=00000000 | rows=[122] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N123 | value='20.9356049667918' | fill=00000000 | rows=[122] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A124 | value='E07000170' | fill=FF00B050 | rows=[123] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B124 | value='Ashfield' | fill=00000000 | rows=[123] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C124 | value='Non-metropolitan District' | fill=00000000 | rows=[123] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D124 | value='16.6213840498642' | fill=00000000 | rows=[123] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E124 | value='14.5267153718097' | fill=00000000 | rows=[123] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F124 | value='15.7122356416353' | fill=00000000 | rows=[123] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G124 | value='16.4905257262573' | fill=00000000 | rows=[123] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H124 | value='14.8873693505' | fill=00000000 | rows=[123] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I124 | value='15.4672745034191' | fill=00000000 | rows=[123] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J124 | value='16.4675168189577' | fill=00000000 | rows=[123] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K124 | value='19.9300455401541' | fill=00000000 | rows=[123] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L124 | value='21.6872480961765' | fill=00000000 | rows=[123] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M124 | value='23.4908602787319' | fill=00000000 | rows=[123] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N124 | value='27.8337083974891' | fill=00000000 | rows=[123] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A125 | value='E07000171' | fill=FF00B050 | rows=[124] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B125 | value='Bassetlaw' | fill=00000000 | rows=[124] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C125 | value='Non-metropolitan District' | fill=00000000 | rows=[124] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D125 | value='14.927867208823' | fill=00000000 | rows=[124] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E125 | value='12.4168514412417' | fill=00000000 | rows=[124] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F125 | value='14.0986242826774' | fill=00000000 | rows=[124] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G125 | value='14.885512893481' | fill=00000000 | rows=[124] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H125 | value='11.2110063783007' | fill=00000000 | rows=[124] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I125 | value='11.9115943127552' | fill=00000000 | rows=[124] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J125 | value='16.8547166367862' | fill=00000000 | rows=[124] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K125 | value='17.3049190834802' | fill=00000000 | rows=[124] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L125 | value='20.753733011207' | fill=00000000 | rows=[124] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M125 | value='21.4923982551984' | fill=00000000 | rows=[124] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N125 | value='22.4452632024732' | fill=00000000 | rows=[124] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A126 | value='E07000172' | fill=FF00B050 | rows=[125] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B126 | value='Broxtowe' | fill=00000000 | rows=[125] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C126 | value='Non-metropolitan District' | fill=00000000 | rows=[125] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D126 | value='11.641969866513' | fill=00000000 | rows=[125] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E126 | value='8.74615953892041' | fill=00000000 | rows=[125] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F126 | value='10.597238025121' | fill=00000000 | rows=[125] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G126 | value='10.4495531148562' | fill=00000000 | rows=[125] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H126 | value='8.30178654446437' | fill=00000000 | rows=[125] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I126 | value='9.8163569183257' | fill=00000000 | rows=[125] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J126 | value='11.2941073269151' | fill=00000000 | rows=[125] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K126 | value='15.6028368794326' | fill=00000000 | rows=[125] | cols=[10] | col_header=False | row_header=False | metadata=False
Cell L126 | value='13.8516145788243' | fill=00000000 | rows=[125] | cols=[11] | col_header=False | row_header=False | metadata=False
Cell M126 | value='13.8709677419355' | fill=00000000 | rows=[125] | cols=[12] | col_header=False | row_header=False | metadata=False
Cell N126 | value='14.1935483870968' | fill=00000000 | rows=[125] | cols=[13] | col_header=False | row_header=False | metadata=False
Cell A127 | value='E07000173' | fill=FF00B050 | rows=[126] | cols=[0] | col_header=False | row_header=True | metadata=False
Cell B127 | value='Gedling' | fill=00000000 | rows=[126] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C127 | value='Non-metropolitan District' | fill=00000000 | rows=[126] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D127 | value='10.7106576564639' | fill=00000000 | rows=[126] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E127 | value='11.5572579579976' | fill=00000000 | rows=[126] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F127 | value='9.05312987423785' | fill=00000000 | rows=[126] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G127 | value='12.7660034836043' | fill=00000000 | rows=[126] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H127 | value='8.84163764381139' | fill=00000000 | rows=[126] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell I127 | value='11.6877546643792' | fill=00000000 | rows=[126] | cols=[8] | col_header=False | row_header=False | metadata=False
Cell J127 | value='12.5033395671921' | fill=00000000 | rows=[126] | cols=[9] | col_header=False | row_header=False | metadata=False
Cell K127 | value='12.9547433474207' | fill=00000000 | rows=[126] | cols=[10] | col_header=False | row_header=False | metadata=False
