=== society-table82.xlsx ===
Cell A1 | value='Artist Prefix' | fill=FFFFFF00 | rows=[0] | cols=[0] | col_header=True | row_header=True | metadata=False
Cell C1061 | value='Dinah Jams' | fill=00000000 | rows=[1060] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1061 | value='91' | fill=00000000 | rows=[1060] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1062 | value='Dinah Washington' | fill=00000000 | rows=[1061] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1062 | value='Dinah Washington For Lovers' | fill=00000000 | rows=[1061] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1062 | value='91' | fill=00000000 | rows=[1061] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1063 | value='Dinah Washington' | fill=00000000 | rows=[1062] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1063 | value='Dinah'62 (LP)' | fill=00000000 | rows=[1062] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1063 | value='91' | fill=00000000 | rows=[1062] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1064 | value='Dinah Washington' | fill=00000000 | rows=[1063] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1064 | value='First Issue (The Dinah Washington Story, 2CD)' | fill=00000000 | rows=[1063] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1064 | value='91' | fill=00000000 | rows=[1063] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1065 | value='Dinah Washington' | fill=00000000 | rows=[1064] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1065 | value='For Those In Love' | fill=00000000 | rows=[1064] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1065 | value='91' | fill=00000000 | rows=[1064] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1066 | value='Dinah Washington' | fill=00000000 | rows=[1065] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1066 | value='Give Me Back My Tears' | fill=00000000 | rows=[1065] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1066 | value='91' | fill=00000000 | rows=[1065] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1067 | value='Dinah Washington' | fill=00000000 | rows=[1066] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1067 | value='I Wanna Be Loved' | fill=00000000 | rows=[1066] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1067 | value='91' | fill=00000000 | rows=[1066] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1068 | value='Dinah Washington' | fill=00000000 | rows=[1067] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1068 | value='In The Land Of Hi-Fi' | fill=00000000 | rows=[1067] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1068 | value='91' | fill=00000000 | rows=[1067] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1069 | value='Dinah Washington' | fill=00000000 | rows=[1068] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1069 | value='Mad About the Boy' | fill=00000000 | rows=[1068] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1069 | value='91' | fill=00000000 | rows=[1068] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1070 | value='Dinah Washington' | fill=00000000 | rows=[1069] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1070 | value='Mixed Emotions' | fill=00000000 | rows=[1069] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1070 | value='91' | fill=00000000 | rows=[1069] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1071 | value='Dinah Washington' | fill=00000000 | rows=[1070] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1071 | value='Newport '58' | fill=00000000 | rows=[1070] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1071 | value='91' | fill=00000000 | rows=[1070] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1072 | value='Dinah Washington' | fill=00000000 | rows=[1071] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1072 | value='September In The Rain' | fill=00000000 | rows=[1071] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1072 | value='91' | fill=00000000 | rows=[1071] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1073 | value='Dinah Washington' | fill=00000000 | rows=[1072] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1073 | value='Sings Bessie Smith' | fill=00000000 | rows=[1072] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1073 | value='91' | fill=00000000 | rows=[1072] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1074 | value='Dinah Washington' | fill=00000000 | rows=[1073] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1074 | value='Sings the Blues (Compact Jazz)' | fill=00000000 | rows=[1073] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1074 | value='91' | fill=00000000 | rows=[1073] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1075 | value='Dinah Washington' | fill=00000000 | rows=[1074] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1075 | value='Stairway To The Stars' | fill=00000000 | rows=[1074] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1075 | value='91' | fill=00000000 | rows=[1074] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1076 | value='Dinah Washington' | fill=00000000 | rows=[1075] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1076 | value='Standards' | fill=00000000 | rows=[1075] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1076 | value='91' | fill=00000000 | rows=[1075] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1077 | value='Dinah Washington' | fill=00000000 | rows=[1076] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1077 | value='The Complete Roulette Dinah Washington Sessions (5 CD)' | fill=00000000 | rows=[1076] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1077 | value='91' | fill=00000000 | rows=[1076] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1078 | value='Dinah Washington' | fill=00000000 | rows=[1077] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1078 | value='The Diva Series' | fill=00000000 | rows=[1077] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1078 | value='91' | fill=00000000 | rows=[1077] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1079 | value='Dinah Washington' | fill=00000000 | rows=[1078] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1079 | value='The Fats Waller Songbook' | fill=00000000 | rows=[1078] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1079 | value='91' | fill=00000000 | rows=[1078] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1080 | value='Dinah Washington' | fill=00000000 | rows=[1079] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1080 | value='The Queen! (LP)' | fill=00000000 | rows=[1079] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1080 | value='91' | fill=00000000 | rows=[1079] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1081 | value='Dinah Washington' | fill=00000000 | rows=[1080] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1081 | value='The Swingin' Miss 'D'' | fill=00000000 | rows=[1080] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1081 | value='91' | fill=00000000 | rows=[1080] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1082 | value='Dinah Washington' | fill=00000000 | rows=[1081] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1082 | value='The Very Best of Dinah Washington' | fill=00000000 | rows=[1081] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1082 | value='91' | fill=00000000 | rows=[1081] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1083 | value='Dinah Washington' | fill=00000000 | rows=[1082] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1083 | value='Two Of Us (with Brook Benton)' | fill=00000000 | rows=[1082] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1083 | value='91' | fill=00000000 | rows=[1082] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1084 | value='Dinah Washington' | fill=00000000 | rows=[1083] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1084 | value='Ultimate' | fill=00000000 | rows=[1083] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1084 | value='91' | fill=00000000 | rows=[1083] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1085 | value='Dinah Washington' | fill=00000000 | rows=[1084] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1085 | value='Unforgettable' | fill=00000000 | rows=[1084] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1085 | value='91' | fill=00000000 | rows=[1084] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1086 | value='Dinah Washington' | fill=00000000 | rows=[1085] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1086 | value='Verve Jazz Masters 19' | fill=00000000 | rows=[1085] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1086 | value='91' | fill=00000000 | rows=[1085] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1087 | value='Dinah Washington' | fill=00000000 | rows=[1086] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1087 | value='Verve Jazz Masters 40 (Sings Stantards)' | fill=00000000 | rows=[1086] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1087 | value='91' | fill=00000000 | rows=[1086] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1088 | value='Dinah Washington' | fill=00000000 | rows=[1087] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1088 | value='What a Difference a Day Makes' | fill=00000000 | rows=[1087] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1088 | value='91' | fill=00000000 | rows=[1087] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1089 | value='Dinosaur Jr.' | fill=00000000 | rows=[1088] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1089 | value='Beyond' | fill=00000000 | rows=[1088] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1089 | value='97' | fill=00000000 | rows=[1088] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1090 | value='Dinosaur Jr.' | fill=00000000 | rows=[1089] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1090 | value='Bug' | fill=00000000 | rows=[1089] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1090 | value='97' | fill=00000000 | rows=[1089] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1091 | value='Dinosaur Jr.' | fill=00000000 | rows=[1090] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1091 | value='Dinosaur' | fill=00000000 | rows=[1090] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1091 | value='97' | fill=00000000 | rows=[1090] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1092 | value='Dinosaur Jr.' | fill=00000000 | rows=[1091] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1092 | value='Farm' | fill=00000000 | rows=[1091] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1092 | value='97' | fill=00000000 | rows=[1091] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1093 | value='Dinosaur Jr.' | fill=00000000 | rows=[1092] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1093 | value='Fossils' | fill=00000000 | rows=[1092] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1093 | value='97' | fill=00000000 | rows=[1092] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1094 | value='Dinosaur Jr.' | fill=00000000 | rows=[1093] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1094 | value='Green Mind' | fill=00000000 | rows=[1093] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1094 | value='97' | fill=00000000 | rows=[1093] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1095 | value='Dinosaur Jr.' | fill=00000000 | rows=[1094] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1095 | value='Hand It Over' | fill=00000000 | rows=[1094] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1095 | value='97' | fill=00000000 | rows=[1094] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1096 | value='Dinosaur Jr.' | fill=00000000 | rows=[1095] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1096 | value='In Session' | fill=00000000 | rows=[1095] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1096 | value='97' | fill=00000000 | rows=[1095] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1097 | value='Dinosaur Jr.' | fill=00000000 | rows=[1096] | cols=[1] | col_header=False | row_header=False | metadata=False
Cell C1097 | value='Whatever's Cool With Me' | fill=00000000 | rows=[1096] | cols=[2] | col_header=False | row_header=False | metadata=False
Cell D1097 | value='97' | fill=00000000 | rows=[1096] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell B1098 | value='Dinosaur Jr.' | fill=00000000 | rows=[1097] | cols=[1] | col_header=False | row_header=False | metadata=False
