=== environment-table01.xlsx ===
Cell B1 | value='Climate hasard statistics - Regions' | fill=FF00B0F0 | rows=[0] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell B333 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[332] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B334 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[333] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B335 | value='New South Wales' | fill=FF00B050 | rows=[334] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D335 | value='1.057' | fill=00000000 | rows=[334] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E335 | value='0.42' | fill=00000000 | rows=[334] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F335 | value='1.839' | fill=00000000 | rows=[334] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G335 | value='3.616' | fill=00000000 | rows=[334] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H335 | value='0.604' | fill=00000000 | rows=[334] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B336 | value='Victoria' | fill=FF00B050 | rows=[335] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D336 | value='0.482' | fill=00000000 | rows=[335] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E336 | value='0.508' | fill=00000000 | rows=[335] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F336 | value='0.794' | fill=00000000 | rows=[335] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G336 | value='5.547' | fill=00000000 | rows=[335] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H336 | value='0.877' | fill=00000000 | rows=[335] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B337 | value='Queensland' | fill=FF00B050 | rows=[336] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D337 | value='2.816' | fill=00000000 | rows=[336] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E337 | value='4.911' | fill=00000000 | rows=[336] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F337 | value='2.379' | fill=00000000 | rows=[336] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G337 | value='3.576' | fill=00000000 | rows=[336] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H337 | value='3.16' | fill=00000000 | rows=[336] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B338 | value='South Australia' | fill=FF00B050 | rows=[337] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D338 | value='0.234' | fill=00000000 | rows=[337] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E338 | value='0.478' | fill=00000000 | rows=[337] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F338 | value='0.482' | fill=00000000 | rows=[337] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G338 | value='0.434' | fill=00000000 | rows=[337] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H338 | value='0.034' | fill=00000000 | rows=[337] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B339 | value='Western Australia' | fill=FF00B050 | rows=[338] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D339 | value='7.369' | fill=00000000 | rows=[338] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E339 | value='10.47' | fill=00000000 | rows=[338] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F339 | value='5.077' | fill=00000000 | rows=[338] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G339 | value='2.022' | fill=00000000 | rows=[338] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H339 | value='2.767' | fill=00000000 | rows=[338] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B340 | value='Tasmania' | fill=FF00B050 | rows=[339] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D340 | value='0.181' | fill=00000000 | rows=[339] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E340 | value='0.086' | fill=00000000 | rows=[339] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F340 | value='2.621' | fill=00000000 | rows=[339] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G340 | value='0.451' | fill=00000000 | rows=[339] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H340 | value='0.022' | fill=00000000 | rows=[339] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B341 | value='Northern Territory' | fill=FF00B050 | rows=[340] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D341 | value='14.475' | fill=00000000 | rows=[340] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E341 | value='14.441' | fill=00000000 | rows=[340] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F341 | value='8.469' | fill=00000000 | rows=[340] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G341 | value='4.43' | fill=00000000 | rows=[340] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H341 | value='8.214' | fill=00000000 | rows=[340] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B342 | value='Australian Capital Territory' | fill=FF00B050 | rows=[341] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D342 | value='0.008' | fill=00000000 | rows=[341] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E342 | value='0.082' | fill=00000000 | rows=[341] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F342 | value='0.015' | fill=00000000 | rows=[341] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G342 | value='32.316' | fill=00000000 | rows=[341] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H342 | value='0.018' | fill=00000000 | rows=[341] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B343 | value='Measure: Built-up area exposure to wildfires' | fill=FF00B0F0 | rows=[342] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B344 | value='Combined unit of measure: Percentage of built-up area' | fill=FF00B0F0 | rows=[343] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B345 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[344] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B346 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[345] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B347 | value='New South Wales' | fill=FF00B050 | rows=[346] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D347 | value='0.147' | fill=00000000 | rows=[346] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E347 | value='0.091' | fill=00000000 | rows=[346] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F347 | value='0.082' | fill=00000000 | rows=[346] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G347 | value='0.461' | fill=00000000 | rows=[346] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H347 | value='0.041' | fill=00000000 | rows=[346] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B348 | value='Victoria' | fill=FF00B050 | rows=[347] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D348 | value='0' | fill=00000000 | rows=[347] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E348 | value='0.003' | fill=00000000 | rows=[347] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F348 | value='0.002' | fill=00000000 | rows=[347] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G348 | value='0.02' | fill=00000000 | rows=[347] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H348 | value='0.007' | fill=00000000 | rows=[347] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B349 | value='Queensland' | fill=FF00B050 | rows=[348] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D349 | value='0.104' | fill=00000000 | rows=[348] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E349 | value='0.131' | fill=00000000 | rows=[348] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F349 | value='0.226' | fill=00000000 | rows=[348] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G349 | value='0.021' | fill=00000000 | rows=[348] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H349 | value='0.056' | fill=00000000 | rows=[348] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B350 | value='South Australia' | fill=FF00B050 | rows=[349] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D350 | value='0.013' | fill=00000000 | rows=[349] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E350 | value='0' | fill=00000000 | rows=[349] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F350 | value='0' | fill=00000000 | rows=[349] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G350 | value='0.191' | fill=00000000 | rows=[349] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H350 | value='0' | fill=00000000 | rows=[349] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B351 | value='Western Australia' | fill=FF00B050 | rows=[350] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D351 | value='0.02' | fill=00000000 | rows=[350] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E351 | value='0.057' | fill=00000000 | rows=[350] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F351 | value='0.031' | fill=00000000 | rows=[350] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G351 | value='0.023' | fill=00000000 | rows=[350] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H351 | value='0.072' | fill=00000000 | rows=[350] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B352 | value='Tasmania' | fill=FF00B050 | rows=[351] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D352 | value='0' | fill=00000000 | rows=[351] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E352 | value='0' | fill=00000000 | rows=[351] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F352 | value='0.052' | fill=00000000 | rows=[351] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G352 | value='0' | fill=00000000 | rows=[351] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H352 | value='0' | fill=00000000 | rows=[351] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B353 | value='Northern Territory' | fill=FF00B050 | rows=[352] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D353 | value='1.461' | fill=00000000 | rows=[352] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E353 | value='1.447' | fill=00000000 | rows=[352] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F353 | value='1.41' | fill=00000000 | rows=[352] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G353 | value='0.796' | fill=00000000 | rows=[352] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H353 | value='0.608' | fill=00000000 | rows=[352] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B354 | value='Australian Capital Territory' | fill=FF00B050 | rows=[353] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D354 | value='0' | fill=00000000 | rows=[353] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E354 | value='0' | fill=00000000 | rows=[353] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F354 | value='0' | fill=00000000 | rows=[353] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G354 | value='0.251' | fill=00000000 | rows=[353] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H354 | value='0.094' | fill=00000000 | rows=[353] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B355 | value='Measure: Cropland area exposure to wildfires' | fill=FF00B0F0 | rows=[354] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B356 | value='Combined unit of measure: Percentage of agricultural land area' | fill=FF00B0F0 | rows=[355] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B357 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[356] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B358 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[357] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B359 | value='New South Wales' | fill=FF00B050 | rows=[358] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D359 | value='3.016' | fill=00000000 | rows=[358] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E359 | value='0.77' | fill=00000000 | rows=[358] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F359 | value='0.16' | fill=00000000 | rows=[358] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G359 | value='0.559' | fill=00000000 | rows=[358] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H359 | value='1.959' | fill=00000000 | rows=[358] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B360 | value='Victoria' | fill=FF00B050 | rows=[359] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D360 | value='0.866' | fill=00000000 | rows=[359] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E360 | value='0.907' | fill=00000000 | rows=[359] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F360 | value='0.292' | fill=00000000 | rows=[359] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G360 | value='0.933' | fill=00000000 | rows=[359] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H360 | value='1.652' | fill=00000000 | rows=[359] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B361 | value='Queensland' | fill=FF00B050 | rows=[360] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D361 | value='1.695' | fill=00000000 | rows=[360] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E361 | value='0.828' | fill=00000000 | rows=[360] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F361 | value='0.788' | fill=00000000 | rows=[360] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G361 | value='1.126' | fill=00000000 | rows=[360] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H361 | value='0.977' | fill=00000000 | rows=[360] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B362 | value='South Australia' | fill=FF00B050 | rows=[361] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D362 | value='1.07' | fill=00000000 | rows=[361] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E362 | value='0.278' | fill=00000000 | rows=[361] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F362 | value='0.149' | fill=00000000 | rows=[361] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G362 | value='0.733' | fill=00000000 | rows=[361] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H362 | value='0.126' | fill=00000000 | rows=[361] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B363 | value='Western Australia' | fill=FF00B050 | rows=[362] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D363 | value='4.108' | fill=00000000 | rows=[362] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E363 | value='1.178' | fill=00000000 | rows=[362] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F363 | value='3.529' | fill=00000000 | rows=[362] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G363 | value='0.701' | fill=00000000 | rows=[362] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H363 | value='0.254' | fill=00000000 | rows=[362] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B364 | value='Tasmania' | fill=FF00B050 | rows=[363] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D364 | value='0' | fill=00000000 | rows=[363] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E364 | value='0' | fill=00000000 | rows=[363] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F364 | value='0.068' | fill=00000000 | rows=[363] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G364 | value='0.065' | fill=00000000 | rows=[363] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H364 | value='0' | fill=00000000 | rows=[363] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B365 | value='Northern Territory' | fill=FF00B050 | rows=[364] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D365 | value='12.365' | fill=00000000 | rows=[364] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E365 | value='18.905' | fill=00000000 | rows=[364] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F365 | value='20.865' | fill=00000000 | rows=[364] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G365 | value='6.15' | fill=00000000 | rows=[364] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H365 | value='15.096' | fill=00000000 | rows=[364] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B366 | value='Australian Capital Territory' | fill=FF00B050 | rows=[365] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D366 | value='0.007' | fill=00000000 | rows=[365] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E366 | value='0' | fill=00000000 | rows=[365] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F366 | value='0' | fill=00000000 | rows=[365] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G366 | value='0.96' | fill=00000000 | rows=[365] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H366 | value='0.018' | fill=00000000 | rows=[365] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B367 | value='Measure: Forest exposure to wildfires' | fill=FF00B0F0 | rows=[366] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B368 | value='Combined unit of measure: Percentage of forested area' | fill=FF00B0F0 | rows=[367] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B369 | value='Return period: Not applicable' | fill=FF00B0F0 | rows=[368] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B370 | value='Heat stress threshold: Not applicable' | fill=FF00B0F0 | rows=[369] | cols=[1, 2, 3, 4, 5, 6] | col_header=False | row_header=False | metadata=True
Cell B371 | value='New South Wales' | fill=FF00B050 | rows=[370] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D371 | value='0.494' | fill=00000000 | rows=[370] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E371 | value='0.685' | fill=00000000 | rows=[370] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F371 | value='7.382' | fill=00000000 | rows=[370] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G371 | value='14.978' | fill=00000000 | rows=[370] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H371 | value='0.096' | fill=00000000 | rows=[370] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B372 | value='Victoria' | fill=FF00B050 | rows=[371] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D372 | value='0.209' | fill=00000000 | rows=[371] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E372 | value='0.181' | fill=00000000 | rows=[371] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F372 | value='2.027' | fill=00000000 | rows=[371] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G372 | value='15.727' | fill=00000000 | rows=[371] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H372 | value='0.091' | fill=00000000 | rows=[371] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B373 | value='Queensland' | fill=FF00B050 | rows=[372] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D373 | value='4.229' | fill=00000000 | rows=[372] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E373 | value='7.047' | fill=00000000 | rows=[372] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F373 | value='4.498' | fill=00000000 | rows=[372] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G373 | value='4.622' | fill=00000000 | rows=[372] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H373 | value='4.357' | fill=00000000 | rows=[372] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B374 | value='South Australia' | fill=FF00B050 | rows=[373] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D374 | value='0.573' | fill=00000000 | rows=[373] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E374 | value='0.515' | fill=00000000 | rows=[373] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F374 | value='0.783' | fill=00000000 | rows=[373] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G374 | value='5.155' | fill=00000000 | rows=[373] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H374 | value='0.038' | fill=00000000 | rows=[373] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B375 | value='Western Australia' | fill=FF00B050 | rows=[374] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D375 | value='3.688' | fill=00000000 | rows=[374] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E375 | value='5.365' | fill=00000000 | rows=[374] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F375 | value='5.582' | fill=00000000 | rows=[374] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G375 | value='6.035' | fill=00000000 | rows=[374] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H375 | value='2.606' | fill=00000000 | rows=[374] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B376 | value='Tasmania' | fill=FF00B050 | rows=[375] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D376 | value='0.229' | fill=00000000 | rows=[375] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E376 | value='0.112' | fill=00000000 | rows=[375] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F376 | value='3.3' | fill=00000000 | rows=[375] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G376 | value='0.544' | fill=00000000 | rows=[375] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H376 | value='0.029' | fill=00000000 | rows=[375] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B377 | value='Northern Territory' | fill=FF00B050 | rows=[376] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D377 | value='19.156' | fill=00000000 | rows=[376] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E377 | value='27.388' | fill=00000000 | rows=[376] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F377 | value='20.737' | fill=00000000 | rows=[376] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G377 | value='11.602' | fill=00000000 | rows=[376] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H377 | value='18.584' | fill=00000000 | rows=[376] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B378 | value='Australian Capital Territory' | fill=FF00B050 | rows=[377] | cols=[1] | col_header=False | row_header=True | metadata=False
Cell D378 | value='0.009' | fill=00000000 | rows=[377] | cols=[3] | col_header=False | row_header=False | metadata=False
Cell E378 | value='0.124' | fill=00000000 | rows=[377] | cols=[4] | col_header=False | row_header=False | metadata=False
Cell F378 | value='0.025' | fill=00000000 | rows=[377] | cols=[5] | col_header=False | row_header=False | metadata=False
Cell G378 | value='52.019' | fill=00000000 | rows=[377] | cols=[6] | col_header=False | row_header=False | metadata=False
Cell H378 | value='0.007' | fill=00000000 | rows=[377] | cols=[7] | col_header=False | row_header=False | metadata=False
Cell B380 | value='© Terms & conditions' | fill=FF00B0F0 | rows=[379] | cols=[1] | col_header=False | row_header=False | metadata=True
Cell I380 | value='Climate hasard statistics - Regions' | fill=FF00B0F0 | rows=[379] | cols=[8] | col_header=False | row_header=False | metadata=True

